175.509	4.84927E-23
177.641	3.68759E-23
179.798	4.06648E-23
181.982	3.03243E-23
184.193	2.49366E-23
188.695	2.13244E-23
190.987	1.89629E-23
193.307	1.68629E-23
198.032	1.38669E-23
200.437	1.0545E-23
205.336	8.50354E-24
210.355	7.56185E-24
212.91	6.72445E-24
218.114	5.63897E-24
220.763	5.11356E-24
223.445	4.54728E-24
228.906	3.81325E-24
231.686	3.13576E-24
234.501	2.89976E-24
237.349	2.68152E-24
240.232	2.4797E-24
243.15	2.2051E-24
246.104	1.99964E-24
249.093	1.84914E-24
252.119	1.70998E-24
255.181	1.55065E-24
261.418	1.40617E-24
264.594	1.27515E-24
271.061	1.15634E-24
274.353	1.06931E-24
277.686	1.00837E-24
281.059	9.14413E-25
284.473	8.45593E-25
291.426	7.81953E-25
294.966	7.09095E-25
302.175	6.55727E-25
305.845	5.9463E-25
313.321	5.49878E-25
320.979	4.98643E-25
328.824	4.52182E-25
336.861	4.02108E-25
345.094	3.71844E-25
353.529	3.37198E-25
362.169	3.0578E-25
371.021	2.82766E-25
380.089	2.5642E-25
394.109	2.32528E-25
413.61	2.06778E-25
428.866	1.91215E-25
461.087	1.63516E-25
501.75	1.3983E-25
546	1.21936E-25
594.151	1.08433E-25
654.403	9.6425E-26
729.52	8.74407E-26
813.26	8.08598E-26
906.611	7.47742E-26
1010.68	7.05125E-26
1140.38	6.78071E-26
1271.28	6.52056E-26
1434.42	6.27039E-26
1618.5	6.27039E-26
1826.19	6.27039E-26
2060.55	6.27039E-26
2324.97	6.39425E-26
2623.33	6.39425E-26
2924.46	6.64936E-26
3299.75	6.91466E-26
3678.52	7.33257E-26
4150.57	7.62512E-26
4683.21	8.08598E-26
5220.78	8.57469E-26
5820.06	9.09293E-26
6566.94	9.83297E-26
7232.88	1.06332E-25
8063.12	1.17258E-25
8988.66	1.26801E-25
10020.4	1.3983E-25
11170.7	1.5121E-25
12452.9	1.66746E-25
13882.3	1.83879E-25
15475.9	1.98844E-25
17045.2	2.19275E-25
19001.8	2.41805E-25
20928.8	2.6665E-25
23331.1	2.99857E-25
25697.1	3.30666E-25
28646.8	3.64641E-25
31551.8	4.10051E-25
34751.4	4.52182E-25
38275.5	5.08493E-25
42156.9	5.71816E-25
46996	6.30569E-25
51761.8	7.09095E-25
56326.7	7.97399E-25
62792.3	8.967E-25
69159.9	9.88834E-25

