 Mv1      Mv2        Mvp         lamL         Omega        protonSI      sv-WW          Br(H->v1v1)     Br(H->v2v2)     Br(H->v-v+)      Br(H->AA)      Width_H   
172.00    173.00    173.00     -5.000E+00     5.006E-06     7.369E-06     3.125E-23      0.000E+00      0.000E+00        0.000E+00       8.466E-02      4.651E-03
173.00    174.00    174.00     -5.000E+00     5.178E-06     7.284E-06     3.090E-23      0.000E+00      0.000E+00        0.000E+00       8.312E-02      4.644E-03
174.00    175.00    175.00     -5.000E+00     5.355E-06     7.201E-06     3.057E-23      0.000E+00      0.000E+00        0.000E+00       8.162E-02      4.636E-03
175.00    176.00    176.00     -5.000E+00     5.537E-06     7.120E-06     3.024E-23      0.000E+00      0.000E+00        0.000E+00       8.016E-02      4.629E-03
176.00    177.00    177.00     -5.000E+00     5.725E-06     7.039E-06     2.991E-23      0.000E+00      0.000E+00        0.000E+00       7.873E-02      4.622E-03
177.00    178.00    178.00     -5.000E+00     5.918E-06     6.960E-06     2.959E-23      0.000E+00      0.000E+00        0.000E+00       7.734E-02      4.615E-03
178.00    179.00    179.00     -5.000E+00     6.117E-06     6.883E-06     2.928E-23      0.000E+00      0.000E+00        0.000E+00       7.598E-02      4.608E-03
179.00    180.00    180.00     -5.000E+00     6.321E-06     6.807E-06     2.897E-23      0.000E+00      0.000E+00        0.000E+00       7.466E-02      4.601E-03
180.00    181.00    181.00     -5.000E+00     6.532E-06     6.732E-06     2.866E-23      0.000E+00      0.000E+00        0.000E+00       7.336E-02      4.595E-03
181.00    182.00    182.00     -5.000E+00     6.748E-06     6.658E-06     2.836E-23      0.000E+00      0.000E+00        0.000E+00       7.210E-02      4.589E-03
182.00    183.00    183.00     -5.000E+00     6.970E-06     6.585E-06     2.807E-23      0.000E+00      0.000E+00        0.000E+00       7.086E-02      4.582E-03
183.00    184.00    184.00     -5.000E+00     7.199E-06     6.514E-06     2.778E-23      0.000E+00      0.000E+00        0.000E+00       6.966E-02      4.576E-03
184.00    185.00    185.00     -5.000E+00     7.434E-06     6.444E-06     2.749E-23      0.000E+00      0.000E+00        0.000E+00       6.848E-02      4.571E-03
185.00    186.00    186.00     -5.000E+00     7.676E-06     6.374E-06     2.721E-23      0.000E+00      0.000E+00        0.000E+00       6.733E-02      4.565E-03
186.00    187.00    187.00     -5.000E+00     7.924E-06     6.306E-06     2.693E-23      0.000E+00      0.000E+00        0.000E+00       6.620E-02      4.560E-03
187.00    188.00    188.00     -5.000E+00     8.179E-06     6.239E-06     2.665E-23      0.000E+00      0.000E+00        0.000E+00       6.510E-02      4.554E-03
188.00    189.00    189.00     -5.000E+00     8.441E-06     6.174E-06     2.638E-23      0.000E+00      0.000E+00        0.000E+00       6.403E-02      4.549E-03
