 Mv1      Mv2        Mvp         lamL         Omega        protonSI      sv-WW          Br(H->v1v1)     Br(H->v2v2)     Br(H->v-v+)      Br(H->AA)      Width_H   
10.00    11.00    11.00     -1.000E-01     1.473E-02     7.367E-07     0.000E+00      3.266E-01      2.245E-01        4.489E-01       7.874E-07      8.393E+02
11.00    12.00    12.00     -1.000E-01     1.214E-02     6.185E-07     0.000E+00      3.192E-01      2.269E-01        4.538E-01       9.243E-07      5.818E+02
12.00    13.00    13.00     -1.000E-01     1.042E-02     5.266E-07     0.000E+00      3.130E-01      2.290E-01        4.579E-01       1.092E-06      4.152E+02
13.00    14.00    14.00     -1.000E-01     9.217E-03     4.537E-07     0.000E+00      3.078E-01      2.307E-01        4.614E-01       1.293E-06      3.036E+02
14.00    15.00    15.00     -1.000E-01     8.321E-03     3.950E-07     0.000E+00      3.034E-01      2.322E-01        4.644E-01       1.532E-06      2.267E+02
15.00    16.00    16.00     -1.000E-01     7.624E-03     3.470E-07     0.000E+00      2.995E-01      2.335E-01        4.669E-01       1.812E-06      1.723E+02
16.00    17.00    17.00     -1.000E-01     7.059E-03     3.072E-07     0.000E+00      2.961E-01      2.346E-01        4.692E-01       2.137E-06      1.331E+02
17.00    18.00    18.00     -1.000E-01     6.578E-03     2.739E-07     0.000E+00      2.931E-01      2.356E-01        4.712E-01       2.511E-06      1.042E+02
18.00    19.00    19.00     -1.000E-01     6.152E-03     2.458E-07     0.000E+00      2.904E-01      2.365E-01        4.730E-01       2.939E-06      8.252E+01
19.00    20.00    20.00     -1.000E-01     5.758E-03     2.217E-07     0.000E+00      2.880E-01      2.373E-01        4.746E-01       3.427E-06      6.609E+01
20.00    21.00    21.00     -1.000E-01     5.380E-03     2.011E-07     0.000E+00      2.858E-01      2.380E-01        4.760E-01       3.979E-06      5.344E+01
21.00    22.00    22.00     -1.000E-01     5.006E-03     1.832E-07     0.000E+00      2.838E-01      2.387E-01        4.773E-01       4.602E-06      4.358E+01
22.00    23.00    23.00     -1.000E-01     4.634E-03     1.675E-07     0.000E+00      2.820E-01      2.392E-01        4.785E-01       5.302E-06      3.582E+01
23.00    24.00    24.00     -1.000E-01     4.254E-03     1.538E-07     0.000E+00      2.804E-01      2.398E-01        4.796E-01       6.087E-06      2.965E+01
24.00    25.00    25.00     -1.000E-01     3.866E-03     1.417E-07     0.000E+00      2.788E-01      2.403E-01        4.806E-01       6.964E-06      2.470E+01
25.00    26.00    26.00     -1.000E-01     3.471E-03     1.310E-07     0.000E+00      2.774E-01      2.408E-01        4.815E-01       7.941E-06      2.070E+01
26.00    27.00    27.00     -1.000E-01     3.074E-03     1.215E-07     0.000E+00      2.761E-01      2.412E-01        4.824E-01       9.028E-06      1.744E+01
27.00    28.00    28.00     -1.000E-01     2.679E-03     1.129E-07     0.000E+00      2.748E-01      2.416E-01        4.832E-01       1.024E-05      1.476E+01
28.00    29.00    29.00     -1.000E-01     2.291E-03     1.053E-07     0.000E+00      2.737E-01      2.420E-01        4.839E-01       1.157E-05      1.256E+01
29.00    30.00    30.00     -1.000E-01     1.917E-03     9.835E-08     0.000E+00      2.726E-01      2.423E-01        4.846E-01       1.305E-05      1.072E+01
30.00    31.00    31.00     -1.000E-01     1.561E-03     9.209E-08     0.000E+00      2.716E-01      2.426E-01        4.852E-01       1.468E-05      9.195E+00
31.00    32.00    32.00     -1.000E-01     1.229E-03     8.642E-08     0.000E+00      2.706E-01      2.429E-01        4.858E-01       1.649E-05      7.912E+00
32.00    33.00    33.00     -1.000E-01     9.215E-04     8.125E-08     0.000E+00      2.697E-01      2.432E-01        4.864E-01       1.847E-05      6.831E+00
33.00    34.00    34.00     -1.000E-01     6.452E-04     7.653E-08     2.549E-34      2.688E-01      2.435E-01        4.869E-01       2.065E-05      5.916E+00
34.00    35.00    35.00     -1.000E-01     4.055E-04     7.221E-08     1.601E-33      2.679E-01      2.437E-01        4.874E-01       2.304E-05      5.138E+00
35.00    36.00    36.00     -1.000E-01     2.206E-04     6.825E-08     1.538E-32      2.671E-01      2.440E-01        4.879E-01       2.567E-05      4.475E+00
36.00    37.00    37.00     -1.000E-01     1.051E-04     6.461E-08     7.182E-32      2.663E-01      2.442E-01        4.883E-01       2.855E-05      3.908E+00
37.00    38.00    38.00     -1.000E-01     4.494E-05     6.124E-08     1.619E-31      2.656E-01      2.444E-01        4.888E-01       3.169E-05      3.421E+00
38.00    39.00    39.00     -1.000E-01     2.020E-05     5.814E-08     6.677E-31      2.648E-01      2.446E-01        4.891E-01       3.514E-05      3.001E+00
39.00    40.00    40.00     -1.000E-01     1.545E-05     5.526E-08     1.660E-30      2.641E-01      2.447E-01        4.895E-01       3.889E-05      2.639E+00
40.00    41.00    41.00     -1.000E-01     4.306E-05     5.260E-08     5.137E-30      2.634E-01      2.449E-01        4.898E-01       4.299E-05      2.325E+00
41.00    42.00    42.00     -1.000E-01     8.946E-05     5.012E-08     1.449E-29      2.627E-01      2.450E-01        4.901E-01       4.745E-05      2.052E+00
42.00    43.00    43.00     -1.000E-01     8.145E-05     4.781E-08     1.836E-29      2.621E-01      2.452E-01        4.903E-01       5.231E-05      1.814E+00
43.00    44.00    44.00     -1.000E-01     4.812E-05     4.566E-08     2.393E-29      2.615E-01      2.453E-01        4.906E-01       5.760E-05      1.607E+00
44.00    45.00    45.00     -1.000E-01     3.236E-05     4.365E-08     3.189E-29      2.608E-01      2.454E-01        4.907E-01       6.336E-05      1.425E+00
45.00    46.00    46.00     -1.000E-01     4.970E-05     4.177E-08     4.386E-29      2.602E-01      2.454E-01        4.909E-01       6.962E-05      1.265E+00
46.00    47.00    47.00     -1.000E-01     1.448E-04     4.001E-08     6.155E-29      2.597E-01      2.455E-01        4.910E-01       7.643E-05      1.125E+00
47.00    48.00    48.00     -1.000E-01     2.841E-04     3.836E-08     8.791E-29      2.591E-01      2.455E-01        4.910E-01       8.385E-05      1.001E+00
48.00    49.00    49.00     -1.000E-01     4.411E-04     3.681E-08     1.262E-28      2.586E-01      2.455E-01        4.910E-01       9.194E-05      8.917E-01
49.00    50.00    50.00     -1.000E-01     5.929E-04     3.535E-08     1.802E-28      2.582E-01      2.454E-01        4.909E-01       1.008E-04      7.944E-01
50.00    51.00    51.00     -1.000E-01     7.521E-04     3.397E-08     2.521E-28      2.578E-01      2.454E-01        4.907E-01       1.105E-04      7.077E-01
51.00    52.00    52.00     -1.000E-01     9.070E-04     3.268E-08     3.852E-28      2.575E-01      2.452E-01        4.904E-01       1.212E-04      6.301E-01
52.00    53.00    53.00     -1.000E-01     1.058E-03     3.146E-08     5.480E-28      2.573E-01      2.450E-01        4.900E-01       1.332E-04      5.603E-01
53.00    54.00    54.00     -1.000E-01     1.204E-03     3.030E-08     7.781E-28      2.573E-01      2.447E-01        4.893E-01       1.466E-04      4.973E-01
54.00    55.00    55.00     -1.000E-01     1.345E-03     2.921E-08     1.126E-27      2.575E-01      2.442E-01        4.884E-01       1.619E-04      4.398E-01
55.00    56.00    56.00     -1.000E-01     1.479E-03     2.817E-08     1.644E-27      2.580E-01      2.436E-01        4.872E-01       1.797E-04      3.870E-01
56.00    57.00    57.00     -1.000E-01     1.604E-03     2.719E-08     2.483E-27      2.590E-01      2.427E-01        4.855E-01       2.010E-04      3.379E-01
57.00    58.00    58.00     -1.000E-01     1.705E-03     2.626E-08     3.790E-27      2.608E-01      2.414E-01        4.829E-01       2.275E-04      2.916E-01
58.00    59.00    59.00     -1.000E-01     1.738E-03     2.538E-08     5.968E-27      2.642E-01      2.394E-01        4.789E-01       2.624E-04      2.468E-01
59.00    60.00    60.00     -1.000E-01     1.580E-03     2.454E-08     1.012E-26      2.705E-01      2.360E-01        4.721E-01       3.129E-04      2.020E-01
60.00    61.00    61.00     -1.000E-01     1.071E-03     2.374E-08     2.003E-26      2.851E-01      2.290E-01        4.580E-01       3.993E-04      1.544E-01
61.00    62.00    62.00     -1.000E-01     4.098E-04     2.298E-08     5.601E-26      3.406E-01      2.048E-01        4.095E-01       6.282E-04      9.576E-02
62.00    63.00    63.00     -1.000E-01     4.971E-05     2.225E-08     5.085E-25      8.073E-01      0.000E+00        0.000E+00       2.342E-03      2.237E-02
63.00    64.00    64.00     -1.000E-01     1.922E-03     2.156E-08     5.707E-25      0.000E+00      0.000E+00        0.000E+00       1.098E-02      4.305E-03
64.00    65.00    65.00     -1.000E-01     2.434E-03     2.090E-08     7.992E-26      0.000E+00      0.000E+00        0.000E+00       1.020E-02      4.302E-03
65.00    66.00    66.00     -1.000E-01     2.605E-03     2.027E-08     3.870E-26      0.000E+00      0.000E+00        0.000E+00       9.588E-03      4.299E-03
66.00    67.00    67.00     -1.000E-01     2.732E-03     1.967E-08     2.786E-26      0.000E+00      0.000E+00        0.000E+00       9.086E-03      4.297E-03
67.00    68.00    68.00     -1.000E-01     2.845E-03     1.910E-08     2.443E-26      0.000E+00      0.000E+00        0.000E+00       8.656E-03      4.295E-03
68.00    69.00    69.00     -1.000E-01     2.952E-03     1.855E-08     2.404E-26      0.000E+00      0.000E+00        0.000E+00       8.282E-03      4.293E-03
69.00    70.00    70.00     -1.000E-01     3.054E-03     1.802E-08     2.545E-26      0.000E+00      0.000E+00        0.000E+00       7.951E-03      4.292E-03
70.00    71.00    71.00     -1.000E-01     3.152E-03     1.752E-08     2.830E-26      0.000E+00      0.000E+00        0.000E+00       7.654E-03      4.291E-03
71.00    72.00    72.00     -1.000E-01     3.248E-03     1.703E-08     3.263E-26      0.000E+00      0.000E+00        0.000E+00       7.387E-03      4.289E-03
72.00    73.00    73.00     -1.000E-01     3.338E-03     1.657E-08     3.872E-26      0.000E+00      0.000E+00        0.000E+00       7.143E-03      4.288E-03
73.00    74.00    74.00     -1.000E-01     3.423E-03     1.612E-08     4.700E-26      0.000E+00      0.000E+00        0.000E+00       6.921E-03      4.287E-03
74.00    75.00    75.00     -1.000E-01     3.498E-03     1.570E-08     5.832E-26      0.000E+00      0.000E+00        0.000E+00       6.717E-03      4.287E-03
75.00    76.00    76.00     -1.000E-01     3.558E-03     1.529E-08     7.428E-26      0.000E+00      0.000E+00        0.000E+00       6.528E-03      4.286E-03
76.00    77.00    77.00     -1.000E-01     3.584E-03     1.489E-08     9.777E-26      0.000E+00      0.000E+00        0.000E+00       6.354E-03      4.285E-03
77.00    78.00    78.00     -1.000E-01     3.540E-03     1.451E-08     1.346E-25      0.000E+00      0.000E+00        0.000E+00       6.192E-03      4.284E-03
78.00    79.00    79.00     -1.000E-01     3.372E-03     1.415E-08     1.972E-25      0.000E+00      0.000E+00        0.000E+00       6.040E-03      4.284E-03
79.00    80.00    80.00     -1.000E-01     3.021E-03     1.380E-08     3.246E-25      0.000E+00      0.000E+00        0.000E+00       5.899E-03      4.283E-03
80.00    81.00    81.00     -1.000E-01     2.587E-03     1.346E-08     6.258E-25      0.000E+00      0.000E+00        0.000E+00       5.767E-03      4.282E-03
81.00    82.00    82.00     -1.000E-01     2.284E-03     1.313E-08     1.220E-24      0.000E+00      0.000E+00        0.000E+00       5.643E-03      4.282E-03
82.00    83.00    83.00     -1.000E-01     2.117E-03     1.282E-08     1.722E-24      0.000E+00      0.000E+00        0.000E+00       5.526E-03      4.281E-03
83.00    84.00    84.00     -1.000E-01     2.026E-03     1.251E-08     2.052E-24      0.000E+00      0.000E+00        0.000E+00       5.416E-03      4.281E-03
84.00    85.00    85.00     -1.000E-01     1.970E-03     1.222E-08     2.294E-24      0.000E+00      0.000E+00        0.000E+00       5.313E-03      4.280E-03
85.00    86.00    86.00     -1.000E-01     1.923E-03     1.194E-08     2.606E-24      0.000E+00      0.000E+00        0.000E+00       5.214E-03      4.280E-03
86.00    87.00    87.00     -1.000E-01     1.903E-03     1.166E-08     2.651E-24      0.000E+00      0.000E+00        0.000E+00       5.122E-03      4.280E-03
87.00    88.00    88.00     -1.000E-01     1.900E-03     1.140E-08     2.652E-24      0.000E+00      0.000E+00        0.000E+00       5.034E-03      4.279E-03
88.00    89.00    89.00     -1.000E-01     1.897E-03     1.114E-08     2.620E-24      0.000E+00      0.000E+00        0.000E+00       4.950E-03      4.279E-03
89.00    90.00    90.00     -1.000E-01     1.885E-03     1.090E-08     2.564E-24      0.000E+00      0.000E+00        0.000E+00       4.871E-03      4.279E-03
90.00    91.00    91.00     -1.000E-01     1.845E-03     1.066E-08     2.477E-24      0.000E+00      0.000E+00        0.000E+00       4.795E-03      4.278E-03
91.00    92.00    92.00     -1.000E-01     1.783E-03     1.043E-08     2.400E-24      0.000E+00      0.000E+00        0.000E+00       4.723E-03      4.278E-03
92.00    93.00    93.00     -1.000E-01     1.729E-03     1.021E-08     2.392E-24      0.000E+00      0.000E+00        0.000E+00       4.655E-03      4.278E-03
93.00    94.00    94.00     -1.000E-01     1.701E-03     9.990E-09     2.386E-24      0.000E+00      0.000E+00        0.000E+00       4.589E-03      4.277E-03
94.00    95.00    95.00     -1.000E-01     1.692E-03     9.780E-09     2.367E-24      0.000E+00      0.000E+00        0.000E+00       4.527E-03      4.277E-03
95.00    96.00    96.00     -1.000E-01     1.696E-03     9.577E-09     2.335E-24      0.000E+00      0.000E+00        0.000E+00       4.467E-03      4.277E-03
96.00    97.00    97.00     -1.000E-01     1.709E-03     9.381E-09     2.396E-24      0.000E+00      0.000E+00        0.000E+00       4.410E-03      4.277E-03
97.00    98.00    98.00     -1.000E-01     1.727E-03     9.190E-09     2.345E-24      0.000E+00      0.000E+00        0.000E+00       4.355E-03      4.276E-03
98.00    99.00    99.00     -1.000E-01     1.753E-03     9.005E-09     2.303E-24      0.000E+00      0.000E+00        0.000E+00       4.303E-03      4.276E-03
99.00    100.00    100.00     -1.000E-01     1.783E-03     8.826E-09     2.259E-24      0.000E+00      0.000E+00        0.000E+00       4.252E-03      4.276E-03
100.00    101.00    101.00     -1.000E-01     1.814E-03     8.652E-09     2.215E-24      0.000E+00      0.000E+00        0.000E+00       4.204E-03      4.276E-03
101.00    102.00    102.00     -1.000E-01     1.848E-03     8.483E-09     2.170E-24      0.000E+00      0.000E+00        0.000E+00       4.158E-03      4.275E-03
102.00    103.00    103.00     -1.000E-01     1.882E-03     8.319E-09     2.125E-24      0.000E+00      0.000E+00        0.000E+00       4.113E-03      4.275E-03
103.00    104.00    104.00     -1.000E-01     1.916E-03     8.160E-09     2.078E-24      0.000E+00      0.000E+00        0.000E+00       4.070E-03      4.275E-03
104.00    105.00    105.00     -1.000E-01     1.950E-03     8.005E-09     2.030E-24      0.000E+00      0.000E+00        0.000E+00       4.029E-03      4.275E-03
105.00    106.00    106.00     -1.000E-01     1.986E-03     7.855E-09     1.985E-24      0.000E+00      0.000E+00        0.000E+00       3.989E-03      4.275E-03
106.00    107.00    107.00     -1.000E-01     2.023E-03     7.708E-09     1.942E-24      0.000E+00      0.000E+00        0.000E+00       3.951E-03      4.275E-03
107.00    108.00    108.00     -1.000E-01     2.061E-03     7.566E-09     1.902E-24      0.000E+00      0.000E+00        0.000E+00       3.914E-03      4.274E-03
108.00    109.00    109.00     -1.000E-01     2.099E-03     7.428E-09     1.863E-24      0.000E+00      0.000E+00        0.000E+00       3.878E-03      4.274E-03
109.00    110.00    110.00     -1.000E-01     2.139E-03     7.294E-09     1.826E-24      0.000E+00      0.000E+00        0.000E+00       3.844E-03      4.274E-03
110.00    111.00    111.00     -1.000E-01     2.179E-03     7.163E-09     1.790E-24      0.000E+00      0.000E+00        0.000E+00       3.810E-03      4.274E-03
111.00    112.00    112.00     -1.000E-01     2.217E-03     7.035E-09     1.759E-24      0.000E+00      0.000E+00        0.000E+00       3.778E-03      4.274E-03
112.00    113.00    113.00     -1.000E-01     2.254E-03     6.911E-09     1.732E-24      0.000E+00      0.000E+00        0.000E+00       3.747E-03      4.274E-03
113.00    114.00    114.00     -1.000E-01     2.295E-03     6.790E-09     1.701E-24      0.000E+00      0.000E+00        0.000E+00       3.717E-03      4.274E-03
114.00    115.00    115.00     -1.000E-01     2.337E-03     6.673E-09     1.669E-24      0.000E+00      0.000E+00        0.000E+00       3.688E-03      4.273E-03
115.00    116.00    116.00     -1.000E-01     2.380E-03     6.558E-09     1.639E-24      0.000E+00      0.000E+00        0.000E+00       3.660E-03      4.273E-03
116.00    117.00    117.00     -1.000E-01     2.424E-03     6.446E-09     1.609E-24      0.000E+00      0.000E+00        0.000E+00       3.633E-03      4.273E-03
117.00    118.00    118.00     -1.000E-01     2.467E-03     6.338E-09     1.581E-24      0.000E+00      0.000E+00        0.000E+00       3.607E-03      4.273E-03
118.00    119.00    119.00     -1.000E-01     2.511E-03     6.232E-09     1.553E-24      0.000E+00      0.000E+00        0.000E+00       3.581E-03      4.273E-03
119.00    120.00    120.00     -1.000E-01     2.556E-03     6.128E-09     1.526E-24      0.000E+00      0.000E+00        0.000E+00       3.556E-03      4.273E-03
120.00    121.00    121.00     -1.000E-01     2.601E-03     6.027E-09     1.500E-24      0.000E+00      0.000E+00        0.000E+00       3.532E-03      4.273E-03
121.00    122.00    122.00     -1.000E-01     2.646E-03     5.929E-09     1.475E-24      0.000E+00      0.000E+00        0.000E+00       3.509E-03      4.273E-03
122.00    123.00    123.00     -1.000E-01     2.691E-03     5.833E-09     1.450E-24      0.000E+00      0.000E+00        0.000E+00       3.487E-03      4.273E-03
123.00    124.00    124.00     -1.000E-01     2.737E-03     5.739E-09     1.427E-24      0.000E+00      0.000E+00        0.000E+00       3.465E-03      4.273E-03
124.00    125.00    125.00     -1.000E-01     2.782E-03     5.647E-09     1.403E-24      0.000E+00      0.000E+00        0.000E+00       3.443E-03      4.272E-03
125.00    126.00    126.00     -1.000E-01     2.827E-03     5.558E-09     1.380E-24      0.000E+00      0.000E+00        0.000E+00       3.423E-03      4.272E-03
126.00    127.00    127.00     -1.000E-01     2.873E-03     5.471E-09     1.358E-24      0.000E+00      0.000E+00        0.000E+00       3.403E-03      4.272E-03
127.00    128.00    128.00     -1.000E-01     2.920E-03     5.386E-09     1.337E-24      0.000E+00      0.000E+00        0.000E+00       3.383E-03      4.272E-03
128.00    129.00    129.00     -1.000E-01     2.965E-03     5.302E-09     1.314E-24      0.000E+00      0.000E+00        0.000E+00       3.364E-03      4.272E-03
129.00    130.00    130.00     -1.000E-01     3.007E-03     5.221E-09     1.290E-24      0.000E+00      0.000E+00        0.000E+00       3.346E-03      4.272E-03
130.00    131.00    131.00     -1.000E-01     3.054E-03     5.142E-09     1.269E-24      0.000E+00      0.000E+00        0.000E+00       3.328E-03      4.272E-03
131.00    132.00    132.00     -1.000E-01     3.102E-03     5.064E-09     1.250E-24      0.000E+00      0.000E+00        0.000E+00       3.310E-03      4.272E-03
132.00    133.00    133.00     -1.000E-01     3.151E-03     4.988E-09     1.232E-24      0.000E+00      0.000E+00        0.000E+00       3.293E-03      4.272E-03
133.00    134.00    134.00     -1.000E-01     3.199E-03     4.914E-09     1.214E-24      0.000E+00      0.000E+00        0.000E+00       3.277E-03      4.272E-03
134.00    135.00    135.00     -1.000E-01     3.248E-03     4.841E-09     1.197E-24      0.000E+00      0.000E+00        0.000E+00       3.260E-03      4.272E-03
135.00    136.00    136.00     -1.000E-01     3.298E-03     4.770E-09     1.179E-24      0.000E+00      0.000E+00        0.000E+00       3.245E-03      4.272E-03
