 Mv1      Mv2        Mvp         lamL         Omega        protonSI     Br(H->v1v1)     Br(H->v2v2)     Br(H->v-v+)      Br(H->AA)      Width_H   
350.00    351.00    351.00     5.000E+00     1.429E-04     1.789E-06      0.000E+00      0.000E+00        0.000E+00       1.594E-04      4.258E-03
400.00    401.00    401.00     5.000E+00     2.583E-04     1.371E-06      0.000E+00      0.000E+00        0.000E+00       2.726E-06      4.258E-03
450.00    451.00    451.00     5.000E+00     4.196E-04     1.084E-06      0.000E+00      0.000E+00        0.000E+00       1.292E-04      4.258E-03
500.00    501.00    501.00     5.000E+00     6.281E-04     8.782E-07      0.000E+00      0.000E+00        0.000E+00       3.357E-04      4.259E-03
550.00    551.00    551.00     5.000E+00     8.826E-04     7.261E-07      0.000E+00      0.000E+00        0.000E+00       5.505E-04      4.260E-03
600.00    601.00    601.00     5.000E+00     1.181E-03     6.103E-07      0.000E+00      0.000E+00        0.000E+00       7.490E-04      4.261E-03
650.00    651.00    651.00     5.000E+00     1.520E-03     5.201E-07      0.000E+00      0.000E+00        0.000E+00       9.244E-04      4.262E-03
700.00    701.00    701.00     5.000E+00     1.898E-03     4.486E-07      0.000E+00      0.000E+00        0.000E+00       1.077E-03      4.262E-03
750.00    751.00    751.00     5.000E+00     2.312E-03     3.908E-07      0.000E+00      0.000E+00        0.000E+00       1.208E-03      4.263E-03
800.00    801.00    801.00     5.000E+00     2.761E-03     3.435E-07      0.000E+00      0.000E+00        0.000E+00       1.321E-03      4.263E-03
850.00    851.00    851.00     5.000E+00     3.243E-03     3.044E-07      0.000E+00      0.000E+00        0.000E+00       1.418E-03      4.264E-03
900.00    901.00    901.00     5.000E+00     3.758E-03     2.715E-07      0.000E+00      0.000E+00        0.000E+00       1.502E-03      4.264E-03
950.00    951.00    951.00     5.000E+00     4.304E-03     2.437E-07      0.000E+00      0.000E+00        0.000E+00       1.575E-03      4.264E-03
1000.00    1001.00    1001.00     5.000E+00     4.881E-03     2.200E-07      0.000E+00      0.000E+00        0.000E+00       1.639E-03      4.265E-03
1050.00    1051.00    1051.00     5.000E+00     5.488E-03     1.995E-07      0.000E+00      0.000E+00        0.000E+00       1.695E-03      4.265E-03
1100.00    1101.00    1101.00     5.000E+00     6.126E-03     1.818E-07      0.000E+00      0.000E+00        0.000E+00       1.744E-03      4.265E-03
1150.00    1151.00    1151.00     5.000E+00     6.794E-03     1.664E-07      0.000E+00      0.000E+00        0.000E+00       1.787E-03      4.265E-03
1200.00    1201.00    1201.00     5.000E+00     7.491E-03     1.528E-07      0.000E+00      0.000E+00        0.000E+00       1.826E-03      4.266E-03
1250.00    1251.00    1251.00     5.000E+00     8.219E-03     1.408E-07      0.000E+00      0.000E+00        0.000E+00       1.860E-03      4.266E-03
1300.00    1301.00    1301.00     5.000E+00     8.977E-03     1.302E-07      0.000E+00      0.000E+00        0.000E+00       1.891E-03      4.266E-03
1350.00    1351.00    1351.00     5.000E+00     9.751E-03     1.208E-07      0.000E+00      0.000E+00        0.000E+00       1.918E-03      4.266E-03
