 Mv1      Mv2        Mvp         lamL         Omega        protonSI     Br(H->v1v1)     Br(H->v2v2)     Br(H->v-v+)      Br(H->AA)      Width_H   
350.00    351.00    351.00     2.000E+01     1.089E-06     2.863E-05      0.000E+00      0.000E+00        0.000E+00       3.659E-02      4.419E-03
400.00    401.00    401.00     2.000E+01     2.291E-06     2.194E-05      0.000E+00      0.000E+00        0.000E+00       1.863E-02      4.339E-03
450.00    451.00    451.00     2.000E+01     4.340E-06     1.734E-05      0.000E+00      0.000E+00        0.000E+00       9.655E-03      4.299E-03
500.00    501.00    501.00     2.000E+01     7.583E-06     1.405E-05      0.000E+00      0.000E+00        0.000E+00       4.992E-03      4.279E-03
550.00    551.00    551.00     2.000E+01     1.238E-05     1.162E-05      0.000E+00      0.000E+00        0.000E+00       2.513E-03      4.268E-03
600.00    601.00    601.00     2.000E+01     1.911E-05     9.764E-06      0.000E+00      0.000E+00        0.000E+00       1.190E-03      4.263E-03
650.00    651.00    651.00     2.000E+01     2.809E-05     8.322E-06      0.000E+00      0.000E+00        0.000E+00       4.977E-04      4.260E-03
700.00    701.00    701.00     2.000E+01     3.965E-05     7.177E-06      0.000E+00      0.000E+00        0.000E+00       1.597E-04      4.258E-03
750.00    751.00    751.00     2.000E+01     5.400E-05     6.253E-06      0.000E+00      0.000E+00        0.000E+00       2.345E-05      4.258E-03
800.00    801.00    801.00     2.000E+01     7.132E-05     5.497E-06      0.000E+00      0.000E+00        0.000E+00       2.523E-06      4.258E-03
850.00    851.00    851.00     2.000E+01     9.171E-05     4.870E-06      0.000E+00      0.000E+00        0.000E+00       4.698E-05      4.258E-03
900.00    901.00    901.00     2.000E+01     1.152E-04     4.344E-06      0.000E+00      0.000E+00        0.000E+00       1.273E-04      4.258E-03
950.00    951.00    951.00     2.000E+01     1.418E-04     3.899E-06      0.000E+00      0.000E+00        0.000E+00       2.260E-04      4.259E-03
1000.00    1001.00    1001.00     2.000E+01     1.715E-04     3.520E-06      0.000E+00      0.000E+00        0.000E+00       3.325E-04      4.259E-03
1050.00    1051.00    1051.00     2.000E+01     2.042E-04     3.193E-06      0.000E+00      0.000E+00        0.000E+00       4.406E-04      4.260E-03
1100.00    1101.00    1101.00     2.000E+01     2.399E-04     2.909E-06      0.000E+00      0.000E+00        0.000E+00       5.465E-04      4.260E-03
1150.00    1151.00    1151.00     2.000E+01     2.783E-04     2.662E-06      0.000E+00      0.000E+00        0.000E+00       6.481E-04      4.260E-03
1200.00    1201.00    1201.00     2.000E+01     3.196E-04     2.445E-06      0.000E+00      0.000E+00        0.000E+00       7.445E-04      4.261E-03
1250.00    1251.00    1251.00     2.000E+01     3.628E-04     2.253E-06      0.000E+00      0.000E+00        0.000E+00       8.350E-04      4.261E-03
1300.00    1301.00    1301.00     2.000E+01     4.092E-04     2.083E-06      0.000E+00      0.000E+00        0.000E+00       9.196E-04      4.262E-03
1350.00    1351.00    1351.00     2.000E+01     4.581E-04     1.932E-06      0.000E+00      0.000E+00        0.000E+00       9.984E-04      4.262E-03
1400.00    1401.00    1401.00     2.000E+01     5.095E-04     1.797E-06      0.000E+00      0.000E+00        0.000E+00       1.072E-03      4.262E-03
1450.00    1451.00    1451.00     2.000E+01     5.632E-04     1.675E-06      0.000E+00      0.000E+00        0.000E+00       1.140E-03      4.263E-03
1500.00    1501.00    1501.00     2.000E+01     6.192E-04     1.565E-06      0.000E+00      0.000E+00        0.000E+00       1.203E-03      4.263E-03
1550.00    1551.00    1551.00     2.000E+01     6.775E-04     1.466E-06      0.000E+00      0.000E+00        0.000E+00       1.261E-03      4.263E-03
1600.00    1601.00    1601.00     2.000E+01     7.380E-04     1.376E-06      0.000E+00      0.000E+00        0.000E+00       1.316E-03      4.263E-03
1650.00    1651.00    1651.00     2.000E+01     8.007E-04     1.294E-06      0.000E+00      0.000E+00        0.000E+00       1.366E-03      4.264E-03
1700.00    1701.00    1701.00     2.000E+01     8.656E-04     1.219E-06      0.000E+00      0.000E+00        0.000E+00       1.413E-03      4.264E-03
1750.00    1751.00    1751.00     2.000E+01     9.325E-04     1.150E-06      0.000E+00      0.000E+00        0.000E+00       1.457E-03      4.264E-03
1800.00    1801.00    1801.00     2.000E+01     1.002E-03     1.087E-06      0.000E+00      0.000E+00        0.000E+00       1.497E-03      4.264E-03
1850.00    1851.00    1851.00     2.000E+01     1.073E-03     1.029E-06      0.000E+00      0.000E+00        0.000E+00       1.535E-03      4.264E-03
1900.00    1901.00    1901.00     2.000E+01     1.146E-03     9.758E-07      0.000E+00      0.000E+00        0.000E+00       1.571E-03      4.264E-03
1950.00    1951.00    1951.00     2.000E+01     1.221E-03     9.264E-07      0.000E+00      0.000E+00        0.000E+00       1.604E-03      4.265E-03
2000.00    2001.00    2001.00     2.000E+01     1.298E-03     8.807E-07      0.000E+00      0.000E+00        0.000E+00       1.634E-03      4.265E-03
2050.00    2051.00    2051.00     2.000E+01     1.378E-03     8.383E-07      0.000E+00      0.000E+00        0.000E+00       1.663E-03      4.265E-03
2100.00    2101.00    2101.00     2.000E+01     1.459E-03     7.989E-07      0.000E+00      0.000E+00        0.000E+00       1.690E-03      4.265E-03
2150.00    2151.00    2151.00     2.000E+01     1.542E-03     7.622E-07      0.000E+00      0.000E+00        0.000E+00       1.716E-03      4.265E-03
2200.00    2201.00    2201.00     2.000E+01     1.628E-03     7.279E-07      0.000E+00      0.000E+00        0.000E+00       1.740E-03      4.265E-03
2250.00    2251.00    2251.00     2.000E+01     1.715E-03     6.959E-07      0.000E+00      0.000E+00        0.000E+00       1.762E-03      4.265E-03
2300.00    2301.00    2301.00     2.000E+01     1.804E-03     6.660E-07      0.000E+00      0.000E+00        0.000E+00       1.783E-03      4.265E-03
2350.00    2351.00    2351.00     2.000E+01     1.896E-03     6.380E-07      0.000E+00      0.000E+00        0.000E+00       1.803E-03      4.265E-03
