 Mv1      Mv2        Mvp         lamL         Omega        protonSI     Br(H->v1v1)     Br(H->v2v2)     Br(H->v-v+)      Br(H->AA)      Width_H   
4450.00    4451.00    4451.00     1.000E+00     3.144E+00     4.450E-10      0.000E+00      0.000E+00        0.000E+00       2.278E-03      4.267E-03
4500.00    4501.00    4501.00     1.000E+00     3.225E+00     4.351E-10      0.000E+00      0.000E+00        0.000E+00       2.278E-03      4.267E-03
4550.00    4551.00    4551.00     1.000E+00     3.307E+00     4.256E-10      0.000E+00      0.000E+00        0.000E+00       2.279E-03      4.267E-03
4600.00    4601.00    4601.00     1.000E+00     3.390E+00     4.164E-10      0.000E+00      0.000E+00        0.000E+00       2.279E-03      4.267E-03
4650.00    4651.00    4651.00     1.000E+00     3.474E+00     4.075E-10      0.000E+00      0.000E+00        0.000E+00       2.279E-03      4.267E-03
4700.00    4701.00    4701.00     1.000E+00     3.560E+00     3.989E-10      0.000E+00      0.000E+00        0.000E+00       2.279E-03      4.267E-03
4750.00    4751.00    4751.00     1.000E+00     3.646E+00     3.906E-10      0.000E+00      0.000E+00        0.000E+00       2.279E-03      4.267E-03
4800.00    4801.00    4801.00     1.000E+00     3.734E+00     3.825E-10      0.000E+00      0.000E+00        0.000E+00       2.279E-03      4.267E-03
4850.00    4851.00    4851.00     1.000E+00     3.824E+00     3.746E-10      0.000E+00      0.000E+00        0.000E+00       2.279E-03      4.267E-03
4900.00    4901.00    4901.00     1.000E+00     3.914E+00     3.670E-10      0.000E+00      0.000E+00        0.000E+00       2.279E-03      4.267E-03
4950.00    4951.00    4951.00     1.000E+00     4.006E+00     3.596E-10      0.000E+00      0.000E+00        0.000E+00       2.279E-03      4.267E-03
5000.00    5001.00    5001.00     1.000E+00     4.099E+00     3.525E-10      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
5050.00    5051.00    5051.00     1.000E+00     4.193E+00     3.455E-10      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
5100.00    5101.00    5101.00     1.000E+00     4.288E+00     3.388E-10      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
5150.00    5151.00    5151.00     1.000E+00     4.385E+00     3.323E-10      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
5200.00    5201.00    5201.00     1.000E+00     4.483E+00     3.259E-10      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
5250.00    5251.00    5251.00     1.000E+00     4.582E+00     3.197E-10      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
5300.00    5301.00    5301.00     1.000E+00     4.682E+00     3.137E-10      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
5350.00    5351.00    5351.00     1.000E+00     4.783E+00     3.079E-10      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
5400.00    5401.00    5401.00     1.000E+00     4.886E+00     3.022E-10      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
5450.00    5451.00    5451.00     1.000E+00     4.990E+00     2.967E-10      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
5500.00    5501.00    5501.00     1.000E+00     5.095E+00     2.913E-10      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
5550.00    5551.00    5551.00     1.000E+00     5.202E+00     2.861E-10      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
5600.00    5601.00    5601.00     1.000E+00     5.310E+00     2.810E-10      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
5650.00    5651.00    5651.00     1.000E+00     5.419E+00     2.761E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
5700.00    5701.00    5701.00     1.000E+00     5.529E+00     2.712E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
5750.00    5751.00    5751.00     1.000E+00     5.640E+00     2.665E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
5800.00    5801.00    5801.00     1.000E+00     5.753E+00     2.620E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
5850.00    5851.00    5851.00     1.000E+00     5.867E+00     2.575E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
5900.00    5901.00    5901.00     1.000E+00     5.982E+00     2.532E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
5950.00    5951.00    5951.00     1.000E+00     6.098E+00     2.489E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
6000.00    6001.00    6001.00     1.000E+00     6.216E+00     2.448E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
6050.00    6051.00    6051.00     1.000E+00     6.335E+00     2.408E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
6100.00    6101.00    6101.00     1.000E+00     6.455E+00     2.368E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
6150.00    6151.00    6151.00     1.000E+00     6.576E+00     2.330E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
6200.00    6201.00    6201.00     1.000E+00     6.698E+00     2.293E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
6250.00    6251.00    6251.00     1.000E+00     6.822E+00     2.256E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
6300.00    6301.00    6301.00     1.000E+00     6.947E+00     2.220E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
6350.00    6351.00    6351.00     1.000E+00     7.073E+00     2.186E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
6400.00    6401.00    6401.00     1.000E+00     7.200E+00     2.152E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
6450.00    6451.00    6451.00     1.000E+00     7.328E+00     2.118E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
6500.00    6501.00    6501.00     1.000E+00     7.458E+00     2.086E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
6550.00    6551.00    6551.00     1.000E+00     7.589E+00     2.054E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
6600.00    6601.00    6601.00     1.000E+00     7.721E+00     2.023E-10      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
