Mv1      lamL      xs(fb)          r          Acc     SR         ds       Sobs      xs_lim(fb)
360.0    12.00    1.6763e+01    2.814e-01     0.03    EM10      1.045      58.00      55.51
370.0    1.00    1.0002e-01    1.720e-03     0.03    EM10      0.006      58.00      52.69
370.0    2.00    4.0069e-01    7.201e-03     0.03    EM10      0.026      58.00      50.56
370.0    3.00    9.0181e-01    1.605e-02     0.03    EM10      0.058      58.00      51.09
370.0    4.00    1.6009e+00    2.640e-02     0.03    EM10      0.099      58.00      54.99
370.0    5.00    2.5043e+00    4.129e-02     0.03    EM10      0.155      58.00      55.07
370.0    6.00    3.6026e+00    5.557e-02     0.03    EM10      0.216      58.00      58.78
370.0    7.00    4.9063e+00    7.364e-02     0.03    EM10      0.290      58.00      60.44
370.0    8.00    6.4145e+00    1.058e-01     0.03    EM10      0.396      58.00      55.45
370.0    9.00    8.1067e+00    1.390e-01     0.03    EM10      0.510      58.00      53.61
370.0    10.00    1.0007e+01    1.686e-01     0.03    EM10      0.625      58.00      54.68
370.0    11.00    1.2113e+01    1.976e-01     0.03    EM10      0.745      58.00      56.57
370.0    12.00    1.4397e+01    2.382e-01     0.03    EM10      0.891      58.00      56.02
380.0    1.00    8.6212e-02    1.498e-03     0.03    EM10      0.005      58.00      52.17
380.0    2.00    3.4522e-01    6.409e-03     0.03    EM10      0.023      58.00      49.01
380.0    3.00    7.7548e-01    1.279e-02     0.03    EM10      0.048      58.00      54.91
380.0    4.00    1.3784e+00    2.445e-02     0.03    EM10      0.088      58.00      51.29
380.0    5.00    2.1508e+00    3.866e-02     0.03    EM10      0.138      58.00      50.72
380.0    6.00    3.1022e+00    5.539e-02     0.03    EM10      0.199      58.00      51.13
380.0    7.00    4.2245e+00    8.321e-02     0.03    EM10      0.284      58.00      46.67
380.0    8.00    5.5167e+00    1.031e-01     0.03    EM10      0.362      58.00      49.18
380.0    9.00    6.9663e+00    1.145e-01     0.03    EM10      0.430      58.00      55.69
380.0    10.00    8.6111e+00    1.512e-01     0.03    EM10      0.548      58.00      52.46
380.0    11.00    1.0418e+01    1.804e-01     0.03    EM10      0.659      58.00      53.31
380.0    12.00    1.2412e+01    2.297e-01     0.03    EM10      0.810      58.00      50.26
390.0    1.00    7.4449e-02    1.382e-03     0.03    EM10      0.005      58.00      48.99
390.0    2.00    2.9744e-01    5.081e-03     0.03    EM10      0.019      58.00      53.05
390.0    3.00    6.6853e-01    1.027e-02     0.03    EM10      0.040      58.00      58.70
390.0    4.00    1.1919e+00    2.170e-02     0.03    EM10      0.077      58.00      50.00
390.0    5.00    1.8581e+00    3.196e-02     0.03    EM10      0.117      58.00      52.85
390.0    6.00    2.6775e+00    4.860e-02     0.03    EM10      0.173      58.00      50.30
390.0    7.00    3.6497e+00    6.689e-02     0.03    EM10      0.237      58.00      49.92
390.0    8.00    4.7714e+00    8.660e-02     0.03    EM10      0.309      58.00      50.49
390.0    9.00    6.0298e+00    1.030e-01     0.03    EM10      0.379      58.00      53.59
390.0    10.00    7.4416e+00    1.298e-01     0.03    EM10      0.472      58.00      52.69
390.0    11.00    8.9944e+00    1.681e-01     0.03    EM10      0.590      58.00      49.50
390.0    12.00    1.0713e+01    1.811e-01     0.03    EM10      0.670      58.00      54.57
400.0    1.00    6.4414e-02    1.165e-03     0.03    EM10      0.004      58.00      50.21
400.0    2.00    2.5782e-01    4.588e-03     0.03    EM10      0.017      58.00      51.03
400.0    3.00    5.7988e-01    1.053e-02     0.03    EM10      0.038      58.00      50.10
400.0    4.00    1.0292e+00    1.630e-02     0.03    EM10      0.062      58.00      57.07
400.0    5.00    1.6089e+00    2.634e-02     0.03    EM10      0.099      58.00      55.37
400.0    6.00    2.3229e+00    3.706e-02     0.03    EM10      0.141      58.00      56.80
400.0    7.00    3.1592e+00    5.284e-02     0.03    EM10      0.197      58.00      54.40
400.0    8.00    4.1291e+00    7.029e-02     0.03    EM10      0.259      58.00      53.59
400.0    9.00    5.2186e+00    1.019e-01     0.03    EM10      0.349      58.00      47.17
400.0    10.00    6.4409e+00    1.169e-01     0.03    EM10      0.417      58.00      50.64
400.0    11.00    7.7980e+00    1.392e-01     0.03    EM10      0.500      58.00      51.56
400.0    12.00    9.2636e+00    1.731e-01     0.03    EM10      0.607      58.00      49.52
410.0    1.00    5.5938e-02    1.009e-03     0.03    EM10      0.004      58.00      50.37
410.0    2.00    2.2420e-01    3.870e-03     0.03    EM10      0.014      58.00      52.53
410.0    3.00    5.0430e-01    8.645e-03     0.03    EM10      0.032      58.00      52.90
410.0    4.00    8.9552e-01    1.780e-02     0.04    EM10      0.060      58.00      45.98
410.0    5.00    1.3998e+00    2.275e-02     0.03    EM10      0.086      58.00      55.73
410.0    6.00    2.0140e+00    3.249e-02     0.03    EM10      0.123      58.00      56.18
410.0    7.00    2.7392e+00    4.842e-02     0.03    EM10      0.175      58.00      51.58
410.0    8.00    3.5822e+00    6.779e-02     0.03    EM10      0.236      58.00      48.42
410.0    9.00    4.5271e+00    8.728e-02     0.03    EM10      0.301      58.00      47.66
410.0    10.00    5.5993e+00    1.063e-01     0.03    EM10      0.370      58.00      48.46
410.0    11.00    6.7739e+00    1.270e-01     0.03    EM10      0.445      58.00      49.15
410.0    12.00    8.0651e+00    1.354e-01     0.03    EM10      0.503      58.00      54.68
420.0    1.00    4.8691e-02    8.924e-04     0.03    EM10      0.003      58.00      49.59
420.0    2.00    1.9510e-01    3.414e-03     0.03    EM10      0.012      58.00      51.85
420.0    3.00    4.3909e-01    8.988e-03     0.04    EM10      0.030      58.00      44.67
420.0    4.00    7.7998e-01    1.615e-02     0.04    EM10      0.054      58.00      44.21
420.0    5.00    1.2186e+00    2.241e-02     0.03    EM10      0.079      58.00      49.55
420.0    6.00    1.7536e+00    3.204e-02     0.03    EM10      0.114      58.00      49.90
420.0    7.00    2.3875e+00    4.163e-02     0.03    EM10      0.152      58.00      52.22
420.0    8.00    3.1211e+00    5.387e-02     0.03    EM10      0.197      58.00      52.80
420.0    9.00    3.9500e+00    7.240e-02     0.03    EM10      0.257      58.00      49.95
420.0    10.00    4.8730e+00    9.975e-02     0.04    EM10      0.334      58.00      45.05
420.0    11.00    5.8999e+00    1.078e-01     0.03    EM10      0.383      58.00      50.28
420.0    12.00    7.0212e+00    1.291e-01     0.03    EM10      0.457      58.00      50.07
430.0    1.00    4.2597e-02    6.746e-04     0.03    EM10      0.003      58.00      56.98
430.0    2.00    1.7017e-01    3.159e-03     0.03    EM10      0.011      58.00      49.00
430.0    3.00    3.8324e-01    7.457e-03     0.03    EM10      0.026      58.00      46.87
430.0    4.00    6.8028e-01    1.275e-02     0.03    EM10      0.045      58.00      48.60
430.0    5.00    1.0635e+00    1.873e-02     0.03    EM10      0.068      58.00      51.59
430.0    6.00    1.5324e+00    2.781e-02     0.03    EM10      0.099      58.00      50.19
430.0    7.00    2.0873e+00    3.950e-02     0.03    EM10      0.138      58.00      48.29
430.0    8.00    2.7224e+00    4.860e-02     0.03    EM10      0.175      58.00      51.09
430.0    9.00    3.4516e+00    6.101e-02     0.03    EM10      0.220      58.00      51.65
430.0    10.00    4.2563e+00    8.257e-02     0.03    EM10      0.284      58.00      47.36
430.0    11.00    5.1491e+00    9.101e-02     0.03    EM10      0.329      58.00      51.81
430.0    12.00    6.1266e+00    1.050e-01     0.03    EM10      0.386      58.00      53.43
440.0    1.00    3.7169e-02    7.055e-04     0.03    EM10      0.002      58.00      47.96
440.0    2.00    1.4880e-01    2.887e-03     0.03    EM10      0.010      58.00      46.99
440.0    3.00    3.3461e-01    6.491e-03     0.03    EM10      0.022      58.00      47.01
440.0    4.00    5.9547e-01    1.081e-02     0.03    EM10      0.039      58.00      50.11
440.0    5.00    9.3126e-01    1.718e-02     0.03    EM10      0.061      58.00      49.37
440.0    6.00    1.3373e+00    2.602e-02     0.03    EM10      0.089      58.00      46.96
440.0    7.00    1.8219e+00    3.080e-02     0.03    EM10      0.114      58.00      53.73
440.0    8.00    2.3808e+00    4.067e-02     0.03    EM10      0.150      58.00      53.25
440.0    9.00    3.0119e+00    5.592e-02     0.03    EM10      0.197      58.00      49.26
440.0    10.00    3.7144e+00    6.896e-02     0.03    EM10      0.243      58.00      49.32
440.0    11.00    4.5010e+00    8.143e-02     0.03    EM10      0.291      58.00      50.62
440.0    12.00    5.3578e+00    1.020e-01     0.03    EM10      0.355      58.00      48.30
450.0    1.00    3.2614e-02    6.423e-04     0.03    EM10      0.002      58.00      46.30
450.0    2.00    1.3049e-01    2.392e-03     0.03    EM10      0.008      58.00      49.60
450.0    3.00    2.9349e-01    5.327e-03     0.03    EM10      0.019      58.00      50.08
450.0    4.00    5.2232e-01    9.791e-03     0.03    EM10      0.034      58.00      48.59
450.0    5.00    8.1629e-01    1.477e-02     0.03    EM10      0.053      58.00      50.28
450.0    6.00    1.1747e+00    2.097e-02     0.03    EM10      0.075      58.00      50.95
450.0    7.00    1.5993e+00    3.369e-02     0.04    EM10      0.111      58.00      43.56
450.0    8.00    2.0897e+00    4.141e-02     0.03    EM10      0.141      58.00      46.22
450.0    9.00    2.6411e+00    5.170e-02     0.03    EM10      0.177      58.00      46.80
450.0    10.00    3.2659e+00    5.889e-02     0.03    EM10      0.211      58.00      50.67
450.0    11.00    3.9461e+00    8.007e-02     0.04    EM10      0.269      58.00      45.35
450.0    12.00    4.7013e+00    9.204e-02     0.03    EM10      0.315      58.00      46.98
460.0    1.00    2.8672e-02    6.159e-04     0.04    EM10      0.002      58.00      42.62
460.0    2.00    1.1470e-01    2.075e-03     0.03    EM10      0.007      58.00      50.22
460.0    3.00    2.5776e-01    5.445e-03     0.04    EM10      0.018      58.00      43.33
460.0    4.00    4.5851e-01    8.486e-03     0.03    EM10      0.030      58.00      49.17
460.0    5.00    7.1673e-01    1.284e-02     0.03    EM10      0.046      58.00      50.75
460.0    6.00    1.0322e+00    1.923e-02     0.03    EM10      0.068      58.00      48.93
460.0    7.00    1.4048e+00    2.433e-02     0.03    EM10      0.089      58.00      52.47
460.0    8.00    1.8343e+00    3.547e-02     0.03    EM10      0.122      58.00      47.28
460.0    9.00    2.3238e+00    4.328e-02     0.03    EM10      0.152      58.00      49.04
460.0    10.00    2.8628e+00    5.264e-02     0.03    EM10      0.186      58.00      49.70
460.0    11.00    3.4684e+00    6.357e-02     0.03    EM10      0.225      58.00      49.90
460.0    12.00    4.1262e+00    7.440e-02     0.03    EM10      0.266      58.00      50.74
470.0    1.00    2.5250e-02    5.409e-04     0.04    EM10      0.002      58.00      42.73
470.0    2.00    1.0108e-01    1.979e-03     0.03    EM10      0.007      58.00      46.58
470.0    3.00    2.2726e-01    4.639e-03     0.04    EM10      0.016      58.00      44.77
470.0    4.00    4.0414e-01    7.623e-03     0.03    EM10      0.027      58.00      48.28
470.0    5.00    6.3190e-01    1.267e-02     0.04    EM10      0.043      58.00      45.57
470.0    6.00    9.0795e-01    1.896e-02     0.04    EM10      0.063      58.00      43.86
470.0    7.00    1.2371e+00    2.392e-02     0.03    EM10      0.082      58.00      47.23
470.0    8.00    1.6145e+00    3.122e-02     0.03    EM10      0.108      58.00      47.26
470.0    9.00    2.0434e+00    4.134e-02     0.04    EM10      0.139      58.00      45.31
470.0    10.00    2.5270e+00    5.067e-02     0.04    EM10      0.171      58.00      45.73
470.0    11.00    3.0544e+00    5.816e-02     0.03    EM10      0.202      58.00      48.09
470.0    12.00    3.6346e+00    6.403e-02     0.03    EM10      0.232      58.00      51.83
480.0    1.00    2.2247e-02    4.487e-04     0.04    EM10      0.002      58.00      45.26
480.0    2.00    8.9132e-02    1.665e-03     0.03    EM10      0.006      58.00      48.69
480.0    3.00    2.0044e-01    4.079e-03     0.04    EM10      0.014      58.00      44.90
480.0    4.00    3.5646e-01    7.615e-03     0.04    EM10      0.025      58.00      42.87
480.0    5.00    5.5674e-01    1.090e-02     0.03    EM10      0.037      58.00      46.62
480.0    6.00    8.0188e-01    1.751e-02     0.04    EM10      0.057      58.00      42.02
480.0    7.00    1.0917e+00    2.228e-02     0.04    EM10      0.075      58.00      44.85
480.0    8.00    1.4256e+00    2.740e-02     0.03    EM10      0.095      58.00      47.52
480.0    9.00    1.8059e+00    3.579e-02     0.03    EM10      0.122      58.00      46.19
480.0    10.00    2.2291e+00    4.417e-02     0.03    EM10      0.150      58.00      46.23
480.0    11.00    2.6931e+00    4.776e-02     0.03    EM10      0.172      58.00      51.42
480.0    12.00    3.2026e+00    5.870e-02     0.03    EM10      0.208      58.00      49.88
490.0    1.00    1.9662e-02    3.954e-04     0.04    EM10      0.001      58.00      45.39
490.0    2.00    7.8794e-02    1.374e-03     0.03    EM10      0.005      58.00      52.00
490.0    3.00    1.7725e-01    3.449e-03     0.03    EM10      0.012      58.00      46.86
490.0    4.00    3.1528e-01    5.985e-03     0.03    EM10      0.021      58.00      47.99
490.0    5.00    4.9173e-01    9.539e-03     0.03    EM10      0.033      58.00      47.02
490.0    6.00    7.0798e-01    1.458e-02     0.04    EM10      0.049      58.00      44.44
490.0    7.00    9.6471e-01    1.923e-02     0.04    EM10      0.065      58.00      45.86
490.0    8.00    1.2582e+00    2.373e-02     0.03    EM10      0.083      58.00      48.36
490.0    9.00    1.5951e+00    3.294e-02     0.04    EM10      0.110      58.00      44.40
490.0    10.00    1.9662e+00    3.803e-02     0.03    EM10      0.131      58.00      47.29
490.0    11.00    2.3793e+00    5.055e-02     0.04    EM10      0.166      58.00      43.28
490.0    12.00    2.8381e+00    5.877e-02     0.04    EM10      0.195      58.00      44.38
500.0    1.00    1.7425e-02    3.556e-04     0.04    EM10      0.001      58.00      44.75
500.0    2.00    6.9613e-02    1.404e-03     0.04    EM10      0.005      58.00      45.26
500.0    3.00    1.5701e-01    3.317e-03     0.04    EM10      0.011      58.00      43.32
500.0    4.00    2.7917e-01    5.665e-03     0.04    EM10      0.019      58.00      45.03
500.0    5.00    4.3609e-01    8.304e-03     0.03    EM10      0.029      58.00      47.86
500.0    6.00    6.2807e-01    1.177e-02     0.03    EM10      0.041      58.00      48.60
500.0    7.00    8.5463e-01    1.541e-02     0.03    EM10      0.055      58.00      50.44
500.0    8.00    1.1156e+00    2.423e-02     0.04    EM10      0.079      58.00      42.26
500.0    9.00    1.4113e+00    2.813e-02     0.04    EM10      0.095      58.00      45.90
500.0    10.00    1.7417e+00    3.513e-02     0.04    EM10      0.118      58.00      45.41
500.0    11.00    2.1085e+00    4.241e-02     0.04    EM10      0.143      58.00      45.57
500.0    12.00    2.5111e+00    4.931e-02     0.03    EM10      0.169      58.00      46.66
510.0    1.00    1.5456e-02    2.796e-04     0.03    EM10      0.001      58.00      50.21
510.0    2.00    6.1789e-02    1.302e-03     0.04    EM10      0.004      58.00      43.43
510.0    3.00    1.3919e-01    2.940e-03     0.04    EM10      0.010      58.00      43.32
510.0    4.00    2.4759e-01    5.452e-03     0.04    EM10      0.018      58.00      41.64
510.0    5.00    3.8655e-01    7.982e-03     0.04    EM10      0.027      58.00      44.29
510.0    6.00    5.5723e-01    1.134e-02     0.04    EM10      0.038      58.00      44.93
510.0    7.00    7.5737e-01    1.564e-02     0.04    EM10      0.052      58.00      44.33
510.0    8.00    9.8832e-01    1.782e-02     0.03    EM10      0.064      58.00      50.46
510.0    9.00    1.2516e+00    2.562e-02     0.04    EM10      0.086      58.00      44.74
510.0    10.00    1.5448e+00    3.070e-02     0.04    EM10      0.104      58.00      46.04
510.0    11.00    1.8705e+00    3.673e-02     0.03    EM10      0.126      58.00      46.60
510.0    12.00    2.2253e+00    4.198e-02     0.03    EM10      0.147      58.00      48.45
