Mv1      lamL      xs(fb) 
100.0    10.00    8874.80 
120.0    10.00    3835.50 
140.0    10.00    1869.60 
160.0    10.00    992.64 
180.0    10.00    564.17 
200.0    10.00    337.28 
220.0    10.00    210.35 
240.0    10.00    136.08 
260.0    10.00    90.39 
280.0    10.00    61.80 
300.0    10.00    43.01 
320.0    10.00    30.53 
340.0    10.00    22.03 
360.0    10.00    16.20 
380.0    10.00    12.01 
400.0    10.00    9.02 
