Mv1      lamL      xs(fb) 
100.0    10.00    6809.80 
120.0    10.00    2925.90 
140.0    10.00    1417.10 
160.0    10.00    751.20 
180.0    10.00    423.71 
200.0    10.00    252.34 
220.0    10.00    156.66 
240.0    10.00    100.86 
260.0    10.00    66.77 
280.0    10.00    45.35 
300.0    10.00    31.39 
320.0    10.00    22.22 
340.0    10.00    15.97 
360.0    10.00    11.65 
380.0    10.00    8.63 
400.0    10.00    6.45 
