 Mv1       Mv2        Mvp         lamL       alpha2      alpha3        Omega        protonSI      Br(H->v1v1)     Br(H->v2v2)     ctau_v2     Br(H->AA)      Width_H   
54.49   62.23    100.00   5.558E-01   -3.719E-01   3.719E-01     6.318E-03     8.864E-07      8.996E-01       9.925E-02       8.819E-06      1.868E-08      3.658E+00 
24.55   25.76    100.00   -4.629E-01   -4.669E-01   4.669E-01     1.548E-02     2.908E-06      5.514E-01       4.486E-01       1.084E-01      5.468E-07      2.420E+02 
21.54   24.44    100.00   3.636E-01   -3.655E-01   3.655E-01     1.097E-01     2.307E-06      6.414E-01       3.585E-01       1.315E-03      3.216E-08      2.284E+02 
50.96   52.66    100.00   -8.796E-01   -4.431E-01   4.431E-01     1.067E-03     2.532E-06      5.468E-01       4.530E-01       1.817E-02      1.006E-05      2.307E+01 
44.71   47.14    100.00   -8.235E-01   4.768E-01   -4.768E-01     1.086E-04     2.868E-06      5.672E-01       4.327E-01       2.993E-03      5.413E-06      4.075E+01 
21.50   26.45    100.00   4.193E-01   9.939E-01   -9.939E-01     4.381E-01     3.079E-06      7.226E-01       2.774E-01       9.385E-05      1.647E-08      2.718E+02 
24.83   26.51    100.00   -8.429E-01   1.021E-01   -1.021E-01     2.091E-02     9.431E-06      5.713E-01       4.287E-01       2.092E-02      3.292E-07      7.359E+02 
17.44   23.01    100.00   -4.668E-02   6.470E-01   -6.470E-01     2.900E+00     5.686E-08      7.084E-01       2.910E-01       5.511E-05      6.080E-06      8.429E+00 
15.47   21.82    100.00   -1.305E-01   -6.713E-01   6.713E-01     2.845E+00     5.578E-07      7.934E-01       2.065E-01       2.999E-05      6.699E-07      9.744E+01 
61.38   67.25    100.00   8.678E-01   -8.662E-01   8.662E-01     4.742E-05     1.709E-06      9.980E-01       0.000E+00       3.427E-05      7.232E-06      2.092E+00 
52.50   58.02    100.00   -3.531E-01   3.831E-02   -3.831E-02     8.742E-03     3.849E-07      6.500E-01       3.483E-01       4.701E-05      3.494E-05      2.606E+00 
33.45   41.21    100.00   -6.851E-02   5.037E-02   -5.037E-02     8.307E-02     3.499E-08      6.285E-01       3.676E-01       9.522E-06      4.524E-05      1.113E+00 
43.55   48.85    100.00   2.761E-01   -7.687E-01   7.687E-01     9.821E-04     3.396E-07      6.800E-01       3.190E-01       5.908E-05      2.216E-06      4.404E+00 
27.71   32.43    100.00   -1.103E-01   5.440E-01   -5.440E-01     9.508E-02     1.306E-07      6.377E-01       3.616E-01       1.124E-04      8.554E-06      6.878E+00 
31.15   37.02    100.00   -5.002E-01   -3.264E-01   3.264E-01     5.457E-02     2.142E-06      6.863E-01       3.137E-01       3.789E-05      1.816E-06      7.627E+01 
12.19   17.07    100.00   -1.760E-01   -2.697E-01   2.697E-01     9.048E+00     1.585E-06      7.936E-01       2.064E-01       1.141E-04      1.554E-07      4.759E+02 
42.61   47.22    100.00   -8.611E-01   -8.262E-01   8.262E-01     1.983E-04     3.446E-06      6.278E-01       3.722E-01       1.193E-04      4.510E-06      5.205E+01 
11.52   17.44    100.00   -4.935E-01   3.340E-01   -3.340E-01     6.198E+01     1.383E-05      8.456E-01       1.544E-01       4.501E-05      3.253E-08      4.428E+03 
26.71   28.26    100.00   -3.400E-01   5.265E-01   -5.265E-01     1.311E-02     1.333E-06      5.596E-01       4.404E-01       3.173E-02      1.170E-06      8.800E+01 
24.70   27.64    100.00   6.365E-01   5.984E-02   -5.984E-02     5.576E-02     5.433E-06      6.283E-01       3.717E-01       1.205E-03      1.778E-10      3.908E+02 
23.20   29.17    100.00   -5.429E-01   3.267E-01   -3.267E-01     4.708E-01     4.460E-06      7.301E-01       2.699E-01       3.694E-05      4.744E-07      3.232E+02 
50.05   55.91    100.00   8.667E-01   6.644E-01   -6.644E-01     5.656E-03     2.547E-06      6.825E-01       3.173E-01       3.531E-05      5.845E-07      1.997E+01 
32.19   38.98    100.00   5.483E-01   3.520E-01   -3.520E-01     5.620E-02     2.414E-06      7.313E-01       2.686E-01       1.849E-05      3.766E-09      7.357E+01 
31.82   38.49    100.00   6.450E-01   4.910E-01   -4.910E-01     5.995E-02     3.418E-06      7.275E-01       2.724E-01       2.017E-05      2.313E-09      1.083E+02 
53.59   60.61    100.00   -6.901E-01   2.971E-01   -2.971E-01     5.294E-03     1.412E-06      7.468E-01       2.526E-01       1.441E-05      2.262E-05      7.594E+00 
24.03   29.29    100.00   2.112E-01   -8.458E-03   8.458E-03     2.696E-01     6.306E-07      7.293E-01       2.706E-01       6.761E-05      4.414E-07      4.190E+01 
54.80   55.48    100.00   -1.012E-01   5.735E-01   -5.735E-01     1.433E-03     2.903E-08      4.990E-01       4.805E-01       2.103E+00      2.174E-04      2.100E-01 
53.10   55.82    100.00   -7.656E-01   1.902E-01   -1.902E-01     2.161E-03     1.769E-06      5.782E-01       4.214E-01       1.657E-03      1.515E-05      1.281E+01 
21.80   25.25    100.00   -6.749E-02   -9.055E-01   9.055E-01     1.705E-01     7.764E-08      6.200E-01       3.794E-01       5.584E-04      6.938E-06      7.721E+00 
53.81   53.87    100.00   8.803E-01   9.790E-01   -9.790E-01     9.540E-04     2.279E-06      5.016E-01       4.981E-01       1.725E+06      7.670E-07      1.790E+01 
54.57   61.95    100.00   -9.895E-01   -9.096E-02   9.096E-02     2.728E-03     2.801E-06      8.392E-01       1.604E-01       1.118E-05      2.151E-05      1.231E+01 
19.00   21.17    100.00   -1.776E-01   2.417E-01   -2.417E-01     1.055E-01     6.996E-07      6.066E-01       3.934E-01       5.801E-03      7.367E-07      9.898E+01 
56.71   63.74    100.00   3.341E-01   -9.862E-01   9.862E-01     4.515E-03     2.961E-07      9.952E-01       0.000E+00       1.411E-05      4.598E-06      8.896E-01 
43.57   49.16    100.00   -7.737E-01   -7.886E-01   7.886E-01     1.317E-03     2.664E-06      6.503E-01       3.496E-01       4.534E-05      5.717E-06      3.605E+01 
18.87   23.52    100.00   -4.079E-01   -7.819E-01   7.819E-01     8.387E-01     3.738E-06      7.157E-01       2.843E-01       1.312E-04      2.657E-07      4.557E+02 
33.95   37.30    100.00   7.473E-01   -7.727E-02   7.727E-02     7.464E-03     4.045E-06      6.191E-01       3.809E-01       5.969E-04      2.165E-08      1.252E+02 
51.38   51.74    100.00   1.267E-01   -6.012E-01   6.012E-01     6.591E-04     5.172E-08      5.112E-01       4.800E-01       5.536E+01      4.066E-05      4.873E-01 
37.68   42.12    100.00   1.793E-03   -6.116E-01   6.116E-01     2.545E-03     1.901E-11      2.792E-02       5.207E-01       1.444E-04      4.065E-03      9.558E-03 
56.02   57.63    100.00   3.488E-01   9.793E-01   -9.793E-01     2.099E-03     3.306E-07      5.659E-01       4.318E-01       2.370E-02      1.910E-06      1.877E+00 
24.65   28.47    100.00   -9.965E-01   1.503E-01   -1.503E-01     1.097E-01     1.337E-05      6.543E-01       3.457E-01       3.306E-04      3.193E-07      9.278E+02 
37.64   37.97    100.00   9.832E-01   -1.999E-01   1.999E-01     6.620E-04     5.726E-06      5.116E-01       4.884E-01       8.226E+01      1.155E-07      1.576E+02 
46.32   48.66    100.00   8.216E-01   -4.896E-01   4.896E-01     3.500E-04     2.664E-06      5.728E-01       4.271E-01       3.631E-03      2.373E-07      3.314E+01 
56.04   56.18    100.00   -7.342E-01   -2.445E-01   2.445E-01     1.240E-03     1.464E-06      5.043E-01       4.952E-01       7.343E+03      1.952E-05      9.310E+00 
28.53   29.24    100.00   7.959E-01   -9.452E-01   9.452E-01     5.843E-03     6.428E-06      5.293E-01       4.707E-01       1.631E+00      1.106E-08      3.771E+02 
33.53   36.39    100.00   3.655E-01   -1.001E-01   1.001E-01     6.510E-03     9.912E-07      6.077E-01       3.921E-01       1.331E-03      1.853E-07      3.237E+01 
11.16   14.83    100.00   -3.786E-01   -9.726E-01   9.726E-01     7.576E+00     8.629E-06      7.609E-01       2.391E-01       4.695E-04      3.523E-08      3.296E+03 
56.16   60.57    100.00   -7.886E-01   5.800E-01   -5.800E-01     2.030E-03     1.682E-06      6.843E-01       3.151E-01       1.438E-04      2.538E-05      7.786E+00 
29.27   34.73    100.00   2.296E-01   -1.405E-04   1.405E-04     8.761E-02     5.093E-07      7.151E-01       2.847E-01       5.426E-05      7.753E-07      2.065E+01 
20.27   23.58    100.00   8.319E-01   -8.129E-01   8.129E-01     2.255E-01     1.356E-05      6.621E-01       3.379E-01       6.897E-04      3.452E-09      1.507E+03 
25.72   32.84    100.00   -2.961E-01   9.644E-01   -9.644E-01     3.036E-01     1.087E-06      7.386E-01       2.613E-01       1.537E-05      1.567E-06      6.000E+01 
23.17   26.06    100.00   4.875E-01   1.232E-01   -1.232E-01     7.523E-02     3.604E-06      6.329E-01       3.671E-01       1.323E-03      6.108E-09      3.021E+02 
29.72   31.76    100.00   -6.921E-01   -3.722E-02   3.722E-02     9.978E-03     4.491E-06      5.742E-01       4.257E-01       7.629E-03      8.825E-07      2.175E+02 
14.10   17.39    100.00   2.866E-01   3.857E-01   -3.857E-01     1.408E+00     3.203E-06      7.118E-01       2.882E-01       7.628E-04      1.709E-08      7.712E+02 
37.30   38.16    100.00   -7.638E-01   -1.282E-01   1.282E-01     8.193E-04     3.517E-06      5.270E-01       4.729E-01       6.135E-01      2.157E-06      9.659E+01 
32.59   36.59    100.00   -1.022E-01   5.645E-01   -5.645E-01     1.674E-02     8.184E-08      5.948E-01       4.037E-01       2.498E-04      1.887E-05      2.962E+00 
13.51   19.38    100.00   -7.002E-01   6.213E-01   -6.213E-01     1.893E+01     2.069E-05      8.172E-01       1.828E-01       4.542E-05      4.217E-08      4.779E+03 
31.71   37.08    100.00   5.592E-01   1.351E-01   -1.351E-01     3.789E-02     2.586E-06      6.911E-01       3.088E-01       5.864E-05      2.030E-09      8.700E+01 
37.71   39.55    100.00   -5.288E-01   -6.579E-01   6.579E-01     9.457E-04     1.651E-06      5.555E-01       4.444E-01       1.256E-02      3.409E-06      4.161E+01 
55.95   59.49    100.00   -4.919E-01   9.868E-01   -9.868E-01     3.042E-03     6.590E-07      6.268E-01       3.719E-01       4.312E-04      3.488E-05      3.401E+00 
39.02   41.49    100.00   9.095E-01   -9.966E-01   9.966E-01     5.673E-04     4.566E-06      5.820E-01       4.179E-01       2.742E-03      1.252E-07      9.875E+01 
51.48   52.74    100.00   -6.596E-01   8.800E-01   -8.800E-01     9.669E-04     1.396E-06      5.340E-01       4.657E-01       8.274E-02      1.324E-05      1.250E+01 
34.42   37.48    100.00   -7.292E-01   -5.105E-01   5.105E-01     5.535E-03     3.749E-06      5.987E-01       4.013E-01       9.453E-04      1.736E-06      1.152E+02 
13.61   17.44    100.00   3.437E-02   -3.911E-01   3.911E-01     2.873E+00     4.916E-08      7.829E-01       2.164E-01       3.689E-04      3.445E-06      1.165E+01 
33.70   37.89    100.00   7.655E-01   4.110E-01   -4.110E-01     1.239E-02     4.305E-06      6.468E-01       3.532E-01       1.968E-04      2.585E-08      1.302E+02 
18.41   18.97    100.00   -8.591E-01   -7.702E-01   7.702E-01     2.685E-02     1.738E-05      5.316E-01       4.684E-01       5.694E+00      8.298E-08      3.023E+03 
38.98   45.87    100.00   -3.601E-01   4.442E-01   -4.442E-01     2.374E-03     7.176E-07      6.788E-01       3.208E-01       1.650E-05      7.591E-06      1.336E+01 
19.82   21.96    100.00   3.425E-01   -3.551E-01   3.551E-01     8.552E-02     2.399E-06      6.134E-01       3.866E-01       6.261E-03      2.891E-08      3.036E+02 
42.01   46.66    100.00   -8.021E-01   -7.462E-01   7.462E-01     1.947E-04     3.074E-06      6.292E-01       3.707E-01       1.144E-04      4.456E-06      4.855E+01 
39.76   42.46    100.00   -4.564E-01   -1.008E-01   1.008E-01     3.736E-04     1.108E-06      5.762E-01       4.237E-01       1.769E-03      5.375E-06      2.282E+01 
21.08   22.70    100.00   7.191E-01   -4.370E-01   4.370E-01     4.135E-02     9.401E-06      5.817E-01       4.183E-01       2.543E-02      1.090E-09      1.081E+03 
33.27   40.22    100.00   5.871E-01   5.263E-01   -5.263E-01     4.334E-02     2.597E-06      7.318E-01       2.681E-01       1.632E-05      1.046E-10      7.203E+01 
12.73   18.95    100.00   7.256E-01   4.464E-01   -4.464E-01     3.759E+01     2.485E-05      8.439E-01       1.561E-01       3.439E-05      1.741E-10      6.364E+03 
28.08   33.77    100.00   9.111E-01   -1.132E-01   1.132E-01     1.311E-01     8.688E-06      7.098E-01       2.902E-01       4.506E-05      2.690E-08      3.965E+02 
20.04   23.27    100.00   -6.450E-01   -7.406E-02   7.406E-02     2.223E-01     8.336E-06      6.542E-01       3.458E-01       7.756E-04      1.898E-07      9.639E+02 
23.24   23.76    100.00   -1.558E-01   -7.764E-01   7.764E-01     1.231E-02     3.660E-07      5.217E-01       4.781E-01       8.469E+00      1.839E-06      3.693E+01 
12.27   18.59    100.00   2.173E-01   6.737E-01   -6.737E-01     1.790E+01     2.384E-06      8.579E-01       1.421E-01       3.229E-05      2.956E-08      6.521E+02 
32.71   37.54    100.00   9.568E-01   -4.094E-01   4.094E-01     2.365E-02     7.130E-06      6.682E-01       3.317E-01       9.695E-05      6.544E-08      2.274E+02 
45.18   50.56    100.00   5.798E-01   2.512E-01   -2.512E-01     2.550E-03     1.393E-06      6.672E-01       3.326E-01       5.465E-05      1.978E-09      1.625E+01 
34.49   36.94    100.00   -9.363E-01   2.878E-01   -2.878E-01     3.983E-03     6.159E-06      5.808E-01       4.191E-01       2.866E-03      1.379E-06      1.940E+02 
55.34   55.52    100.00   9.019E-01   -4.286E-01   4.286E-01     1.153E-03     2.264E-06      5.061E-01       4.936E-01       2.334E+03      1.040E-06      1.536E+01 
11.32   12.74    100.00   -8.253E-01   2.675E-01   -2.675E-01     3.784E-01     3.997E-05      6.184E-01       3.816E-01       5.243E-02      1.329E-08      1.821E+04 
53.77   57.34    100.00   -5.094E-01   6.243E-01   -6.243E-01     3.529E-03     7.643E-07      6.042E-01       3.949E-01       4.138E-04      2.492E-05      5.003E+00 
56.80   60.10    100.00   -5.080E-01   3.627E-01   -3.627E-01     2.335E-03     6.824E-07      6.330E-01       3.657E-01       6.177E-04      3.811E-05      3.192E+00 
26.21   30.24    100.00   3.382E-01   -3.188E-01   3.188E-01     7.709E-02     1.368E-06      6.691E-01       3.308E-01       2.486E-04      1.061E-07      7.936E+01 
21.89   21.98    100.00   -7.701E-02   -6.452E-01   6.452E-01     1.268E-02     1.003E-07      5.035E-01       4.961E-01       9.244E+04      4.525E-06      1.217E+01 
34.93   37.51    100.00   5.460E-01   1.246E-01   -1.246E-01     3.690E-03     2.042E-06      5.929E-01       4.071E-01       2.240E-03      3.852E-09      6.068E+01 
20.64   26.96    100.00   -5.319E-01   -1.042E-01   1.042E-01     1.176E+00     5.358E-06      7.584E-01       2.415E-01       2.874E-05      3.044E-07      4.975E+02 
11.12   15.07    100.00   -2.238E-01   -4.653E-01   4.653E-01     9.415E+00     3.034E-06      7.726E-01       2.274E-01       3.301E-04      7.227E-08      1.151E+03 
43.04   46.91    100.00   8.596E-01   -4.032E-01   4.032E-01     1.200E-04     3.368E-06      6.209E-01       3.790E-01       2.853E-04      1.935E-07      4.974E+01 
48.72   49.13    100.00   -8.216E-01   -6.018E-01   6.018E-01     2.832E-04     2.413E-06      5.109E-01       4.889E-01       3.204E+01      7.714E-06      2.799E+01 
51.72   57.34    100.00   4.174E-01   1.354E-01   -1.354E-01     8.314E-03     5.538E-07      6.948E-01       3.040E-01       4.318E-05      4.725E-07      3.737E+00 
28.64   32.38    100.00   -9.110E-02   1.780E-01   -1.780E-01     4.039E-02     8.364E-08      6.010E-01       3.980E-01       3.555E-04      1.295E-05      4.280E+00 
39.67   47.16    100.00   9.934E-02   9.064E-01   -9.064E-01     1.891E-03     5.276E-08      8.019E-01       1.926E-01       1.093E-05      3.350E-05      7.866E-01 
29.89   36.56    100.00   -5.845E-01   -3.825E-01   3.825E-01     9.858E-02     3.168E-06      7.145E-01       2.855E-01       2.043E-05      1.328E-06      1.214E+02 
30.29   37.24    100.00   -8.357E-01   -4.874E-02   4.874E-02     1.101E-01     6.314E-06      7.234E-01       2.766E-01       1.659E-05      1.026E-06      2.305E+02 
55.26   62.16    100.00   -9.746E-01   1.414E-01   -1.414E-01     2.248E-03     2.651E-06      8.608E-01       1.388E-01       1.550E-05      2.427E-05      1.066E+01 
22.36   28.65    100.00   4.908E-01   3.797E-01   -3.797E-01     6.202E-01     3.911E-06      7.609E-01       2.391E-01       2.890E-05      6.002E-09      2.979E+02 
49.18   56.70    100.00   1.957E-01   -4.083E-01   4.083E-01     2.236E-02     1.345E-07      7.699E-01       2.259E-01       1.034E-05      1.440E-05      9.998E-01 
11.06   13.24    100.00   2.715E-01   -5.441E-01   5.441E-01     1.262E+00     4.511E-06      6.797E-01       3.203E-01       6.330E-03      7.418E-09      1.969E+03 
23.63   31.37    100.00   2.746E-01   -3.163E-01   3.163E-01     4.887E-01     1.101E-06      8.024E-01       1.975E-01       1.042E-05      1.899E-07      6.932E+01 
44.22   46.66    100.00   1.386E-01   3.290E-01   -3.290E-01     6.174E-05     8.305E-08      5.976E-01       3.987E-01       2.898E-03      1.798E-05      1.164E+00 
59.47   60.36    100.00   5.726E-01   3.752E-01   -3.752E-01     6.872E-04     7.921E-07      5.558E-01       4.427E-01       5.004E-01      1.427E-07      2.933E+00 
28.30   32.68    100.00   -7.974E-01   8.928E-01   -8.928E-01     6.078E-02     6.557E-06      6.574E-01       3.425E-01       1.633E-04      7.118E-07      3.165E+02 
49.30   56.21    100.00   -4.667E-01   -2.314E-01   2.314E-01     1.200E-02     7.607E-07      6.767E-01       3.226E-01       1.577E-05      1.856E-05      6.374E+00 
17.98   20.79    100.00   6.297E-01   5.787E-01   -5.787E-01     2.630E-01     9.766E-06      6.533E-01       3.467E-01       1.605E-03      5.308E-12      1.461E+03 
