 Mv1       Mv2        Mvp         lamL       alpha2      alpha3        Omega        protonSI      Br(H->v1v1)     Br(H->v2v2)     Br(H->v-v+)     Br(H->AA)      Width_H   
1078.66   1086.87    1088.89   7.621E-01   2.807E-01   -2.807E-01     1.176E-01     4.393E-09      0.000E+00       0.000E+00       0.000E+00      2.283E-03      4.267E-03 
1654.82   1674.34    1661.77   1.414E+00   6.849E-01   -6.849E-01     1.194E-01     6.425E-09      0.000E+00       0.000E+00       0.000E+00      2.251E-03      4.267E-03 
1525.84   1535.55    1526.80   1.394E+00   3.850E-01   -3.850E-01     1.183E-01     7.347E-09      0.000E+00       0.000E+00       0.000E+00      2.205E-03      4.267E-03 
1219.72   1229.48    1233.97   8.309E-01   6.364E-01   -6.364E-01     1.174E-01     4.085E-09      0.000E+00       0.000E+00       0.000E+00      2.317E-03      4.268E-03 
1858.10   1877.05    1858.36   6.684E-01   -3.114E-01   3.114E-01     1.195E-01     1.139E-09      0.000E+00       0.000E+00       0.000E+00      2.257E-03      4.267E-03 
1959.31   1978.78    1965.11   1.509E-01   -9.683E-01   9.683E-01     1.175E-01     5.224E-11      0.000E+00       0.000E+00       0.000E+00      2.306E-03      4.268E-03 
1693.99   1712.64    1709.05   1.691E+00   -1.783E-01   1.783E-01     1.174E-01     8.775E-09      0.000E+00       0.000E+00       0.000E+00      2.286E-03      4.267E-03 
1732.18   1747.10    1733.52   1.464E+00   3.330E-01   -3.330E-01     1.194E-01     6.288E-09      0.000E+00       0.000E+00       0.000E+00      2.222E-03      4.267E-03 
1475.89   1488.33    1481.85   -3.308E-01   4.447E-02   -4.447E-02     1.182E-01     4.423E-10      0.000E+00       0.000E+00       0.000E+00      2.344E-03      4.268E-03 
1868.22   1873.71    1879.79   -4.220E-01   6.061E-01   -6.061E-01     1.177E-01     4.494E-10      0.000E+00       0.000E+00       0.000E+00      2.360E-03      4.268E-03 
1801.34   1807.90    1803.35   1.880E+00   -7.103E-01   7.103E-01     1.175E-01     9.594E-09      0.000E+00       0.000E+00       0.000E+00      2.213E-03      4.267E-03 
1159.87   1161.98    1162.26   9.192E-01   2.043E-01   -2.043E-01     1.188E-01     5.527E-09      0.000E+00       0.000E+00       0.000E+00      2.207E-03      4.267E-03 
1194.77   1210.16    1196.18   4.968E-01   -7.191E-01   7.191E-01     1.175E-01     1.522E-09      0.000E+00       0.000E+00       0.000E+00      2.246E-03      4.267E-03 
1789.23   1809.10    1798.47   4.814E-01   -5.732E-01   5.732E-01     1.186E-01     6.376E-10      0.000E+00       0.000E+00       0.000E+00      2.312E-03      4.268E-03 
1193.58   1194.83    1195.83   -7.591E-01   6.386E-01   -6.386E-01     1.178E-01     3.560E-09      0.000E+00       0.000E+00       0.000E+00      2.378E-03      4.268E-03 
1620.46   1632.03    1637.70   1.548E+00   -8.415E-01   8.415E-01     1.186E-01     8.036E-09      0.000E+00       0.000E+00       0.000E+00      2.303E-03      4.268E-03 
1756.72   1763.98    1774.72   9.238E-01   -6.660E-01   6.660E-01     1.183E-01     2.435E-09      0.000E+00       0.000E+00       0.000E+00      2.340E-03      4.268E-03 
1527.31   1532.00    1537.57   1.614E+00   -9.272E-02   9.272E-02     1.189E-01     9.828E-09      0.000E+00       0.000E+00       0.000E+00      2.251E-03      4.267E-03 
1264.59   1270.46    1277.89   2.839E-01   -8.242E-01   8.242E-01     1.192E-01     4.437E-10      0.000E+00       0.000E+00       0.000E+00      2.359E-03      4.268E-03 
1859.75   1867.45    1868.98   2.206E+00   -8.684E-01   8.684E-01     1.194E-01     1.239E-08      0.000E+00       0.000E+00       0.000E+00      2.242E-03      4.267E-03 
1646.73   1657.98    1664.02   1.581E+00   -6.538E-01   6.538E-01     1.194E-01     8.116E-09      0.000E+00       0.000E+00       0.000E+00      2.302E-03      4.268E-03 
1600.89   1604.03    1613.59   1.619E+00   5.545E-01   -5.545E-01     1.188E-01     9.002E-09      0.000E+00       0.000E+00       0.000E+00      2.271E-03      4.267E-03 
1931.22   1951.04    1937.99   2.715E-01   -1.195E-01   1.195E-01     1.181E-01     1.740E-10      0.000E+00       0.000E+00       0.000E+00      2.307E-03      4.268E-03 
1175.00   1176.54    1179.67   9.693E-01   -7.960E-02   7.960E-02     1.188E-01     5.990E-09      0.000E+00       0.000E+00       0.000E+00      2.223E-03      4.267E-03 
1648.97   1663.86    1655.66   -2.063E-01   -7.048E-01   7.048E-01     1.193E-01     1.378E-10      0.000E+00       0.000E+00       0.000E+00      2.333E-03      4.268E-03 
1565.49   1566.22    1580.26   2.632E-01   7.492E-01   -7.492E-01     1.178E-01     2.489E-10      0.000E+00       0.000E+00       0.000E+00      2.359E-03      4.268E-03 
1750.50   1754.80    1750.68   -1.469E+00   -7.446E-02   7.446E-02     1.188E-01     6.199E-09      0.000E+00       0.000E+00       0.000E+00      2.353E-03      4.268E-03 
1892.93   1894.23    1895.26   1.946E+00   -1.036E-01   1.036E-01     1.180E-01     9.305E-09      0.000E+00       0.000E+00       0.000E+00      2.219E-03      4.267E-03 
1009.00   1011.79    1018.52   1.645E-01   4.232E-01   -4.232E-01     1.175E-01     2.340E-10      0.000E+00       0.000E+00       0.000E+00      2.351E-03      4.268E-03 
1731.93   1747.20    1745.93   4.880E-01   -2.457E-01   2.457E-01     1.196E-01     6.990E-10      0.000E+00       0.000E+00       0.000E+00      2.338E-03      4.268E-03 
1694.74   1699.59    1712.39   9.431E-01   1.723E-01   -1.723E-01     1.181E-01     2.727E-09      0.000E+00       0.000E+00       0.000E+00      2.337E-03      4.268E-03 
1893.31   1903.31    1904.69   -2.600E-01   -9.218E-01   9.218E-01     1.193E-01     1.661E-10      0.000E+00       0.000E+00       0.000E+00      2.351E-03      4.268E-03 
1620.99   1640.21    1623.17   6.718E-01   1.100E-01   -1.100E-01     1.186E-01     1.513E-09      0.000E+00       0.000E+00       0.000E+00      2.260E-03      4.267E-03 
1373.34   1388.12    1379.93   1.269E+00   -2.317E-01   2.317E-01     1.184E-01     7.515E-09      0.000E+00       0.000E+00       0.000E+00      2.235E-03      4.267E-03 
1050.67   1060.39    1056.28   -2.233E-02   -5.718E-02   5.718E-02     1.176E-01     3.975E-12      0.000E+00       0.000E+00       0.000E+00      2.338E-03      4.268E-03 
1139.78   1145.84    1144.15   -3.868E-01   -7.639E-02   7.639E-02     1.195E-01     1.014E-09      0.000E+00       0.000E+00       0.000E+00      2.363E-03      4.268E-03 
1002.25   1006.93    1007.16   6.664E-01   1.052E-01   -1.052E-01     1.178E-01     3.890E-09      0.000E+00       0.000E+00       0.000E+00      2.237E-03      4.267E-03 
1354.94   1373.73    1363.70   9.157E-01   5.412E-01   -5.412E-01     1.181E-01     4.020E-09      0.000E+00       0.000E+00       0.000E+00      2.275E-03      4.267E-03 
1127.27   1141.94    1131.01   6.096E-01   9.947E-01   -9.947E-01     1.175E-01     2.573E-09      0.000E+00       0.000E+00       0.000E+00      2.248E-03      4.267E-03 
1938.34   1944.24    1951.59   -1.915E-01   -1.589E-01   1.589E-01     1.185E-01     8.597E-11      0.000E+00       0.000E+00       0.000E+00      2.356E-03      4.268E-03 
1883.39   1896.22    1899.76   6.532E-01   -9.237E-01   9.237E-01     1.195E-01     1.059E-09      0.000E+00       0.000E+00       0.000E+00      2.341E-03      4.268E-03 
1869.17   1884.82    1884.39   2.180E+00   -3.053E-01   3.053E-01     1.186E-01     1.198E-08      0.000E+00       0.000E+00       0.000E+00      2.274E-03      4.267E-03 
1519.28   1533.32    1528.47   -2.073E-02   -1.344E-01   1.344E-01     1.181E-01     1.639E-12      0.000E+00       0.000E+00       0.000E+00      2.343E-03      4.268E-03 
1364.34   1372.18    1375.32   -6.544E-02   6.215E-01   -6.215E-01     1.175E-01     2.025E-11      0.000E+00       0.000E+00       0.000E+00      2.366E-03      4.268E-03 
1013.42   1021.47    1015.21   5.983E-01   -1.369E-01   1.369E-01     1.188E-01     3.067E-09      0.000E+00       0.000E+00       0.000E+00      2.219E-03      4.267E-03 
1646.01   1656.32    1659.83   1.864E+00   5.625E-01   -5.625E-01     1.177E-01     1.130E-08      0.000E+00       0.000E+00       0.000E+00      2.268E-03      4.267E-03 
1520.79   1524.35    1537.36   9.825E-01   -4.284E-01   4.284E-01     1.186E-01     3.675E-09      0.000E+00       0.000E+00       0.000E+00      2.328E-03      4.268E-03 
1719.07   1729.51    1730.45   -1.550E-01   1.330E-01   -1.330E-01     1.180E-01     7.161E-11      0.000E+00       0.000E+00       0.000E+00      2.355E-03      4.268E-03 
1539.99   1550.87    1556.79   1.412E+00   5.967E-02   -5.967E-02     1.190E-01     7.406E-09      0.000E+00       0.000E+00       0.000E+00      2.304E-03      4.268E-03 
1792.32   1803.15    1808.27   4.768E-01   5.195E-02   -5.195E-02     1.181E-01     6.233E-10      0.000E+00       0.000E+00       0.000E+00      2.348E-03      4.268E-03 
1216.38   1224.88    1227.22   1.054E-01   -5.484E-01   5.484E-01     1.188E-01     6.612E-11      0.000E+00       0.000E+00       0.000E+00      2.359E-03      4.268E-03 
1999.72   2008.10    2016.59   2.243E+00   8.905E-01   -8.905E-01     1.183E-01     1.108E-08      0.000E+00       0.000E+00       0.000E+00      2.286E-03      4.267E-03 
1735.23   1745.34    1750.58   1.963E+00   9.771E-01   -9.771E-01     1.174E-01     1.127E-08      0.000E+00       0.000E+00       0.000E+00      2.277E-03      4.267E-03 
1360.27   1376.90    1372.26   5.962E-01   5.029E-01   -5.029E-01     1.180E-01     1.691E-09      0.000E+00       0.000E+00       0.000E+00      2.323E-03      4.268E-03 
1481.49   1493.74    1498.18   1.006E+00   4.433E-01   -4.433E-01     1.196E-01     4.060E-09      0.000E+00       0.000E+00       0.000E+00      2.327E-03      4.268E-03 
1378.98   1394.21    1380.13   -1.302E-01   2.544E-01   -2.544E-01     1.189E-01     7.849E-11      0.000E+00       0.000E+00       0.000E+00      2.301E-03      4.268E-03 
1653.30   1656.40    1663.60   -4.962E-01   -1.349E-01   1.349E-01     1.181E-01     7.933E-10      0.000E+00       0.000E+00       0.000E+00      2.369E-03      4.268E-03 
1198.09   1199.09    1201.66   9.945E-01   4.604E-01   -4.604E-01     1.180E-01     6.064E-09      0.000E+00       0.000E+00       0.000E+00      2.215E-03      4.267E-03 
1650.73   1652.11    1654.07   -1.231E+00   5.388E-01   -5.388E-01     1.191E-01     4.893E-09      0.000E+00       0.000E+00       0.000E+00      2.367E-03      4.268E-03 
1695.69   1713.27    1705.58   1.818E+00   -5.848E-01   5.848E-01     1.182E-01     1.012E-08      0.000E+00       0.000E+00       0.000E+00      2.251E-03      4.267E-03 
1882.66   1888.86    1901.35   1.240E+00   -8.795E-02   8.795E-02     1.177E-01     3.820E-09      0.000E+00       0.000E+00       0.000E+00      2.329E-03      4.268E-03 
1892.41   1902.12    1911.50   1.692E+00   2.533E-01   -2.533E-01     1.174E-01     7.039E-09      0.000E+00       0.000E+00       0.000E+00      2.314E-03      4.268E-03 
1222.31   1238.51    1230.15   3.708E-01   3.774E-01   -3.774E-01     1.176E-01     8.100E-10      0.000E+00       0.000E+00       0.000E+00      2.310E-03      4.268E-03 
1981.81   1981.83    1997.81   4.575E-01   6.448E-01   -6.448E-01     1.191E-01     4.693E-10      0.000E+00       0.000E+00       0.000E+00      2.345E-03      4.268E-03 
1219.31   1227.80    1233.21   9.252E-01   -2.690E-01   2.690E-01     1.175E-01     5.068E-09      0.000E+00       0.000E+00       0.000E+00      2.305E-03      4.268E-03 
1819.07   1828.88    1829.30   -3.629E-01   -2.462E-01   2.462E-01     1.193E-01     3.504E-10      0.000E+00       0.000E+00       0.000E+00      2.353E-03      4.268E-03 
1577.31   1590.50    1585.30   1.727E+00   6.757E-01   -6.757E-01     1.175E-01     1.055E-08      0.000E+00       0.000E+00       0.000E+00      2.235E-03      4.267E-03 
1869.80   1889.22    1870.75   5.057E-01   5.613E-01   -5.613E-01     1.185E-01     6.442E-10      0.000E+00       0.000E+00       0.000E+00      2.268E-03      4.267E-03 
1213.99   1224.16    1224.06   1.080E-01   -8.955E-02   8.955E-02     1.191E-01     6.965E-11      0.000E+00       0.000E+00       0.000E+00      2.353E-03      4.268E-03 
1794.24   1799.90    1805.02   -4.730E-01   8.518E-02   -8.518E-02     1.178E-01     6.119E-10      0.000E+00       0.000E+00       0.000E+00      2.362E-03      4.268E-03 
1193.53   1200.69    1201.90   -1.474E-01   8.570E-01   -8.570E-01     1.180E-01     1.342E-10      0.000E+00       0.000E+00       0.000E+00      2.366E-03      4.268E-03 
1764.15   1781.56    1765.13   1.215E+00   1.875E-02   -1.875E-02     1.186E-01     4.179E-09      0.000E+00       0.000E+00       0.000E+00      2.234E-03      4.267E-03 
1940.18   1958.06    1944.38   1.801E+00   5.733E-01   -5.733E-01     1.190E-01     7.592E-09      0.000E+00       0.000E+00       0.000E+00      2.237E-03      4.267E-03 
1800.52   1815.38    1817.59   1.918E+00   4.802E-01   -4.802E-01     1.192E-01     9.990E-09      0.000E+00       0.000E+00       0.000E+00      2.291E-03      4.267E-03 
1993.70   1995.22    1999.44   2.189E+00   -8.964E-01   8.964E-01     1.187E-01     1.062E-08      0.000E+00       0.000E+00       0.000E+00      2.234E-03      4.267E-03 
1242.07   1256.65    1248.76   9.825E-02   6.339E-01   -6.339E-01     1.177E-01     5.507E-11      0.000E+00       0.000E+00       0.000E+00      2.326E-03      4.268E-03 
1864.89   1867.81    1875.84   -5.550E-01   -6.218E-01   6.218E-01     1.188E-01     7.801E-10      0.000E+00       0.000E+00       0.000E+00      2.363E-03      4.268E-03 
1880.55   1891.22    1896.94   2.140E+00   -5.655E-01   5.655E-01     1.189E-01     1.141E-08      0.000E+00       0.000E+00       0.000E+00      2.282E-03      4.267E-03 
1823.74   1826.93    1841.36   1.005E+00   5.106E-02   -5.106E-02     1.188E-01     2.674E-09      0.000E+00       0.000E+00       0.000E+00      2.334E-03      4.268E-03 
1725.06   1740.25    1736.87   1.931E-01   -3.683E-01   3.683E-01     1.178E-01     1.103E-10      0.000E+00       0.000E+00       0.000E+00      2.340E-03      4.268E-03 
1645.84   1648.25    1661.82   4.919E-01   -3.859E-01   3.859E-01     1.189E-01     7.864E-10      0.000E+00       0.000E+00       0.000E+00      2.351E-03      4.268E-03 
1536.68   1555.59    1549.64   1.375E+00   2.390E-01   -2.390E-01     1.184E-01     7.045E-09      0.000E+00       0.000E+00       0.000E+00      2.283E-03      4.267E-03 
1914.53   1926.59    1919.95   2.163E+00   -3.284E-01   3.284E-01     1.190E-01     1.124E-08      0.000E+00       0.000E+00       0.000E+00      2.228E-03      4.267E-03 
1083.41   1096.37    1092.24   4.207E-01   -8.337E-01   8.337E-01     1.174E-01     1.327E-09      0.000E+00       0.000E+00       0.000E+00      2.311E-03      4.268E-03 
1038.35   1042.67    1040.33   -4.434E-01   -6.057E-01   6.057E-01     1.174E-01     1.605E-09      0.000E+00       0.000E+00       0.000E+00      2.360E-03      4.268E-03 
1759.69   1767.27    1763.82   -1.019E+00   -9.163E-01   9.163E-01     1.177E-01     2.951E-09      0.000E+00       0.000E+00       0.000E+00      2.353E-03      4.268E-03 
1539.08   1555.70    1540.34   -7.324E-02   -9.016E-01   9.016E-01     1.192E-01     1.994E-11      0.000E+00       0.000E+00       0.000E+00      2.296E-03      4.268E-03 
1152.36   1159.21    1155.56   -4.379E-01   6.871E-01   -6.871E-01     1.195E-01     1.271E-09      0.000E+00       0.000E+00       0.000E+00      2.357E-03      4.268E-03 
1882.65   1898.66    1892.74   2.050E-02   3.715E-01   -3.715E-01     1.176E-01     1.045E-12      0.000E+00       0.000E+00       0.000E+00      2.334E-03      4.268E-03 
1448.17   1455.78    1450.00   1.368E+00   5.286E-01   -5.286E-01     1.173E-01     7.857E-09      0.000E+00       0.000E+00       0.000E+00      2.204E-03      4.267E-03 
1495.90   1504.09    1512.86   1.225E+00   -5.911E-01   5.911E-01     1.180E-01     5.900E-09      0.000E+00       0.000E+00       0.000E+00      2.315E-03      4.268E-03 
1019.16   1031.07    1024.56   2.983E-01   -1.366E-01   1.366E-01     1.196E-01     7.536E-10      0.000E+00       0.000E+00       0.000E+00      2.294E-03      4.268E-03 
986.40   989.35    994.47   5.269E-02   3.947E-01   -3.947E-01     1.179E-01     2.510E-11      0.000E+00       0.000E+00       0.000E+00      2.354E-03      4.268E-03 
1951.93   1966.55    1954.96   1.949E+00   3.021E-02   -3.021E-02     1.189E-01     8.780E-09      0.000E+00       0.000E+00       0.000E+00      2.226E-03      4.267E-03 
1394.64   1407.87    1394.82   -4.250E-01   9.703E-01   -9.703E-01     1.177E-01     8.175E-10      0.000E+00       0.000E+00       0.000E+00      2.316E-03      4.268E-03 
1678.52   1687.24    1679.89   1.658E+00   9.654E-01   -9.654E-01     1.174E-01     8.595E-09      0.000E+00       0.000E+00       0.000E+00      2.208E-03      4.267E-03 
1545.36   1555.14    1562.05   7.115E-01   -2.988E-01   2.988E-01     1.179E-01     1.867E-09      0.000E+00       0.000E+00       0.000E+00      2.345E-03      4.268E-03 
1737.21   1756.87    1743.40   3.407E-01   -2.178E-01   2.178E-01     1.192E-01     3.388E-10      0.000E+00       0.000E+00       0.000E+00      2.302E-03      4.268E-03 
1897.33   1907.33    1916.45   1.463E+00   5.566E-01   -5.566E-01     1.190E-01     5.237E-09      0.000E+00       0.000E+00       0.000E+00      2.323E-03      4.268E-03 
1377.17   1389.90    1387.42   9.665E-02   6.336E-02   -6.336E-02     1.189E-01     4.336E-11      0.000E+00       0.000E+00       0.000E+00      2.348E-03      4.268E-03 
1169.12   1178.30    1180.44   9.690E-01   -3.381E-01   3.381E-01     1.176E-01     6.046E-09      0.000E+00       0.000E+00       0.000E+00      2.277E-03      4.267E-03 
1545.08   1563.45    1559.43   1.068E+00   -5.373E-01   5.373E-01     1.192E-01     4.209E-09      0.000E+00       0.000E+00       0.000E+00      2.310E-03      4.268E-03 
1665.59   1674.69    1671.63   1.844E+00   -6.772E-01   6.772E-01     1.189E-01     1.080E-08      0.000E+00       0.000E+00       0.000E+00      2.225E-03      4.267E-03 
1473.15   1474.20    1488.55   5.789E-01   9.562E-01   -9.562E-01     1.189E-01     1.360E-09      0.000E+00       0.000E+00       0.000E+00      2.346E-03      4.268E-03 
1921.06   1925.80    1927.98   2.207E+00   2.693E-01   -2.693E-01     1.189E-01     1.162E-08      0.000E+00       0.000E+00       0.000E+00      2.234E-03      4.267E-03 
1328.15   1342.25    1333.82   1.170E+00   9.098E-01   -9.098E-01     1.194E-01     6.831E-09      0.000E+00       0.000E+00       0.000E+00      2.231E-03      4.267E-03 
1180.36   1190.32    1182.11   8.922E-01   2.261E-01   -2.261E-01     1.179E-01     5.029E-09      0.000E+00       0.000E+00       0.000E+00      2.208E-03      4.267E-03 
1312.89   1319.81    1316.55   -6.156E-01   -2.478E-01   2.478E-01     1.190E-01     1.935E-09      0.000E+00       0.000E+00       0.000E+00      2.361E-03      4.268E-03 
1464.58   1484.38    1471.69   7.464E-01   3.586E-01   -3.586E-01     1.193E-01     2.287E-09      0.000E+00       0.000E+00       0.000E+00      2.281E-03      4.267E-03 
1488.74   1500.87    1504.92   7.442E-01   2.815E-01   -2.815E-01     1.177E-01     2.200E-09      0.000E+00       0.000E+00       0.000E+00      2.340E-03      4.268E-03 
1624.40   1641.30    1635.41   1.753E+00   3.503E-01   -3.503E-01     1.177E-01     1.025E-08      0.000E+00       0.000E+00       0.000E+00      2.255E-03      4.267E-03 
1810.01   1815.19    1812.86   1.911E+00   6.071E-01   -6.071E-01     1.194E-01     9.815E-09      0.000E+00       0.000E+00       0.000E+00      2.217E-03      4.267E-03 
1700.50   1700.77    1716.62   1.111E+00   6.951E-02   -6.951E-02     1.191E-01     3.760E-09      0.000E+00       0.000E+00       0.000E+00      2.320E-03      4.268E-03 
1246.27   1260.28    1247.86   -1.158E-01   5.060E-01   -5.060E-01     1.190E-01     7.598E-11      0.000E+00       0.000E+00       0.000E+00      2.306E-03      4.268E-03 
1205.69   1208.78    1206.93   9.715E-01   -9.421E-01   9.421E-01     1.191E-01     5.714E-09      0.000E+00       0.000E+00       0.000E+00      2.199E-03      4.267E-03 
1185.43   1187.87    1186.32   9.303E-01   -9.128E-01   9.128E-01     1.187E-01     5.421E-09      0.000E+00       0.000E+00       0.000E+00      2.198E-03      4.267E-03 
1279.06   1292.21    1293.38   9.312E-01   -4.959E-01   4.959E-01     1.175E-01     4.666E-09      0.000E+00       0.000E+00       0.000E+00      2.311E-03      4.268E-03 
1920.73   1933.80    1926.31   2.157E+00   9.243E-01   -9.243E-01     1.189E-01     1.111E-08      0.000E+00       0.000E+00       0.000E+00      2.229E-03      4.267E-03 
1930.65   1934.60    1930.86   1.948E+00   2.977E-01   -2.977E-01     1.179E-01     8.969E-09      0.000E+00       0.000E+00       0.000E+00      2.211E-03      4.267E-03 
1971.60   1974.60    1985.16   -1.966E-01   1.686E-01   -1.686E-01     1.187E-01     8.754E-11      0.000E+00       0.000E+00       0.000E+00      2.357E-03      4.268E-03 
1966.77   1984.46    1968.13   1.525E+00   -2.704E-01   2.704E-01     1.173E-01     5.292E-09      0.000E+00       0.000E+00       0.000E+00      2.234E-03      4.267E-03 
1829.51   1836.92    1846.40   1.896E+00   -7.949E-01   7.949E-01     1.188E-01     9.458E-09      0.000E+00       0.000E+00       0.000E+00      2.292E-03      4.267E-03 
1621.02   1635.20    1633.52   1.835E+00   -3.992E-02   3.992E-02     1.174E-01     1.129E-08      0.000E+00       0.000E+00       0.000E+00      2.260E-03      4.267E-03 
1435.79   1454.65    1447.65   9.214E-01   -8.894E-01   8.894E-01     1.191E-01     3.626E-09      0.000E+00       0.000E+00       0.000E+00      2.300E-03      4.268E-03 
1684.21   1699.36    1692.05   1.842E+00   4.030E-01   -4.030E-01     1.180E-01     1.053E-08      0.000E+00       0.000E+00       0.000E+00      2.237E-03      4.267E-03 
1601.54   1612.18    1613.81   1.804E+00   -8.411E-01   8.411E-01     1.192E-01     1.117E-08      0.000E+00       0.000E+00       0.000E+00      2.258E-03      4.267E-03 
1778.24   1779.70    1781.32   1.814E+00   -6.928E-01   6.928E-01     1.192E-01     9.167E-09      0.000E+00       0.000E+00       0.000E+00      2.219E-03      4.267E-03 
1146.57   1156.58    1158.08   8.642E-01   3.995E-02   -3.995E-02     1.189E-01     4.999E-09      0.000E+00       0.000E+00       0.000E+00      2.288E-03      4.267E-03 
1664.16   1675.50    1670.21   -5.408E-01   3.179E-01   -3.179E-01     1.195E-01     9.298E-10      0.000E+00       0.000E+00       0.000E+00      2.346E-03      4.268E-03 
1012.49   1018.61    1020.31   7.584E-02   1.988E-01   -1.988E-01     1.192E-01     4.937E-11      0.000E+00       0.000E+00       0.000E+00      2.347E-03      4.268E-03 
1886.85   1904.49    1903.20   1.046E+00   -2.612E-01   2.612E-01     1.184E-01     2.707E-09      0.000E+00       0.000E+00       0.000E+00      2.325E-03      4.268E-03 
1767.97   1787.24    1771.99   2.149E-01   7.381E-01   -7.381E-01     1.186E-01     1.301E-10      0.000E+00       0.000E+00       0.000E+00      2.295E-03      4.268E-03 
1364.44   1374.20    1380.11   6.873E-01   8.798E-01   -8.798E-01     1.181E-01     2.234E-09      0.000E+00       0.000E+00       0.000E+00      2.342E-03      4.268E-03 
1086.47   1098.38    1093.13   1.442E-01   4.568E-01   -4.568E-01     1.193E-01     1.551E-10      0.000E+00       0.000E+00       0.000E+00      2.325E-03      4.268E-03 
1380.25   1391.64    1382.65   -5.044E-01   8.137E-01   -8.137E-01     1.174E-01     1.176E-09      0.000E+00       0.000E+00       0.000E+00      2.338E-03      4.268E-03 
1508.50   1518.05    1521.16   1.628E+00   1.105E-01   -1.105E-01     1.187E-01     1.026E-08      0.000E+00       0.000E+00       0.000E+00      2.264E-03      4.267E-03 
1690.21   1708.44    1706.22   1.306E+00   -5.913E-01   5.913E-01     1.196E-01     5.257E-09      0.000E+00       0.000E+00       0.000E+00      2.310E-03      4.268E-03 
1811.22   1816.05    1811.33   -1.516E+00   -8.336E-01   8.336E-01     1.186E-01     6.166E-09      0.000E+00       0.000E+00       0.000E+00      2.350E-03      4.268E-03 
928.40   933.37    930.06   -1.876E-01   -6.748E-01   6.748E-01     1.191E-01     3.592E-10      0.000E+00       0.000E+00       0.000E+00      2.331E-03      4.268E-03 
997.49   1001.17    1000.54   -3.290E-01   8.163E-01   -8.163E-01     1.181E-01     9.572E-10      0.000E+00       0.000E+00       0.000E+00      2.360E-03      4.268E-03 
1453.76   1473.73    1463.44   9.024E-01   8.497E-01   -8.497E-01     1.175E-01     3.392E-09      0.000E+00       0.000E+00       0.000E+00      2.287E-03      4.267E-03 
1455.54   1461.47    1472.25   1.023E+00   3.007E-01   -3.007E-01     1.177E-01     4.350E-09      0.000E+00       0.000E+00       0.000E+00      2.326E-03      4.268E-03 
1271.19   1280.55    1281.16   -1.100E-02   -8.857E-01   8.857E-01     1.182E-01     6.594E-13      0.000E+00       0.000E+00       0.000E+00      2.360E-03      4.268E-03 
1676.03   1683.53    1692.81   5.991E-01   -2.066E-01   2.066E-01     1.181E-01     1.125E-09      0.000E+00       0.000E+00       0.000E+00      2.349E-03      4.268E-03 
1389.11   1406.46    1401.81   1.125E+00   -9.676E-01   9.676E-01     1.190E-01     5.778E-09      0.000E+00       0.000E+00       0.000E+00      2.289E-03      4.267E-03 
1006.91   1014.63    1008.88   -2.312E-01   2.983E-01   -2.983E-01     1.178E-01     4.640E-10      0.000E+00       0.000E+00       0.000E+00      2.335E-03      4.268E-03 
1804.32   1807.42    1816.33   -3.523E-01   -9.186E-01   9.186E-01     1.195E-01     3.357E-10      0.000E+00       0.000E+00       0.000E+00      2.363E-03      4.268E-03 
1222.83   1228.91    1234.93   1.726E-01   7.754E-01   -7.754E-01     1.193E-01     1.753E-10      0.000E+00       0.000E+00       0.000E+00      2.362E-03      4.268E-03 
1357.76   1374.77    1358.81   3.624E-01   -1.624E-01   1.624E-01     1.189E-01     6.272E-10      0.000E+00       0.000E+00       0.000E+00      2.263E-03      4.267E-03 
1585.70   1603.00    1589.46   -3.848E-02   4.213E-02   -4.213E-02     1.173E-01     5.184E-12      0.000E+00       0.000E+00       0.000E+00      2.308E-03      4.268E-03 
1015.93   1020.48    1020.48   -2.469E-01   2.624E-01   -2.624E-01     1.180E-01     5.198E-10      0.000E+00       0.000E+00       0.000E+00      2.361E-03      4.268E-03 
1609.49   1615.35    1616.57   1.756E+00   5.265E-02   -5.265E-02     1.194E-01     1.049E-08      0.000E+00       0.000E+00       0.000E+00      2.231E-03      4.267E-03 
1753.99   1769.34    1757.43   1.668E+00   1.575E-01   -1.575E-01     1.188E-01     7.960E-09      0.000E+00       0.000E+00       0.000E+00      2.226E-03      4.267E-03 
1132.37   1134.57    1133.06   -7.310E-01   -9.446E-01   9.446E-01     1.178E-01     3.668E-09      0.000E+00       0.000E+00       0.000E+00      2.371E-03      4.268E-03 
1964.87   1980.84    1965.79   -5.228E-01   9.719E-01   -9.719E-01     1.180E-01     6.236E-10      0.000E+00       0.000E+00       0.000E+00      2.307E-03      4.268E-03 
1217.22   1233.00    1225.89   4.090E-01   -4.376E-02   4.376E-02     1.187E-01     9.936E-10      0.000E+00       0.000E+00       0.000E+00      2.313E-03      4.268E-03 
1518.87   1526.06    1519.37   1.406E+00   -6.113E-01   6.113E-01     1.182E-01     7.542E-09      0.000E+00       0.000E+00       0.000E+00      2.201E-03      4.267E-03 
949.64   952.15    954.92   -1.221E-01   6.872E-01   -6.872E-01     1.176E-01     1.454E-10      0.000E+00       0.000E+00       0.000E+00      2.356E-03      4.268E-03 
1413.92   1430.71    1414.91   7.344E-01   4.240E-01   -4.240E-01     1.187E-01     2.375E-09      0.000E+00       0.000E+00       0.000E+00      2.238E-03      4.267E-03 
