 Mv1       Mv2        Mvp         lamL       alpha2      alpha3        Omega        protonSI      Br(H->v1v1)     Br(H->v2v2)     Br(H->v-v+)     Br(H->AA)      Width_H   
75.14   714.53    425.28   -2.095E-03   9.168E-01   -9.168E-01     1.173E-01     6.685E-12      0.000E+00       0.000E+00       0.000E+00      9.360E-03      4.298E-03 
73.66   679.25    582.33   -3.544E-02   9.487E-01   -9.487E-01     1.177E-01     1.990E-09      0.000E+00       0.000E+00       0.000E+00      9.515E-03      4.299E-03 
74.50   776.25    429.65   -1.748E-02   -1.368E-01   1.368E-01     1.192E-01     4.735E-10      0.000E+00       0.000E+00       0.000E+00      9.394E-03      4.298E-03 
63.58   156.93    206.95   3.120E-02   4.127E-01   -4.127E-01     1.178E-01     2.062E-09      0.000E+00       0.000E+00       0.000E+00      8.680E-03      4.295E-03 
72.57   169.06    204.86   -4.875E-02   2.469E-01   -2.469E-01     1.192E-01     3.877E-09      0.000E+00       0.000E+00       0.000E+00      8.917E-03      4.296E-03 
73.70   177.08    582.85   -3.333E-02   7.629E-01   -7.629E-01     1.189E-01     1.757E-09      0.000E+00       0.000E+00       0.000E+00      9.513E-03      4.299E-03 
75.71   468.50    954.55   1.622E-02   -8.252E-01   8.252E-01     1.184E-01     3.949E-10      0.000E+00       0.000E+00       0.000E+00      9.560E-03      4.299E-03 
75.75   538.08    633.06   1.816E-02   -3.258E-01   3.258E-01     1.178E-01     4.945E-10      0.000E+00       0.000E+00       0.000E+00      9.485E-03      4.298E-03 
74.30   969.85    574.78   -2.393E-02   2.357E-01   -2.357E-01     1.172E-01     8.917E-10      0.000E+00       0.000E+00       0.000E+00      9.499E-03      4.299E-03 
65.09   171.75    662.47   -4.683E-02   -2.368E-01   2.368E-01     1.185E-01     4.434E-09      0.000E+00       0.000E+00       0.000E+00      9.572E-03      4.299E-03 
64.35   316.71    510.82   4.782E-02   -9.559E-01   9.559E-01     1.178E-01     4.728E-09      0.000E+00       0.000E+00       0.000E+00      9.441E-03      4.298E-03 
73.00   352.61    661.00   -4.558E-02   -7.677E-01   7.677E-01     1.176E-01     3.350E-09      0.000E+00       0.000E+00       0.000E+00      9.547E-03      4.299E-03 
75.69   466.62    521.56   1.794E-02   -9.845E-01   9.845E-01     1.188E-01     4.833E-10      0.000E+00       0.000E+00       0.000E+00      9.423E-03      4.298E-03 
64.39   127.98    215.75   -3.859E-02   -9.447E-01   9.447E-01     1.181E-01     3.077E-09      0.000E+00       0.000E+00       0.000E+00      9.157E-03      4.297E-03 
74.54   889.88    539.82   -1.663E-02   -6.820E-01   6.820E-01     1.196E-01     4.276E-10      0.000E+00       0.000E+00       0.000E+00      9.475E-03      4.298E-03 
74.45   582.36    428.94   -1.858E-02   -2.221E-01   2.221E-01     1.192E-01     5.355E-10      0.000E+00       0.000E+00       0.000E+00      9.396E-03      4.298E-03 
73.37   112.49    170.72   -2.161E-02   7.796E-01   -7.796E-01     1.189E-01     7.456E-10      0.000E+00       0.000E+00       0.000E+00      8.314E-03      4.293E-03 
68.66   81.27    596.82   -4.533E-02   -3.293E-02   3.293E-02     1.177E-01     3.740E-09      0.000E+00       0.000E+00       0.000E+00      9.547E-03      4.299E-03 
75.26   569.73    221.04   2.949E-02   -2.083E-01   2.083E-01     1.192E-01     1.320E-09      0.000E+00       0.000E+00       0.000E+00      8.490E-03      4.294E-03 
72.69   645.39    830.19   -4.979E-02   3.338E-01   -3.338E-01     1.172E-01     4.031E-09      0.000E+00       0.000E+00       0.000E+00      9.575E-03      4.299E-03 
75.46   261.30    798.53   7.110E-03   -5.480E-01   5.480E-01     1.179E-01     7.635E-11      0.000E+00       0.000E+00       0.000E+00      9.540E-03      4.299E-03 
74.44   225.64    573.35   -1.996E-02   8.151E-02   -8.151E-02     1.180E-01     6.179E-10      0.000E+00       0.000E+00       0.000E+00      9.495E-03      4.299E-03 
74.57   895.07    721.11   -1.760E-02   5.473E-01   -5.473E-01     1.181E-01     4.788E-10      0.000E+00       0.000E+00       0.000E+00      9.538E-03      4.299E-03 
73.33   638.66    553.99   -4.029E-02   -8.209E-01   8.209E-01     1.183E-01     2.595E-09      0.000E+00       0.000E+00       0.000E+00      9.510E-03      4.299E-03 
71.25   222.42    109.63   -4.241E-02   -5.260E-01   5.260E-01     1.177E-01     3.043E-09      0.000E+00       0.000E+00       0.000E+00      7.207E-03      4.289E-03 
73.45   217.48    424.76   -3.920E-02   -8.172E-01   8.172E-01     1.172E-01     2.448E-09      0.000E+00       0.000E+00       0.000E+00      9.432E-03      4.298E-03 
75.16   546.17    828.99   -2.640E-03   -4.537E-01   4.537E-01     1.181E-01     1.061E-11      0.000E+00       0.000E+00       0.000E+00      9.550E-03      4.299E-03 
63.52   211.44    841.57   3.065E-02   6.211E-01   -6.211E-01     1.173E-01     1.993E-09      0.000E+00       0.000E+00       0.000E+00      9.561E-03      4.299E-03 
75.17   110.07    273.82   2.706E-02   7.276E-01   -7.276E-01     1.186E-01     1.115E-09      0.000E+00       0.000E+00       0.000E+00      8.890E-03      4.296E-03 
64.71   979.35    506.74   -4.232E-02   -8.256E-01   8.256E-01     1.176E-01     3.664E-09      0.000E+00       0.000E+00       0.000E+00      9.537E-03      4.299E-03 
64.27   219.60    610.72   4.584E-02   9.045E-01   -9.045E-01     1.194E-01     4.356E-09      0.000E+00       0.000E+00       0.000E+00      9.496E-03      4.299E-03 
75.75   758.27    595.93   1.957E-02   9.563E-01   -9.563E-01     1.190E-01     5.742E-10      0.000E+00       0.000E+00       0.000E+00      9.467E-03      4.298E-03 
72.84   534.99    313.67   -4.813E-02   5.642E-01   -5.642E-01     1.175E-01     3.751E-09      0.000E+00       0.000E+00       0.000E+00      9.312E-03      4.298E-03 
72.61   689.04    855.29   -4.908E-02   -4.315E-01   4.315E-01     1.195E-01     3.926E-09      0.000E+00       0.000E+00       0.000E+00      9.578E-03      4.299E-03 
75.12   869.77    630.16   -2.717E-03   -9.456E-01   9.456E-01     1.186E-01     1.125E-11      0.000E+00       0.000E+00       0.000E+00      9.501E-03      4.299E-03 
72.37   104.67    168.31   -4.575E-02   8.447E-01   -8.447E-01     1.179E-01     3.433E-09      0.000E+00       0.000E+00       0.000E+00      8.562E-03      4.294E-03 
75.78   771.74    475.36   2.371E-02   -5.290E-01   5.290E-01     1.195E-01     8.418E-10      0.000E+00       0.000E+00       0.000E+00      9.375E-03      4.298E-03 
75.13   691.04    337.79   8.179E-04   -1.109E-01   1.109E-01     1.179E-01     1.019E-12      0.000E+00       0.000E+00       0.000E+00      9.203E-03      4.297E-03 
73.84   737.44    546.92   -3.122E-02   3.872E-01   -3.872E-01     1.191E-01     1.536E-09      0.000E+00       0.000E+00       0.000E+00      9.496E-03      4.299E-03 
65.06   688.15    814.56   -4.625E-02   -2.268E-02   2.268E-02     1.187E-01     4.329E-09      0.000E+00       0.000E+00       0.000E+00      9.587E-03      4.299E-03 
72.74   888.03    316.07   -4.906E-02   -1.158E-01   1.158E-01     1.179E-01     3.908E-09      0.000E+00       0.000E+00       0.000E+00      9.321E-03      4.298E-03 
64.37   456.05    507.25   -3.788E-02   9.688E-01   -9.688E-01     1.176E-01     2.965E-09      0.000E+00       0.000E+00       0.000E+00      9.534E-03      4.299E-03 
73.65   734.16    636.02   -3.480E-02   -2.803E-01   2.803E-01     1.187E-01     1.919E-09      0.000E+00       0.000E+00       0.000E+00      9.531E-03      4.299E-03 
74.79   417.17    344.49   -9.606E-03   -7.457E-01   7.457E-01     1.184E-01     1.419E-10      0.000E+00       0.000E+00       0.000E+00      9.248E-03      4.297E-03 
74.35   669.92    883.55   -2.151E-02   -5.393E-01   5.393E-01     1.192E-01     7.196E-10      0.000E+00       0.000E+00       0.000E+00      9.567E-03      4.299E-03 
74.30   461.96    418.49   -2.182E-02   -3.437E-02   3.437E-02     1.192E-01     7.416E-10      0.000E+00       0.000E+00       0.000E+00      9.391E-03      4.298E-03 
73.72   998.47    665.83   -3.325E-02   7.356E-01   -7.356E-01     1.193E-01     1.749E-09      0.000E+00       0.000E+00       0.000E+00      9.537E-03      4.299E-03 
74.72   616.76    175.45   4.352E-02   -5.558E-01   5.558E-01     1.194E-01     2.917E-09      0.000E+00       0.000E+00       0.000E+00      7.748E-03      4.291E-03 
65.22   154.15    629.67   -4.866E-02   -4.743E-01   4.743E-01     1.173E-01     4.770E-09      0.000E+00       0.000E+00       0.000E+00      9.568E-03      4.299E-03 
73.45   127.70    249.94   -3.491E-02   3.891E-01   -3.891E-01     1.175E-01     1.942E-09      0.000E+00       0.000E+00       0.000E+00      9.063E-03      4.297E-03 
64.29   297.27    607.56   4.645E-02   3.411E-01   -3.411E-01     1.190E-01     4.469E-09      0.000E+00       0.000E+00       0.000E+00      9.494E-03      4.299E-03 
74.15   503.60    949.20   -2.631E-02   -3.621E-01   3.621E-01     1.182E-01     1.082E-09      0.000E+00       0.000E+00       0.000E+00      9.575E-03      4.299E-03 
64.57   444.36    130.47   4.874E-02   3.538E-01   -3.538E-01     1.177E-01     4.881E-09      0.000E+00       0.000E+00       0.000E+00      6.961E-03      4.288E-03 
71.56   289.10    114.58   -3.730E-02   -6.227E-02   6.227E-02     1.195E-01     2.334E-09      0.000E+00       0.000E+00       0.000E+00      7.271E-03      4.289E-03 
72.84   303.92    912.17   -4.731E-02   -3.648E-01   3.648E-01     1.180E-01     3.625E-09      0.000E+00       0.000E+00       0.000E+00      9.581E-03      4.299E-03 
74.90   699.33    634.54   -9.129E-03   2.834E-01   -2.834E-01     1.183E-01     1.277E-10      0.000E+00       0.000E+00       0.000E+00      9.508E-03      4.299E-03 
75.31   806.29    821.91   2.943E-03   1.170E-01   -1.170E-01     1.193E-01     1.313E-11      0.000E+00       0.000E+00       0.000E+00      9.546E-03      4.299E-03 
74.47   433.33    369.77   -1.907E-02   8.163E-01   -8.163E-01     1.176E-01     5.635E-10      0.000E+00       0.000E+00       0.000E+00      9.320E-03      4.298E-03 
75.45   370.75    635.17   7.072E-03   1.945E-01   -1.945E-01     1.179E-01     7.556E-11      0.000E+00       0.000E+00       0.000E+00      9.495E-03      4.299E-03 
62.65   506.64    341.97   8.897E-03   -2.141E-01   2.141E-01     1.183E-01     1.726E-10      0.000E+00       0.000E+00       0.000E+00      9.336E-03      4.298E-03 
73.46   271.94    476.93   -3.808E-02   8.735E-01   -8.735E-01     1.186E-01     2.309E-09      0.000E+00       0.000E+00       0.000E+00      9.469E-03      4.298E-03 
74.73   714.75    208.48   4.993E-03   1.662E-01   -1.662E-01     1.194E-01     3.839E-11      0.000E+00       0.000E+00       0.000E+00      8.525E-03      4.294E-03 
64.88   472.66    539.21   -4.408E-02   -1.223E-01   1.223E-01     1.190E-01     3.954E-09      0.000E+00       0.000E+00       0.000E+00      9.547E-03      4.299E-03 
65.28   219.04    80.51   -3.892E-02   6.079E-01   -6.079E-01     1.189E-01     3.046E-09      0.000E+00       0.000E+00       0.000E+00      6.216E-03      4.284E-03 
74.89   241.32    852.26   -9.718E-03   1.572E-01   -1.572E-01     1.179E-01     1.448E-10      0.000E+00       0.000E+00       0.000E+00      9.557E-03      4.299E-03 
74.23   433.33    329.14   -2.384E-02   2.852E-01   -2.852E-01     1.176E-01     8.865E-10      0.000E+00       0.000E+00       0.000E+00      9.258E-03      4.298E-03 
73.27   608.51    878.80   -4.178E-02   -4.083E-01   4.083E-01     1.173E-01     2.794E-09      0.000E+00       0.000E+00       0.000E+00      9.576E-03      4.299E-03 
74.96   418.22    200.33   1.971E-02   3.445E-01   -3.445E-01     1.175E-01     5.944E-10      0.000E+00       0.000E+00       0.000E+00      8.327E-03      4.293E-03 
71.75   158.27    109.60   -1.771E-02   -4.311E-02   4.311E-02     1.175E-01     5.235E-10      0.000E+00       0.000E+00       0.000E+00      6.608E-03      4.286E-03 
74.59   864.78    348.17   -1.548E-02   -9.612E-01   9.612E-01     1.180E-01     3.702E-10      0.000E+00       0.000E+00       0.000E+00      9.272E-03      4.298E-03 
74.68   883.45    321.33   -1.109E-02   -3.704E-01   3.704E-01     1.194E-01     1.895E-10      0.000E+00       0.000E+00       0.000E+00      9.199E-03      4.297E-03 
73.71   376.74    878.06   -3.491E-02   3.792E-02   -3.792E-02     1.174E-01     1.928E-09      0.000E+00       0.000E+00       0.000E+00      9.572E-03      4.299E-03 
73.16   396.92    467.25   -4.341E-02   -7.100E-01   7.100E-01     1.175E-01     3.026E-09      0.000E+00       0.000E+00       0.000E+00      9.472E-03      4.298E-03 
73.06   677.20    543.44   -4.493E-02   -2.225E-01   2.225E-01     1.173E-01     3.250E-09      0.000E+00       0.000E+00       0.000E+00      9.512E-03      4.299E-03 
72.74   95.97    855.74   -4.087E-02   -9.026E-01   9.026E-01     1.187E-01     2.712E-09      0.000E+00       0.000E+00       0.000E+00      9.574E-03      4.299E-03 
72.31   182.66    117.78   -3.961E-03   -3.993E-01   3.993E-01     1.193E-01     2.578E-11      0.000E+00       0.000E+00       0.000E+00      6.689E-03      4.286E-03 
71.94   603.60    116.93   -2.898E-02   9.067E-02   -9.067E-02     1.177E-01     1.393E-09      0.000E+00       0.000E+00       0.000E+00      7.162E-03      4.288E-03 
74.91   939.62    917.17   -9.356E-03   9.097E-01   -9.097E-01     1.183E-01     1.341E-10      0.000E+00       0.000E+00       0.000E+00      9.565E-03      4.299E-03 
73.80   677.51    595.81   -3.220E-02   2.794E-01   -2.794E-01     1.189E-01     1.636E-09      0.000E+00       0.000E+00       0.000E+00      9.516E-03      4.299E-03 
73.12   973.72    748.22   -4.378E-02   8.679E-01   -8.679E-01     1.176E-01     3.081E-09      0.000E+00       0.000E+00       0.000E+00      9.561E-03      4.299E-03 
73.18   974.25    168.53   -3.335E-02   -7.182E-01   7.182E-01     1.178E-01     1.785E-09      0.000E+00       0.000E+00       0.000E+00      8.404E-03      4.294E-03 
72.55   317.04    129.97   -2.402E-02   2.824E-01   -2.824E-01     1.191E-01     9.417E-10      0.000E+00       0.000E+00       0.000E+00      7.494E-03      4.290E-03 
74.69   884.75    759.93   -1.483E-02   -3.784E-01   3.784E-01     1.181E-01     3.392E-10      0.000E+00       0.000E+00       0.000E+00      9.545E-03      4.299E-03 
74.08   363.52    994.84   -2.787E-02   4.806E-01   -4.806E-01     1.180E-01     1.216E-09      0.000E+00       0.000E+00       0.000E+00      9.580E-03      4.299E-03 
62.82   526.78    782.24   1.384E-02   7.877E-01   -7.877E-01     1.179E-01     4.156E-10      0.000E+00       0.000E+00       0.000E+00      9.561E-03      4.299E-03 
64.19   505.37    273.98   4.389E-02   -6.061E-01   6.061E-01     1.194E-01     4.003E-09      0.000E+00       0.000E+00       0.000E+00      9.023E-03      4.296E-03 
75.94   810.90    663.14   2.610E-02   8.139E-01   -8.139E-01     1.175E-01     1.016E-09      0.000E+00       0.000E+00       0.000E+00      9.491E-03      4.299E-03 
75.29   633.45    766.81   2.404E-03   -5.420E-01   5.420E-01     1.193E-01     8.769E-12      0.000E+00       0.000E+00       0.000E+00      9.536E-03      4.299E-03 
64.66   948.48    799.37   -4.160E-02   3.773E-03   -3.773E-03     1.176E-01     3.545E-09      0.000E+00       0.000E+00       0.000E+00      9.585E-03      4.299E-03 
74.45   872.77    201.31   -6.043E-03   -8.864E-01   8.864E-01     1.179E-01     5.664E-11      0.000E+00       0.000E+00       0.000E+00      8.532E-03      4.294E-03 
74.15   477.77    280.47   -2.407E-02   1.123E-01   -1.123E-01     1.181E-01     9.062E-10      0.000E+00       0.000E+00       0.000E+00      9.125E-03      4.297E-03 
72.76   851.54    467.16   -4.788E-02   -4.366E-01   4.366E-01     1.190E-01     3.720E-09      0.000E+00       0.000E+00       0.000E+00      9.480E-03      4.298E-03 
74.76   229.58    589.08   -1.214E-02   7.167E-02   -7.167E-02     1.182E-01     2.266E-10      0.000E+00       0.000E+00       0.000E+00      9.493E-03      4.299E-03 
72.89   785.03    873.67   -4.715E-02   9.722E-01   -9.722E-01     1.173E-01     3.596E-09      0.000E+00       0.000E+00       0.000E+00      9.578E-03      4.299E-03 
73.24   801.17    366.30   -4.076E-02   1.383E-01   -1.383E-01     1.196E-01     2.662E-09      0.000E+00       0.000E+00       0.000E+00      9.374E-03      4.298E-03 
75.47   694.66    625.86   7.485E-03   -7.377E-01   7.377E-01     1.178E-01     8.459E-11      0.000E+00       0.000E+00       0.000E+00      9.491E-03      4.299E-03 
68.91   786.59    84.23   -5.176E-03   2.628E-01   -2.628E-01     1.190E-01     4.840E-11      0.000E+00       0.000E+00       0.000E+00      4.687E-03      4.278E-03 
70.13   694.80    90.02   -2.929E-02   1.356E-01   -1.356E-01     1.182E-01     1.498E-09      0.000E+00       0.000E+00       0.000E+00      5.831E-03      4.283E-03 
73.58   479.64    522.06   -3.701E-02   4.147E-01   -4.147E-01     1.176E-01     2.174E-09      0.000E+00       0.000E+00       0.000E+00      9.492E-03      4.299E-03 
72.00   794.28    111.08   3.311E-02   3.403E-01   -3.403E-01     1.185E-01     1.817E-09      0.000E+00       0.000E+00       0.000E+00      5.633E-03      4.282E-03 
64.81   479.61    722.32   -4.320E-02   -6.035E-02   6.035E-02     1.188E-01     3.806E-09      0.000E+00       0.000E+00       0.000E+00      9.578E-03      4.299E-03 
72.93   782.53    125.80   1.601E-02   1.142E-01   -1.142E-01     1.186E-01     4.141E-10      0.000E+00       0.000E+00       0.000E+00      6.663E-03      4.286E-03 
74.01   395.70    958.69   -2.847E-02   5.097E-01   -5.097E-01     1.188E-01     1.272E-09      0.000E+00       0.000E+00       0.000E+00      9.577E-03      4.299E-03 
75.55   269.49    460.83   1.440E-02   1.724E-01   -1.724E-01     1.193E-01     3.126E-10      0.000E+00       0.000E+00       0.000E+00      9.374E-03      4.298E-03 
65.07   440.38    938.49   -4.624E-02   7.764E-01   -7.764E-01     1.191E-01     4.325E-09      0.000E+00       0.000E+00       0.000E+00      9.595E-03      4.299E-03 
73.97   342.99    988.70   -2.875E-02   -6.191E-02   6.191E-02     1.194E-01     1.299E-09      0.000E+00       0.000E+00       0.000E+00      9.580E-03      4.299E-03 
75.44   103.71    514.20   2.658E-02   -5.338E-01   5.338E-01     1.172E-01     1.068E-09      0.000E+00       0.000E+00       0.000E+00      9.409E-03      4.298E-03 
73.59   655.62    374.97   -3.617E-02   1.182E-01   -1.182E-01     1.182E-01     2.076E-09      0.000E+00       0.000E+00       0.000E+00      9.372E-03      4.298E-03 
73.46   739.41    750.66   -3.822E-02   -4.242E-01   4.242E-01     1.184E-01     2.326E-09      0.000E+00       0.000E+00       0.000E+00      9.558E-03      4.299E-03 
63.70   252.98    908.52   -2.774E-02   -1.106E-01   1.106E-01     1.193E-01     1.624E-09      0.000E+00       0.000E+00       0.000E+00      9.589E-03      4.299E-03 
72.99   324.46    269.72   -4.501E-02   -6.261E-01   6.261E-01     1.186E-01     3.267E-09      0.000E+00       0.000E+00       0.000E+00      9.190E-03      4.297E-03 
64.25   184.40    998.70   -3.587E-02   -5.615E-01   5.615E-01     1.188E-01     2.669E-09      0.000E+00       0.000E+00       0.000E+00      9.596E-03      4.299E-03 
74.52   293.82    889.09   -1.907E-02   8.070E-01   -8.070E-01     1.176E-01     5.633E-10      0.000E+00       0.000E+00       0.000E+00      9.566E-03      4.299E-03 
72.54   140.80    642.32   -4.974E-02   -5.321E-01   5.321E-01     1.191E-01     4.040E-09      0.000E+00       0.000E+00       0.000E+00      9.547E-03      4.299E-03 
73.06   366.34    182.14   -3.782E-02   2.712E-01   -2.712E-01     1.196E-01     2.303E-09      0.000E+00       0.000E+00       0.000E+00      8.619E-03      4.295E-03 
75.28   726.87    321.64   6.530E-03   8.308E-01   -8.308E-01     1.177E-01     6.472E-11      0.000E+00       0.000E+00       0.000E+00      9.143E-03      4.297E-03 
64.22   599.02    719.77   4.501E-02   -5.146E-01   5.146E-01     1.194E-01     4.207E-09      0.000E+00       0.000E+00       0.000E+00      9.530E-03      4.299E-03 
73.09   580.98    634.09   -4.293E-02   -7.450E-01   7.450E-01     1.194E-01     2.964E-09      0.000E+00       0.000E+00       0.000E+00      9.538E-03      4.299E-03 
75.16   889.61    725.77   -3.185E-03   3.122E-01   -3.122E-01     1.174E-01     1.544E-11      0.000E+00       0.000E+00       0.000E+00      9.530E-03      4.299E-03 
75.09   946.71    334.56   -5.794E-04   5.267E-01   -5.267E-01     1.178E-01     5.120E-13      0.000E+00       0.000E+00       0.000E+00      9.199E-03      4.297E-03 
75.16   557.16    412.92   -1.133E-03   -8.720E-01   8.720E-01     1.173E-01     1.954E-12      0.000E+00       0.000E+00       0.000E+00      9.343E-03      4.298E-03 
75.40   206.00    886.56   5.942E-03   6.513E-01   -6.513E-01     1.179E-01     5.340E-11      0.000E+00       0.000E+00       0.000E+00      9.555E-03      4.299E-03 
64.26   88.47    76.70   -8.886E-03   8.425E-01   -8.425E-01     1.195E-01     1.638E-10      0.000E+00       0.000E+00       0.000E+00      4.743E-03      4.278E-03 
75.71   300.85    315.32   3.068E-02   2.990E-01   -2.990E-01     1.191E-01     1.413E-09      0.000E+00       0.000E+00       0.000E+00      9.049E-03      4.297E-03 
74.30   597.25    882.12   -2.363E-02   -1.852E-01   1.852E-01     1.177E-01     8.694E-10      0.000E+00       0.000E+00       0.000E+00      9.567E-03      4.299E-03 
75.79   771.28    439.41   2.454E-02   2.529E-01   -2.529E-01     1.192E-01     9.021E-10      0.000E+00       0.000E+00       0.000E+00      9.332E-03      4.298E-03 
74.78   738.80    912.33   -1.208E-02   4.429E-01   -4.429E-01     1.190E-01     2.243E-10      0.000E+00       0.000E+00       0.000E+00      9.566E-03      4.299E-03 
74.06   158.06    657.93   -2.639E-02   1.106E-01   -1.106E-01     1.185E-01     1.091E-09      0.000E+00       0.000E+00       0.000E+00      9.530E-03      4.299E-03 
67.38   77.95    928.64   2.741E-02   6.571E-01   -6.571E-01     1.193E-01     1.418E-09      0.000E+00       0.000E+00       0.000E+00      9.566E-03      4.299E-03 
73.43   518.56    871.68   -3.932E-02   -1.399E-01   1.399E-01     1.175E-01     2.465E-09      0.000E+00       0.000E+00       0.000E+00      9.574E-03      4.299E-03 
74.62   137.29    518.14   -1.165E-02   2.026E-01   -2.026E-01     1.189E-01     2.097E-10      0.000E+00       0.000E+00       0.000E+00      9.457E-03      4.298E-03 
74.61   651.42    594.61   -1.640E-02   1.605E-01   -1.605E-01     1.182E-01     4.156E-10      0.000E+00       0.000E+00       0.000E+00      9.500E-03      4.299E-03 
74.44   742.27    310.40   -1.749E-02   -4.717E-01   4.717E-01     1.187E-01     4.748E-10      0.000E+00       0.000E+00       0.000E+00      9.192E-03      4.297E-03 
74.62   282.51    218.71   -3.713E-03   -3.829E-01   3.829E-01     1.182E-01     2.128E-11      0.000E+00       0.000E+00       0.000E+00      8.677E-03      4.295E-03 
74.06   556.74    943.79   -2.813E-02   2.698E-01   -2.698E-01     1.180E-01     1.240E-09      0.000E+00       0.000E+00       0.000E+00      9.576E-03      4.299E-03 
75.33   818.20    858.05   3.196E-03   3.656E-02   -3.656E-02     1.188E-01     1.548E-11      0.000E+00       0.000E+00       0.000E+00      9.552E-03      4.299E-03 
75.63   807.09    958.61   1.328E-02   9.939E-02   -9.939E-02     1.191E-01     2.653E-10      0.000E+00       0.000E+00       0.000E+00      9.562E-03      4.299E-03 
74.18   555.98    417.62   -2.513E-02   -7.227E-01   7.227E-01     1.185E-01     9.870E-10      0.000E+00       0.000E+00       0.000E+00      9.397E-03      4.298E-03 
75.86   361.08    680.00   2.339E-02   3.644E-01   -3.644E-01     1.184E-01     8.176E-10      0.000E+00       0.000E+00       0.000E+00      9.499E-03      4.299E-03 
72.66   557.01    198.79   -4.764E-02   6.557E-01   -6.557E-01     1.186E-01     3.692E-09      0.000E+00       0.000E+00       0.000E+00      8.862E-03      4.296E-03 
74.74   591.33    913.65   -1.347E-02   -6.039E-01   6.039E-01     1.184E-01     2.791E-10      0.000E+00       0.000E+00       0.000E+00      9.567E-03      4.299E-03 
71.85   339.94    123.80   -4.198E-02   -4.511E-01   4.511E-01     1.176E-01     2.932E-09      0.000E+00       0.000E+00       0.000E+00      7.659E-03      4.291E-03 
75.28   780.31    971.00   3.300E-04   -5.626E-01   5.626E-01     1.177E-01     1.653E-13      0.000E+00       0.000E+00       0.000E+00      9.567E-03      4.299E-03 
65.13   811.24    751.45   -4.718E-02   7.585E-01   -7.585E-01     1.181E-01     4.495E-09      0.000E+00       0.000E+00       0.000E+00      9.583E-03      4.299E-03 
74.66   852.68    389.07   -1.316E-02   -3.209E-01   3.209E-01     1.193E-01     2.673E-10      0.000E+00       0.000E+00       0.000E+00      9.336E-03      4.298E-03 
73.62   603.81    296.48   -3.404E-02   1.859E-01   -1.859E-01     1.195E-01     1.838E-09      0.000E+00       0.000E+00       0.000E+00      9.218E-03      4.297E-03 
75.11   899.36    369.32   -6.220E-04   -9.567E-01   9.567E-01     1.185E-01     5.897E-13      0.000E+00       0.000E+00       0.000E+00      9.274E-03      4.298E-03 
74.92   813.24    487.27   -7.615E-03   2.385E-02   -2.385E-02     1.188E-01     8.883E-11      0.000E+00       0.000E+00       0.000E+00      9.430E-03      4.298E-03 
73.72   844.54    917.21   -3.318E-02   -3.134E-01   3.134E-01     1.194E-01     1.741E-09      0.000E+00       0.000E+00       0.000E+00      9.575E-03      4.299E-03 
73.51   559.42    410.53   -3.830E-02   2.522E-01   -2.522E-01     1.173E-01     2.333E-09      0.000E+00       0.000E+00       0.000E+00      9.417E-03      4.298E-03 
74.35   474.49    572.49   -2.128E-02   1.571E-01   -1.571E-01     1.192E-01     7.044E-10      0.000E+00       0.000E+00       0.000E+00      9.496E-03      4.299E-03 
74.67   689.28    723.71   -1.478E-02   2.128E-02   -2.128E-02     1.186E-01     3.368E-10      0.000E+00       0.000E+00       0.000E+00      9.537E-03      4.299E-03 
72.94   636.05    585.07   -4.598E-02   -1.627E-01   1.627E-01     1.181E-01     3.414E-09      0.000E+00       0.000E+00       0.000E+00      9.528E-03      4.299E-03 
74.26   389.02    247.82   -1.978E-02   3.759E-01   -3.759E-01     1.178E-01     6.102E-10      0.000E+00       0.000E+00       0.000E+00      8.965E-03      4.296E-03 
74.35   224.33    205.44   -8.565E-03   5.148E-01   -5.148E-01     1.192E-01     1.141E-10      0.000E+00       0.000E+00       0.000E+00      8.595E-03      4.295E-03 
73.66   195.64    697.87   -3.458E-02   -9.802E-02   9.802E-02     1.186E-01     1.894E-09      0.000E+00       0.000E+00       0.000E+00      9.546E-03      4.299E-03 
75.21   870.17    222.09   2.329E-02   6.828E-01   -6.828E-01     1.182E-01     8.247E-10      0.000E+00       0.000E+00       0.000E+00      8.537E-03      4.294E-03 
73.38   471.96    140.00   1.652E-03   9.901E-01   -9.901E-01     1.195E-01     4.358E-12      0.000E+00       0.000E+00       0.000E+00      7.375E-03      4.289E-03 
73.95   860.53    461.75   -3.045E-02   -2.501E-01   2.501E-01     1.176E-01     1.458E-09      0.000E+00       0.000E+00       0.000E+00      9.445E-03      4.298E-03 
73.21   233.84    617.89   -4.183E-02   -9.938E-01   9.938E-01     1.186E-01     2.805E-09      0.000E+00       0.000E+00       0.000E+00      9.533E-03      4.299E-03 
72.72   784.74    215.93   -4.735E-02   -3.922E-01   3.922E-01     1.191E-01     3.642E-09      0.000E+00       0.000E+00       0.000E+00      8.973E-03      4.296E-03 
73.57   812.20    637.96   -3.633E-02   -2.585E-01   2.585E-01     1.185E-01     2.096E-09      0.000E+00       0.000E+00       0.000E+00      9.533E-03      4.299E-03 
73.28   609.62    133.51   1.062E-02   5.519E-01   -5.519E-01     1.177E-01     1.803E-10      0.000E+00       0.000E+00       0.000E+00      7.034E-03      4.288E-03 
75.13   127.51    889.73   3.206E-03   3.180E-01   -3.180E-01     1.185E-01     1.566E-11      0.000E+00       0.000E+00       0.000E+00      9.557E-03      4.299E-03 
