 Mv1       Mv2        Mvp         lamL       alpha2      alpha3        Omega        protonSI      Br(H->v1v1)     Br(H->v2v2)     Br(H->v-v+)     Br(H->AA)      Width_H   
73.59   107.35    383.56   -3.011E-02   8.518E-01   -8.518E-01     1.189E-01     1.439E-09      0.000E+00       0.000E+00       0.000E+00      9.371E-03      4.298E-03 
73.45   794.55    981.37   -3.762E-02   3.380E-01   -3.380E-01     1.192E-01     2.255E-09      0.000E+00       0.000E+00       0.000E+00      9.583E-03      4.299E-03 
74.75   124.47    384.08   -4.499E-03   -9.505E-01   9.505E-01     1.191E-01     3.115E-11      0.000E+00       0.000E+00       0.000E+00      9.311E-03      4.298E-03 
75.86   153.86    745.03   2.784E-02   2.590E-01   -2.590E-01     1.174E-01     1.159E-09      0.000E+00       0.000E+00       0.000E+00      9.516E-03      4.299E-03 
75.91   705.70    845.59   2.511E-02   -2.121E-02   2.121E-02     1.187E-01     9.410E-10      0.000E+00       0.000E+00       0.000E+00      9.540E-03      4.299E-03 
75.56   841.48    369.70   1.683E-02   9.990E-01   -9.990E-01     1.190E-01     4.266E-10      0.000E+00       0.000E+00       0.000E+00      9.234E-03      4.297E-03 
75.57   688.28    764.54   9.951E-03   -1.232E-01   1.232E-01     1.172E-01     1.491E-10      0.000E+00       0.000E+00       0.000E+00      9.531E-03      4.299E-03 
74.39   329.80    268.24   -1.786E-02   8.876E-02   -8.876E-02     1.177E-01     4.955E-10      0.000E+00       0.000E+00       0.000E+00      9.050E-03      4.297E-03 
63.92   335.54    261.37   3.857E-02   7.807E-01   -7.807E-01     1.182E-01     3.118E-09      0.000E+00       0.000E+00       0.000E+00      8.991E-03      4.296E-03 
64.31   901.17    791.05   -3.682E-02   -2.636E-01   2.636E-01     1.183E-01     2.807E-09      0.000E+00       0.000E+00       0.000E+00      9.583E-03      4.299E-03 
73.52   927.68    532.43   -3.729E-02   8.094E-01   -8.094E-01     1.184E-01     2.211E-09      0.000E+00       0.000E+00       0.000E+00      9.497E-03      4.299E-03 
64.02   398.93    697.64   -3.280E-02   -5.821E-01   5.821E-01     1.180E-01     2.248E-09      0.000E+00       0.000E+00       0.000E+00      9.571E-03      4.299E-03 
73.82   354.81    816.83   -3.136E-02   -5.426E-01   5.426E-01     1.195E-01     1.551E-09      0.000E+00       0.000E+00       0.000E+00      9.563E-03      4.299E-03 
65.38   617.04    349.65   -4.998E-02   4.452E-01   -4.452E-01     1.195E-01     5.006E-09      0.000E+00       0.000E+00       0.000E+00      9.458E-03      4.298E-03 
75.53   121.93    814.44   1.886E-02   3.394E-02   -3.394E-02     1.177E-01     5.362E-10      0.000E+00       0.000E+00       0.000E+00      9.538E-03      4.299E-03 
73.41   178.79    822.24   -3.758E-02   4.915E-01   -4.915E-01     1.196E-01     2.253E-09      0.000E+00       0.000E+00       0.000E+00      9.568E-03      4.299E-03 
64.17   126.24    646.63   -3.503E-02   8.029E-01   -8.029E-01     1.180E-01     2.552E-09      0.000E+00       0.000E+00       0.000E+00      9.565E-03      4.299E-03 
74.24   413.88    294.38   -2.201E-02   4.232E-01   -4.232E-01     1.183E-01     7.555E-10      0.000E+00       0.000E+00       0.000E+00      9.162E-03      4.297E-03 
68.19   164.38    83.46   -3.571E-02   8.698E-01   -8.698E-01     1.174E-01     2.352E-09      0.000E+00       0.000E+00       0.000E+00      5.810E-03      4.283E-03 
73.20   944.64    225.10   -3.932E-02   -2.687E-02   2.687E-02     1.195E-01     2.479E-09      0.000E+00       0.000E+00       0.000E+00      8.966E-03      4.296E-03 
72.95   975.42    909.22   -4.553E-02   3.414E-01   -3.414E-01     1.183E-01     3.347E-09      0.000E+00       0.000E+00       0.000E+00      9.580E-03      4.299E-03 
73.57   359.80    668.13   -3.571E-02   -3.661E-01   3.661E-01     1.192E-01     2.025E-09      0.000E+00       0.000E+00       0.000E+00      9.540E-03      4.299E-03 
75.76   848.08    881.61   1.859E-02   9.647E-01   -9.647E-01     1.189E-01     5.180E-10      0.000E+00       0.000E+00       0.000E+00      9.549E-03      4.299E-03 
75.96   367.79    457.87   3.333E-02   4.144E-02   -4.144E-02     1.191E-01     1.656E-09      0.000E+00       0.000E+00       0.000E+00      9.342E-03      4.298E-03 
73.26   522.96    642.35   -4.066E-02   -2.095E-01   2.095E-01     1.192E-01     2.648E-09      0.000E+00       0.000E+00       0.000E+00      9.538E-03      4.299E-03 
74.63   794.05    180.11   1.768E-02   8.712E-01   -8.712E-01     1.184E-01     4.824E-10      0.000E+00       0.000E+00       0.000E+00      8.059E-03      4.292E-03 
75.94   180.64    836.73   3.009E-02   7.093E-01   -7.093E-01     1.188E-01     1.350E-09      0.000E+00       0.000E+00       0.000E+00      9.536E-03      4.299E-03 
74.60   964.64    493.88   -1.604E-02   8.335E-01   -8.335E-01     1.185E-01     3.974E-10      0.000E+00       0.000E+00       0.000E+00      9.446E-03      4.298E-03 
73.78   489.01    228.12   -3.001E-02   3.559E-02   -3.559E-02     1.174E-01     1.422E-09      0.000E+00       0.000E+00       0.000E+00      8.917E-03      4.296E-03 
75.47   375.54    226.75   4.731E-02   5.721E-01   -5.721E-01     1.191E-01     3.379E-09      0.000E+00       0.000E+00       0.000E+00      8.444E-03      4.294E-03 
74.87   184.87    527.63   -9.119E-03   -8.715E-01   8.715E-01     1.173E-01     1.275E-10      0.000E+00       0.000E+00       0.000E+00      9.459E-03      4.298E-03 
73.27   896.02    564.56   -4.136E-02   -5.993E-01   5.993E-01     1.180E-01     2.738E-09      0.000E+00       0.000E+00       0.000E+00      9.515E-03      4.299E-03 
74.43   358.71    691.09   -1.929E-02   -7.102E-01   7.102E-01     1.196E-01     5.775E-10      0.000E+00       0.000E+00       0.000E+00      9.533E-03      4.299E-03 
64.05   972.25    767.64   4.185E-02   9.990E-01   -9.990E-01     1.182E-01     3.655E-09      0.000E+00       0.000E+00       0.000E+00      9.543E-03      4.299E-03 
63.87   624.06    448.52   3.790E-02   8.496E-01   -8.496E-01     1.182E-01     3.015E-09      0.000E+00       0.000E+00       0.000E+00      9.405E-03      4.298E-03 
74.42   778.29    806.04   -2.013E-02   2.848E-01   -2.848E-01     1.190E-01     6.291E-10      0.000E+00       0.000E+00       0.000E+00      9.556E-03      4.299E-03 
73.82   454.20    312.71   -3.159E-02   -8.718E-01   8.718E-01     1.183E-01     1.575E-09      0.000E+00       0.000E+00       0.000E+00      9.248E-03      4.297E-03 
74.74   807.13    891.52   -1.346E-02   -3.589E-01   3.589E-01     1.184E-01     2.788E-10      0.000E+00       0.000E+00       0.000E+00      9.564E-03      4.299E-03 
75.11   207.95    967.47   -3.918E-03   -4.861E-01   4.861E-01     1.174E-01     2.340E-11      0.000E+00       0.000E+00       0.000E+00      9.569E-03      4.299E-03 
74.17   961.78    806.64   -2.546E-02   -5.239E-01   5.239E-01     1.185E-01     1.013E-09      0.000E+00       0.000E+00       0.000E+00      9.559E-03      4.299E-03 
74.17   341.84    415.92   -2.483E-02   4.305E-01   -4.305E-01     1.188E-01     9.630E-10      0.000E+00       0.000E+00       0.000E+00      9.394E-03      4.298E-03 
72.68   446.98    174.31   -4.410E-02   -2.897E-01   2.897E-01     1.191E-01     3.163E-09      0.000E+00       0.000E+00       0.000E+00      8.603E-03      4.295E-03 
75.10   456.69    351.18   6.390E-05   5.291E-01   -5.291E-01     1.186E-01     6.225E-15      0.000E+00       0.000E+00       0.000E+00      9.236E-03      4.297E-03 
73.82   622.69    399.61   -3.237E-02   9.488E-01   -9.488E-01     1.180E-01     1.653E-09      0.000E+00       0.000E+00       0.000E+00      9.392E-03      4.298E-03 
74.89   952.10    976.34   -1.054E-02   4.621E-01   -4.621E-01     1.175E-01     1.704E-10      0.000E+00       0.000E+00       0.000E+00      9.572E-03      4.299E-03 
72.05   852.55    122.03   -3.096E-02   9.721E-01   -9.721E-01     1.195E-01     1.587E-09      0.000E+00       0.000E+00       0.000E+00      7.385E-03      4.289E-03 
73.25   744.64    381.71   -4.163E-02   5.343E-01   -5.343E-01     1.183E-01     2.776E-09      0.000E+00       0.000E+00       0.000E+00      9.395E-03      4.298E-03 
74.35   256.53    298.61   -1.926E-02   -2.812E-02   2.812E-02     1.187E-01     5.767E-10      0.000E+00       0.000E+00       0.000E+00      9.164E-03      4.297E-03 
75.05   616.03    994.37   -6.496E-03   1.317E-01   -1.317E-01     1.173E-01     6.441E-11      0.000E+00       0.000E+00       0.000E+00      9.572E-03      4.299E-03 
73.52   481.54    778.97   -3.670E-02   -4.541E-01   4.541E-01     1.191E-01     2.141E-09      0.000E+00       0.000E+00       0.000E+00      9.561E-03      4.299E-03 
63.72   125.05    591.23   3.454E-02   9.698E-01   -9.698E-01     1.187E-01     2.515E-09      0.000E+00       0.000E+00       0.000E+00      9.499E-03      4.299E-03 
74.50   875.55    849.33   -1.793E-02   -8.544E-01   8.544E-01     1.196E-01     4.980E-10      0.000E+00       0.000E+00       0.000E+00      9.561E-03      4.299E-03 
67.17   971.82    80.81   -1.335E-02   -8.017E-01   8.017E-01     1.186E-01     3.387E-10      0.000E+00       0.000E+00       0.000E+00      4.880E-03      4.279E-03 
75.90   235.02    614.34   2.759E-02   -2.396E-01   2.396E-01     1.184E-01     1.137E-09      0.000E+00       0.000E+00       0.000E+00      9.469E-03      4.298E-03 
63.32   793.51    214.80   -2.188E-02   3.130E-01   -3.130E-01     1.175E-01     1.022E-09      0.000E+00       0.000E+00       0.000E+00      9.078E-03      4.297E-03 
63.99   346.71    680.00   -3.245E-02   4.954E-01   -4.954E-01     1.172E-01     2.202E-09      0.000E+00       0.000E+00       0.000E+00      9.569E-03      4.299E-03 
72.99   942.85    859.61   -4.480E-02   2.978E-01   -2.978E-01     1.186E-01     3.237E-09      0.000E+00       0.000E+00       0.000E+00      9.576E-03      4.299E-03 
64.34   813.29    253.93   4.710E-02   7.001E-01   -7.001E-01     1.180E-01     4.589E-09      0.000E+00       0.000E+00       0.000E+00      8.909E-03      4.296E-03 
75.43   497.82    343.51   1.299E-02   -8.568E-01   8.568E-01     1.192E-01     2.551E-10      0.000E+00       0.000E+00       0.000E+00      9.184E-03      4.297E-03 
74.14   288.99    906.82   -2.661E-02   5.153E-01   -5.153E-01     1.180E-01     1.107E-09      0.000E+00       0.000E+00       0.000E+00      9.571E-03      4.299E-03 
72.65   985.29    514.39   -4.919E-02   -1.258E-01   1.258E-01     1.191E-01     3.939E-09      0.000E+00       0.000E+00       0.000E+00      9.506E-03      4.299E-03 
73.28   828.69    215.53   -3.837E-02   8.432E-01   -8.432E-01     1.184E-01     2.356E-09      0.000E+00       0.000E+00       0.000E+00      8.899E-03      4.296E-03 
75.99   455.34    743.62   3.059E-02   7.297E-01   -7.297E-01     1.194E-01     1.394E-09      0.000E+00       0.000E+00       0.000E+00      9.514E-03      4.299E-03 
74.32   712.70    502.25   -2.171E-02   6.363E-01   -6.363E-01     1.193E-01     7.337E-10      0.000E+00       0.000E+00       0.000E+00      9.460E-03      4.298E-03 
63.68   197.41    146.72   -2.812E-02   -4.299E-01   4.299E-01     1.183E-01     1.669E-09      0.000E+00       0.000E+00       0.000E+00      8.527E-03      4.294E-03 
75.36   960.36    213.96   4.582E-02   5.487E-01   -5.487E-01     1.187E-01     3.179E-09      0.000E+00       0.000E+00       0.000E+00      8.315E-03      4.293E-03 
73.17   651.27    278.83   -4.158E-02   5.228E-01   -5.228E-01     1.192E-01     2.775E-09      0.000E+00       0.000E+00       0.000E+00      9.201E-03      4.297E-03 
64.60   961.23    291.98   -4.100E-02   -4.245E-01   4.245E-01     1.180E-01     3.450E-09      0.000E+00       0.000E+00       0.000E+00      9.371E-03      4.298E-03 
72.71   155.06    141.34   -3.154E-02   -5.813E-01   5.813E-01     1.173E-01     1.617E-09      0.000E+00       0.000E+00       0.000E+00      7.907E-03      4.292E-03 
73.66   169.04    207.00   -2.887E-02   4.279E-01   -4.279E-01     1.182E-01     1.320E-09      0.000E+00       0.000E+00       0.000E+00      8.765E-03      4.295E-03 
72.94   995.86    537.89   -4.645E-02   -4.482E-01   4.482E-01     1.175E-01     3.485E-09      0.000E+00       0.000E+00       0.000E+00      9.512E-03      4.299E-03 
74.97   665.64    281.85   4.800E-04   -5.334E-01   5.334E-01     1.196E-01     3.524E-13      0.000E+00       0.000E+00       0.000E+00      9.028E-03      4.297E-03 
63.04   525.08    347.59   -1.638E-02   -8.166E-01   8.166E-01     1.193E-01     5.779E-10      0.000E+00       0.000E+00       0.000E+00      9.401E-03      4.298E-03 
73.99   444.72    264.47   -2.705E-02   -2.610E-01   2.610E-01     1.180E-01     1.149E-09      0.000E+00       0.000E+00       0.000E+00      9.079E-03      4.297E-03 
64.40   384.55    156.10   4.705E-02   -6.105E-02   6.105E-02     1.173E-01     4.571E-09      0.000E+00       0.000E+00       0.000E+00      7.767E-03      4.291E-03 
65.24   718.10    170.90   -4.989E-02   -7.456E-01   7.456E-01     1.172E-01     5.009E-09      0.000E+00       0.000E+00       0.000E+00      8.958E-03      4.296E-03 
74.27   213.93    470.07   -2.350E-02   5.653E-01   -5.653E-01     1.179E-01     8.606E-10      0.000E+00       0.000E+00       0.000E+00      9.440E-03      4.298E-03 
74.10   727.10    202.96   -1.835E-02   6.498E-01   -6.498E-01     1.176E-01     5.271E-10      0.000E+00       0.000E+00       0.000E+00      8.644E-03      4.295E-03 
73.15   96.89    171.64   -2.288E-02   1.807E-01   -1.807E-01     1.183E-01     8.409E-10      0.000E+00       0.000E+00       0.000E+00      8.350E-03      4.294E-03 
75.06   468.60    746.82   -3.949E-03   -5.858E-01   5.858E-01     1.196E-01     2.380E-11      0.000E+00       0.000E+00       0.000E+00      9.535E-03      4.299E-03 
75.74   744.14    277.10   3.790E-02   3.912E-01   -3.912E-01     1.177E-01     2.153E-09      0.000E+00       0.000E+00       0.000E+00      8.857E-03      4.296E-03 
65.19   469.73    423.73   -4.827E-02   -7.902E-01   7.902E-01     1.174E-01     4.696E-09      0.000E+00       0.000E+00       0.000E+00      9.508E-03      4.299E-03 
74.85   188.56    842.90   -1.011E-02   5.612E-01   -5.612E-01     1.176E-01     1.569E-10      0.000E+00       0.000E+00       0.000E+00      9.556E-03      4.299E-03 
63.24   712.84    553.26   2.414E-02   8.311E-01   -8.311E-01     1.187E-01     1.247E-09      0.000E+00       0.000E+00       0.000E+00      9.494E-03      4.299E-03 
74.13   90.02    697.24   1.894E-02   -4.422E-01   4.422E-01     1.194E-01     5.613E-10      0.000E+00       0.000E+00       0.000E+00      9.513E-03      4.299E-03 
72.70   410.80    420.75   -4.986E-02   -6.505E-01   6.505E-01     1.176E-01     4.041E-09      0.000E+00       0.000E+00       0.000E+00      9.452E-03      4.298E-03 
63.91   126.81    532.97   3.823E-02   -3.695E-01   3.695E-01     1.194E-01     3.064E-09      0.000E+00       0.000E+00       0.000E+00      9.467E-03      4.298E-03 
75.41   383.84    820.97   4.414E-03   3.002E-01   -3.002E-01     1.173E-01     2.947E-11      0.000E+00       0.000E+00       0.000E+00      9.545E-03      4.299E-03 
63.73   991.45    339.56   -2.856E-02   -7.955E-01   7.955E-01     1.175E-01     1.720E-09      0.000E+00       0.000E+00       0.000E+00      9.414E-03      4.298E-03 
72.79   749.41    879.29   -4.674E-02   -8.082E-02   8.082E-02     1.196E-01     3.543E-09      0.000E+00       0.000E+00       0.000E+00      9.578E-03      4.299E-03 
74.85   628.44    801.48   -1.127E-02   3.816E-01   -3.816E-01     1.176E-01     1.948E-10      0.000E+00       0.000E+00       0.000E+00      9.550E-03      4.299E-03 
75.63   380.23    764.19   1.351E-02   -4.030E-01   4.030E-01     1.185E-01     2.746E-10      0.000E+00       0.000E+00       0.000E+00      9.529E-03      4.299E-03 
73.31   840.84    160.11   -2.635E-02   -9.102E-01   9.102E-01     1.179E-01     1.110E-09      0.000E+00       0.000E+00       0.000E+00      8.192E-03      4.293E-03 
72.91   889.49    339.46   -4.674E-02   -2.913E-01   2.913E-01     1.180E-01     3.531E-09      0.000E+00       0.000E+00       0.000E+00      9.352E-03      4.298E-03 
72.93   202.62    813.97   -4.500E-02   4.573E-01   -4.573E-01     1.193E-01     3.270E-09      0.000E+00       0.000E+00       0.000E+00      9.571E-03      4.299E-03 
75.14   959.43    249.52   1.039E-02   -4.366E-01   4.366E-01     1.186E-01     1.646E-10      0.000E+00       0.000E+00       0.000E+00      8.818E-03      4.296E-03 
75.23   502.62    853.57   -1.474E-03   -4.808E-01   4.808E-01     1.173E-01     3.303E-12      0.000E+00       0.000E+00       0.000E+00      9.553E-03      4.299E-03 
72.82   96.37    541.03   -3.937E-02   -7.879E-01   7.879E-01     1.196E-01     2.512E-09      0.000E+00       0.000E+00       0.000E+00      9.506E-03      4.299E-03 
75.00   646.66    993.02   -6.824E-03   -3.138E-01   3.138E-01     1.183E-01     7.118E-11      0.000E+00       0.000E+00       0.000E+00      9.572E-03      4.299E-03 
74.96   565.87    223.89   8.494E-03   -3.077E-01   3.077E-01     1.181E-01     1.104E-10      0.000E+00       0.000E+00       0.000E+00      8.643E-03      4.295E-03 
74.15   888.52    894.78   -2.616E-02   8.799E-01   -8.799E-01     1.183E-01     1.070E-09      0.000E+00       0.000E+00       0.000E+00      9.570E-03      4.299E-03 
74.18   491.47    558.48   -2.515E-02   8.630E-01   -8.630E-01     1.187E-01     9.878E-10      0.000E+00       0.000E+00       0.000E+00      9.494E-03      4.299E-03 
75.30   583.71    377.85   6.272E-03   1.467E-01   -1.467E-01     1.191E-01     5.966E-11      0.000E+00       0.000E+00       0.000E+00      9.274E-03      4.298E-03 
74.82   970.87    525.34   -1.028E-02   -7.807E-01   7.807E-01     1.189E-01     1.624E-10      0.000E+00       0.000E+00       0.000E+00      9.459E-03      4.298E-03 
64.49   627.03    478.60   -3.949E-02   -4.749E-01   4.749E-01     1.175E-01     3.211E-09      0.000E+00       0.000E+00       0.000E+00      9.525E-03      4.299E-03 
75.10   833.09    557.36   -4.219E-03   -4.811E-01   4.811E-01     1.176E-01     2.715E-11      0.000E+00       0.000E+00       0.000E+00      9.470E-03      4.298E-03 
75.50   225.78    935.99   8.971E-03   -4.578E-02   4.578E-02     1.179E-01     1.214E-10      0.000E+00       0.000E+00       0.000E+00      9.560E-03      4.299E-03 
74.69   497.67    743.10   -1.361E-02   1.687E-01   -1.687E-01     1.196E-01     2.856E-10      0.000E+00       0.000E+00       0.000E+00      9.541E-03      4.299E-03 
63.35   510.64    244.86   -2.226E-02   4.805E-01   -4.805E-01     1.177E-01     1.056E-09      0.000E+00       0.000E+00       0.000E+00      9.203E-03      4.297E-03 
75.14   160.36    202.75   4.963E-02   -4.954E-01   4.954E-01     1.172E-01     3.751E-09      0.000E+00       0.000E+00       0.000E+00      8.153E-03      4.293E-03 
73.52   122.35    758.11   -3.407E-02   1.545E-01   -1.545E-01     1.187E-01     1.846E-09      0.000E+00       0.000E+00       0.000E+00      9.557E-03      4.299E-03 
75.35   990.53    843.00   2.797E-03   1.827E-01   -1.827E-01     1.177E-01     1.185E-11      0.000E+00       0.000E+00       0.000E+00      9.550E-03      4.299E-03 
75.01   479.87    974.48   -7.417E-03   -6.046E-01   6.046E-01     1.175E-01     8.407E-11      0.000E+00       0.000E+00       0.000E+00      9.571E-03      4.299E-03 
74.49   884.63    248.34   -1.351E-02   4.117E-01   -4.117E-01     1.179E-01     2.829E-10      0.000E+00       0.000E+00       0.000E+00      8.934E-03      4.296E-03 
72.27   253.52    115.21   5.671E-03   6.187E-01   -6.187E-01     1.191E-01     5.289E-11      0.000E+00       0.000E+00       0.000E+00      6.382E-03      4.285E-03 
75.83   194.39    960.74   2.417E-02   -3.061E-01   3.061E-01     1.192E-01     8.735E-10      0.000E+00       0.000E+00       0.000E+00      9.558E-03      4.299E-03 
74.83   352.39    706.42   -1.093E-02   -6.190E-01   6.190E-01     1.185E-01     1.835E-10      0.000E+00       0.000E+00       0.000E+00      9.530E-03      4.299E-03 
75.01   166.96    446.57   -3.712E-03   5.514E-01   -5.514E-01     1.173E-01     2.106E-11      0.000E+00       0.000E+00       0.000E+00      9.388E-03      4.298E-03 
75.98   115.12    889.64   4.965E-02   1.469E-01   -1.469E-01     1.189E-01     3.673E-09      0.000E+00       0.000E+00       0.000E+00      9.539E-03      4.299E-03 
74.06   672.45    195.67   -1.667E-02   -3.253E-01   3.253E-01     1.184E-01     4.356E-10      0.000E+00       0.000E+00       0.000E+00      8.561E-03      4.294E-03 
74.37   793.15    903.62   -2.161E-02   2.530E-01   -2.530E-01     1.185E-01     7.257E-10      0.000E+00       0.000E+00       0.000E+00      9.569E-03      4.299E-03 
75.59   192.17    682.77   1.558E-02   5.387E-01   -5.387E-01     1.196E-01     3.653E-10      0.000E+00       0.000E+00       0.000E+00      9.506E-03      4.299E-03 
72.39   219.33    138.38   -3.760E-02   -4.453E-01   4.453E-01     1.189E-01     2.318E-09      0.000E+00       0.000E+00       0.000E+00      7.944E-03      4.292E-03 
74.63   943.43    555.54   -1.574E-02   9.429E-01   -9.429E-01     1.182E-01     3.822E-10      0.000E+00       0.000E+00       0.000E+00      9.482E-03      4.298E-03 
74.23   245.08    447.61   -2.459E-02   9.028E-01   -9.028E-01     1.177E-01     9.432E-10      0.000E+00       0.000E+00       0.000E+00      9.424E-03      4.298E-03 
62.62   777.89    391.44   -6.937E-03   4.403E-01   -4.403E-01     1.175E-01     1.050E-10      0.000E+00       0.000E+00       0.000E+00      9.433E-03      4.298E-03 
74.19   908.32    835.28   -2.488E-02   2.666E-01   -2.666E-01     1.191E-01     9.669E-10      0.000E+00       0.000E+00       0.000E+00      9.562E-03      4.299E-03 
75.10   381.64    980.88   -4.234E-03   2.570E-01   -2.570E-01     1.181E-01     2.733E-11      0.000E+00       0.000E+00       0.000E+00      9.570E-03      4.299E-03 
64.16   498.79    225.48   -3.506E-02   -6.522E-02   6.522E-02     1.185E-01     2.557E-09      0.000E+00       0.000E+00       0.000E+00      9.181E-03      4.297E-03 
62.82   998.19    382.81   1.390E-02   -5.469E-01   5.469E-01     1.176E-01     4.188E-10      0.000E+00       0.000E+00       0.000E+00      9.382E-03      4.298E-03 
74.14   880.13    158.03   1.256E-02   1.130E-01   -1.130E-01     1.172E-01     2.465E-10      0.000E+00       0.000E+00       0.000E+00      7.687E-03      4.291E-03 
72.81   503.53    173.94   -4.180E-02   -8.503E-01   8.503E-01     1.190E-01     2.832E-09      0.000E+00       0.000E+00       0.000E+00      8.572E-03      4.295E-03 
68.69   311.27    83.69   -8.133E-03   -1.561E-01   1.561E-01     1.185E-01     1.203E-10      0.000E+00       0.000E+00       0.000E+00      4.761E-03      4.278E-03 
75.02   600.78    286.26   7.507E-04   -9.467E-01   9.467E-01     1.185E-01     8.609E-13      0.000E+00       0.000E+00       0.000E+00      9.044E-03      4.297E-03 
63.52   647.15    368.66   -2.495E-02   4.183E-01   -4.183E-01     1.181E-01     1.321E-09      0.000E+00       0.000E+00       0.000E+00      9.439E-03      4.298E-03 
73.86   813.73    456.92   -3.182E-02   -3.790E-01   3.790E-01     1.179E-01     1.596E-09      0.000E+00       0.000E+00       0.000E+00      9.444E-03      4.298E-03 
63.75   456.79    767.84   3.550E-02   -1.640E-01   1.640E-01     1.176E-01     2.656E-09      0.000E+00       0.000E+00       0.000E+00      9.547E-03      4.299E-03 
75.86   906.60    542.07   2.410E-02   -2.093E-01   2.093E-01     1.178E-01     8.682E-10      0.000E+00       0.000E+00       0.000E+00      9.430E-03      4.298E-03 
74.98   955.09    434.06   -6.179E-03   3.862E-01   -3.862E-01     1.181E-01     5.841E-11      0.000E+00       0.000E+00       0.000E+00      9.378E-03      4.298E-03 
65.22   513.28    859.60   -4.802E-02   2.923E-01   -2.923E-01     1.188E-01     4.645E-09      0.000E+00       0.000E+00       0.000E+00      9.591E-03      4.299E-03 
64.41   863.66    676.96   4.904E-02   -2.690E-01   2.690E-01     1.181E-01     4.964E-09      0.000E+00       0.000E+00       0.000E+00      9.516E-03      4.299E-03 
73.68   725.00    810.62   -3.447E-02   8.833E-01   -8.833E-01     1.184E-01     1.882E-09      0.000E+00       0.000E+00       0.000E+00      9.564E-03      4.299E-03 
74.79   170.91    759.51   -1.033E-02   -6.636E-01   6.636E-01     1.186E-01     1.641E-10      0.000E+00       0.000E+00       0.000E+00      9.542E-03      4.299E-03 
73.78   894.92    345.06   -3.333E-02   3.357E-01   -3.357E-01     1.172E-01     1.754E-09      0.000E+00       0.000E+00       0.000E+00      9.318E-03      4.298E-03 
64.30   684.72    383.88   4.653E-02   -9.076E-01   9.076E-01     1.190E-01     4.484E-09      0.000E+00       0.000E+00       0.000E+00      9.308E-03      4.298E-03 
74.83   170.99    688.37   -8.295E-03   -6.488E-01   6.488E-01     1.194E-01     1.056E-10      0.000E+00       0.000E+00       0.000E+00      9.524E-03      4.299E-03 
63.65   195.51    98.00   -2.775E-02   -9.507E-01   9.507E-01     1.181E-01     1.628E-09      0.000E+00       0.000E+00       0.000E+00      7.189E-03      4.289E-03 
74.42   627.69    398.29   -2.061E-02   -4.726E-01   4.726E-01     1.172E-01     6.592E-10      0.000E+00       0.000E+00       0.000E+00      9.364E-03      4.298E-03 
75.42   715.04    805.01   5.451E-03   1.280E-01   -1.280E-01     1.182E-01     4.493E-11      0.000E+00       0.000E+00       0.000E+00      9.542E-03      4.299E-03 
63.83   672.89    925.83   3.723E-02   -5.112E-01   5.112E-01     1.185E-01     2.913E-09      0.000E+00       0.000E+00       0.000E+00      9.568E-03      4.299E-03 
63.57   80.73    414.46   2.979E-02   8.313E-01   -8.313E-01     1.188E-01     1.879E-09      0.000E+00       0.000E+00       0.000E+00      9.385E-03      4.298E-03 
74.81   521.80    255.24   -3.324E-03   -6.576E-01   6.576E-01     1.186E-01     1.697E-11      0.000E+00       0.000E+00       0.000E+00      8.919E-03      4.296E-03 
74.06   141.87    600.63   -2.496E-02   -1.723E-01   1.723E-01     1.191E-01     9.763E-10      0.000E+00       0.000E+00       0.000E+00      9.511E-03      4.299E-03 
75.70   360.87    493.97   1.826E-02   -5.089E-01   5.089E-01     1.179E-01     5.004E-10      0.000E+00       0.000E+00       0.000E+00      9.400E-03      4.298E-03 
64.80   197.76    287.96   -4.372E-02   -1.971E-01   1.971E-01     1.178E-01     3.900E-09      0.000E+00       0.000E+00       0.000E+00      9.370E-03      4.298E-03 
75.19   938.08    991.09   -2.080E-03   3.001E-01   -3.001E-01     1.179E-01     6.582E-12      0.000E+00       0.000E+00       0.000E+00      9.570E-03      4.299E-03 
72.71   147.80    553.50   -4.890E-02   2.398E-01   -2.398E-01     1.176E-01     3.885E-09      0.000E+00       0.000E+00       0.000E+00      9.521E-03      4.299E-03 
75.05   311.07    767.95   -5.987E-03   7.863E-01   -7.863E-01     1.175E-01     5.473E-11      0.000E+00       0.000E+00       0.000E+00      9.541E-03      4.299E-03 
63.61   486.97    142.31   -2.684E-02   1.009E-01   -1.009E-01     1.193E-01     1.524E-09      0.000E+00       0.000E+00       0.000E+00      8.446E-03      4.294E-03 
75.69   305.59    481.51   1.771E-02   9.334E-01   -9.334E-01     1.172E-01     4.707E-10      0.000E+00       0.000E+00       0.000E+00      9.389E-03      4.298E-03 
74.01   462.15    297.94   -2.810E-02   6.696E-01   -6.696E-01     1.176E-01     1.239E-09      0.000E+00       0.000E+00       0.000E+00      9.196E-03      4.297E-03 
69.86   661.79    87.18   -3.485E-03   2.103E-01   -2.103E-01     1.176E-01     2.136E-11      0.000E+00       0.000E+00       0.000E+00      4.802E-03      4.278E-03 
74.76   399.45    288.22   -7.211E-03   -3.200E-01   3.200E-01     1.194E-01     8.001E-11      0.000E+00       0.000E+00       0.000E+00      9.083E-03      4.297E-03 
63.36   428.88    743.93   -2.214E-02   7.340E-01   -7.340E-01     1.183E-01     1.045E-09      0.000E+00       0.000E+00       0.000E+00      9.573E-03      4.299E-03 
