 Mv1      Mv2        Mvp         lamL         Omega        protonSI      sv-WW          Br(H->v1v1)     Br(H->v2v2)     Br(H->v-v+)      Br(H->AA)      Width_H   
10.00    11.00    11.00     1.000E-03     1.473E-02     7.367E-11     0.000E+00      4.154E-01      2.267E-02        4.535E-02       1.432E-04      6.599E-02
11.00    12.00    12.00     1.000E-03     1.215E-02     6.185E-11     0.000E+00      3.540E-01      1.152E-02        2.304E-02       1.822E-04      5.246E-02
12.00    13.00    13.00     1.000E-03     1.043E-02     5.266E-11     0.000E+00      3.014E-01      4.709E-03        9.419E-03       2.234E-04      4.313E-02
13.00    14.00    14.00     1.000E-03     9.219E-03     4.537E-11     0.000E+00      2.592E-01      1.196E-03        2.393E-03       2.688E-04      3.606E-02
14.00    15.00    15.00     1.000E-03     8.324E-03     3.950E-11     0.000E+00      2.263E-01      2.057E-05        4.114E-05       3.205E-04      3.038E-02
15.00    16.00    16.00     1.000E-03     7.627E-03     3.470E-11     0.000E+00      2.008E-01      5.015E-04        1.003E-03       3.802E-04      2.571E-02
16.00    17.00    17.00     1.000E-03     7.062E-03     3.072E-11     0.000E+00      1.803E-01      2.197E-03        4.393E-03       4.486E-04      2.186E-02
17.00    18.00    18.00     1.000E-03     6.582E-03     2.739E-11     0.000E+00      1.631E-01      4.800E-03        9.599E-03       5.252E-04      1.872E-02
18.00    19.00    19.00     1.000E-03     6.157E-03     2.458E-11     0.000E+00      1.481E-01      8.063E-03        1.613E-02       6.090E-04      1.618E-02
19.00    20.00    20.00     1.000E-03     5.762E-03     2.217E-11     0.000E+00      1.345E-01      1.176E-02        2.352E-02       6.982E-04      1.414E-02
20.00    21.00    21.00     1.000E-03     5.384E-03     2.011E-11     0.000E+00      1.220E-01      1.568E-02        3.135E-02       7.909E-04      1.251E-02
21.00    22.00    22.00     1.000E-03     5.010E-03     1.832E-11     0.000E+00      1.104E-01      1.962E-02        3.924E-02       8.854E-04      1.120E-02
22.00    23.00    23.00     1.000E-03     4.638E-03     1.675E-11     0.000E+00      9.962E-02      2.343E-02        4.687E-02       9.800E-04      1.014E-02
23.00    24.00    24.00     1.000E-03     4.257E-03     1.538E-11     0.000E+00      8.962E-02      2.699E-02        5.397E-02       1.074E-03      9.275E-03
24.00    25.00    25.00     1.000E-03     3.868E-03     1.417E-11     0.000E+00      8.042E-02      3.019E-02        6.038E-02       1.165E-03      8.565E-03
25.00    26.00    26.00     1.000E-03     3.474E-03     1.310E-11     0.000E+00      7.200E-02      3.299E-02        6.599E-02       1.254E-03      7.975E-03
26.00    27.00    27.00     1.000E-03     3.076E-03     1.215E-11     0.000E+00      6.436E-02      3.537E-02        7.073E-02       1.339E-03      7.481E-03
27.00    28.00    28.00     1.000E-03     2.681E-03     1.129E-11     0.000E+00      5.744E-02      3.730E-02        7.461E-02       1.421E-03      7.064E-03
28.00    29.00    29.00     1.000E-03     2.292E-03     1.053E-11     0.000E+00      5.122E-02      3.882E-02        7.764E-02       1.500E-03      6.710E-03
29.00    30.00    30.00     1.000E-03     1.917E-03     9.835E-12     0.000E+00      4.564E-02      3.993E-02        7.986E-02       1.574E-03      6.405E-03
30.00    31.00    31.00     1.000E-03     1.562E-03     9.209E-12     0.000E+00      4.065E-02      4.067E-02        8.135E-02       1.645E-03      6.143E-03
31.00    32.00    32.00     1.000E-03     1.229E-03     8.642E-12     0.000E+00      3.619E-02      4.108E-02        8.215E-02       1.712E-03      5.915E-03
32.00    33.00    33.00     1.000E-03     9.217E-04     8.125E-12     0.000E+00      3.222E-02      4.118E-02        8.235E-02       1.776E-03      5.717E-03
33.00    34.00    34.00     1.000E-03     6.453E-04     7.653E-12     2.591E-34      2.868E-02      4.100E-02        8.201E-02       1.835E-03      5.544E-03
34.00    35.00    35.00     1.000E-03     4.055E-04     7.221E-12     1.606E-33      2.553E-02      4.059E-02        8.118E-02       1.891E-03      5.392E-03
35.00    36.00    36.00     1.000E-03     2.206E-04     6.825E-12     1.362E-32      2.273E-02      3.997E-02        7.995E-02       1.943E-03      5.260E-03
36.00    37.00    37.00     1.000E-03     1.051E-04     6.461E-12     4.413E-32      2.023E-02      3.917E-02        7.835E-02       1.990E-03      5.145E-03
37.00    38.00    38.00     1.000E-03     4.494E-05     6.124E-12     6.868E-32      1.800E-02      3.822E-02        7.643E-02       2.034E-03      5.047E-03
38.00    39.00    39.00     1.000E-03     2.020E-05     5.814E-12     1.055E-31      1.601E-02      3.712E-02        7.424E-02       2.073E-03      4.963E-03
39.00    40.00    40.00     1.000E-03     1.545E-05     5.526E-12     1.231E-31      1.423E-02      3.590E-02        7.179E-02       2.105E-03      4.896E-03
40.00    41.00    41.00     1.000E-03     4.306E-05     5.260E-12     1.373E-31      1.262E-02      3.452E-02        6.904E-02       2.130E-03      4.850E-03
41.00    42.00    42.00     1.000E-03     8.946E-05     5.012E-12     1.496E-31      1.120E-02      3.310E-02        6.621E-02       2.151E-03      4.813E-03
42.00    43.00    43.00     1.000E-03     8.145E-05     4.781E-12     1.600E-31      9.951E-03      3.169E-02        6.339E-02       2.171E-03      4.778E-03
43.00    44.00    44.00     1.000E-03     4.812E-05     4.566E-12     1.722E-31      8.851E-03      3.030E-02        6.060E-02       2.190E-03      4.746E-03
44.00    45.00    45.00     1.000E-03     3.236E-05     4.365E-12     1.842E-31      7.881E-03      2.892E-02        5.785E-02       2.209E-03      4.716E-03
45.00    46.00    46.00     1.000E-03     4.970E-05     4.177E-12     1.986E-31      7.023E-03      2.757E-02        5.513E-02       2.226E-03      4.689E-03
46.00    47.00    47.00     1.000E-03     1.448E-04     4.001E-12     2.004E-31      6.264E-03      2.623E-02        5.247E-02       2.241E-03      4.664E-03
47.00    48.00    48.00     1.000E-03     2.842E-04     3.836E-12     2.281E-31      5.591E-03      2.493E-02        4.986E-02       2.257E-03      4.641E-03
48.00    49.00    49.00     1.000E-03     4.412E-04     3.681E-12     2.598E-31      4.993E-03      2.365E-02        4.731E-02       2.272E-03      4.619E-03
49.00    50.00    50.00     1.000E-03     5.932E-04     3.535E-12     2.977E-31      4.461E-03      2.241E-02        4.481E-02       2.286E-03      4.598E-03
50.00    51.00    51.00     1.000E-03     7.525E-04     3.397E-12     3.439E-31      3.986E-03      2.118E-02        4.236E-02       2.300E-03      4.577E-03
51.00    52.00    52.00     1.000E-03     9.078E-04     3.268E-12     2.499E-28      3.560E-03      1.997E-02        3.995E-02       2.313E-03      4.558E-03
52.00    53.00    53.00     1.000E-03     1.059E-03     3.146E-12     3.437E-28      3.177E-03      1.878E-02        3.756E-02       2.326E-03      4.538E-03
53.00    54.00    54.00     1.000E-03     1.206E-03     3.030E-12     4.648E-28      2.831E-03      1.758E-02        3.517E-02       2.339E-03      4.519E-03
54.00    55.00    55.00     1.000E-03     1.348E-03     2.921E-12     6.168E-28      2.516E-03      1.638E-02        3.276E-02       2.352E-03      4.501E-03
55.00    56.00    56.00     1.000E-03     1.486E-03     2.817E-12     8.035E-28      2.228E-03      1.515E-02        3.030E-02       2.364E-03      4.482E-03
56.00    57.00    57.00     1.000E-03     1.620E-03     2.719E-12     1.119E-27      1.961E-03      1.388E-02        2.775E-02       2.377E-03      4.463E-03
57.00    58.00    58.00     1.000E-03     1.749E-03     2.626E-12     1.379E-27      1.712E-03      1.253E-02        2.505E-02       2.390E-03      4.443E-03
58.00    59.00    59.00     1.000E-03     1.872E-03     2.538E-12     1.603E-27      1.474E-03      1.105E-02        2.210E-02       2.404E-03      4.421E-03
59.00    60.00    60.00     1.000E-03     1.986E-03     2.454E-12     1.702E-27      1.243E-03      9.364E-03        1.873E-02       2.419E-03      4.397E-03
60.00    61.00    61.00     1.000E-03     2.076E-03     2.374E-12     1.642E-27      1.008E-03      7.298E-03        1.460E-02       2.436E-03      4.368E-03
61.00    62.00    62.00     1.000E-03     2.112E-03     2.298E-12     1.417E-27      7.537E-04      4.260E-03        8.521E-03       2.461E-03      4.327E-03
62.00    63.00    63.00     1.000E-03     2.295E-03     2.225E-12     1.268E-27      4.230E-04      0.000E+00        0.000E+00       2.474E-03      4.270E-03
63.00    64.00    64.00     1.000E-03     2.462E-03     2.156E-12     6.040E-27      0.000E+00      0.000E+00        0.000E+00       2.462E-03      4.268E-03
64.00    65.00    65.00     1.000E-03     2.572E-03     2.090E-12     7.087E-27      0.000E+00      0.000E+00        0.000E+00       2.453E-03      4.268E-03
65.00    66.00    66.00     1.000E-03     2.680E-03     2.027E-12     8.622E-27      0.000E+00      0.000E+00        0.000E+00       2.446E-03      4.268E-03
66.00    67.00    67.00     1.000E-03     2.786E-03     1.967E-12     1.051E-26      0.000E+00      0.000E+00        0.000E+00       2.440E-03      4.268E-03
67.00    68.00    68.00     1.000E-03     2.890E-03     1.910E-12     1.281E-26      0.000E+00      0.000E+00        0.000E+00       2.435E-03      4.268E-03
68.00    69.00    69.00     1.000E-03     2.993E-03     1.855E-12     1.563E-26      0.000E+00      0.000E+00        0.000E+00       2.431E-03      4.268E-03
69.00    70.00    70.00     1.000E-03     3.093E-03     1.802E-12     1.910E-26      0.000E+00      0.000E+00        0.000E+00       2.427E-03      4.268E-03
70.00    71.00    71.00     1.000E-03     3.191E-03     1.752E-12     2.343E-26      0.000E+00      0.000E+00        0.000E+00       2.424E-03      4.268E-03
71.00    72.00    72.00     1.000E-03     3.286E-03     1.703E-12     2.889E-26      0.000E+00      0.000E+00        0.000E+00       2.421E-03      4.268E-03
72.00    73.00    73.00     1.000E-03     3.377E-03     1.657E-12     3.591E-26      0.000E+00      0.000E+00        0.000E+00       2.418E-03      4.268E-03
73.00    74.00    74.00     1.000E-03     3.462E-03     1.612E-12     4.504E-26      0.000E+00      0.000E+00        0.000E+00       2.415E-03      4.268E-03
74.00    75.00    75.00     1.000E-03     3.537E-03     1.570E-12     5.723E-26      0.000E+00      0.000E+00        0.000E+00       2.412E-03      4.268E-03
75.00    76.00    76.00     1.000E-03     3.595E-03     1.529E-12     7.411E-26      0.000E+00      0.000E+00        0.000E+00       2.410E-03      4.268E-03
76.00    77.00    77.00     1.000E-03     3.619E-03     1.489E-12     9.869E-26      0.000E+00      0.000E+00        0.000E+00       2.408E-03      4.268E-03
77.00    78.00    78.00     1.000E-03     3.567E-03     1.451E-12     1.370E-25      0.000E+00      0.000E+00        0.000E+00       2.405E-03      4.268E-03
78.00    79.00    79.00     1.000E-03     3.387E-03     1.415E-12     2.019E-25      0.000E+00      0.000E+00        0.000E+00       2.403E-03      4.268E-03
79.00    80.00    80.00     1.000E-03     3.020E-03     1.380E-12     3.339E-25      0.000E+00      0.000E+00        0.000E+00       2.401E-03      4.268E-03
80.00    81.00    81.00     1.000E-03     2.572E-03     1.346E-12     6.452E-25      0.000E+00      0.000E+00        0.000E+00       2.400E-03      4.268E-03
81.00    82.00    82.00     1.000E-03     2.261E-03     1.313E-12     1.258E-24      0.000E+00      0.000E+00        0.000E+00       2.398E-03      4.268E-03
82.00    83.00    83.00     1.000E-03     2.091E-03     1.282E-12     1.778E-24      0.000E+00      0.000E+00        0.000E+00       2.396E-03      4.268E-03
83.00    84.00    84.00     1.000E-03     1.998E-03     1.251E-12     2.121E-24      0.000E+00      0.000E+00        0.000E+00       2.394E-03      4.268E-03
84.00    85.00    85.00     1.000E-03     1.941E-03     1.222E-12     2.372E-24      0.000E+00      0.000E+00        0.000E+00       2.393E-03      4.268E-03
85.00    86.00    86.00     1.000E-03     1.893E-03     1.194E-12     2.697E-24      0.000E+00      0.000E+00        0.000E+00       2.391E-03      4.268E-03
86.00    87.00    87.00     1.000E-03     1.874E-03     1.166E-12     2.744E-24      0.000E+00      0.000E+00        0.000E+00       2.390E-03      4.268E-03
87.00    88.00    88.00     1.000E-03     1.870E-03     1.140E-12     2.747E-24      0.000E+00      0.000E+00        0.000E+00       2.388E-03      4.268E-03
88.00    89.00    89.00     1.000E-03     1.866E-03     1.114E-12     2.714E-24      0.000E+00      0.000E+00        0.000E+00       2.387E-03      4.268E-03
89.00    90.00    90.00     1.000E-03     1.853E-03     1.090E-12     2.658E-24      0.000E+00      0.000E+00        0.000E+00       2.386E-03      4.268E-03
90.00    91.00    91.00     1.000E-03     1.814E-03     1.066E-12     2.568E-24      0.000E+00      0.000E+00        0.000E+00       2.384E-03      4.268E-03
91.00    92.00    92.00     1.000E-03     1.752E-03     1.043E-12     2.489E-24      0.000E+00      0.000E+00        0.000E+00       2.383E-03      4.268E-03
92.00    93.00    93.00     1.000E-03     1.699E-03     1.021E-12     2.480E-24      0.000E+00      0.000E+00        0.000E+00       2.382E-03      4.268E-03
93.00    94.00    94.00     1.000E-03     1.671E-03     9.990E-13     2.473E-24      0.000E+00      0.000E+00        0.000E+00       2.381E-03      4.268E-03
94.00    95.00    95.00     1.000E-03     1.662E-03     9.780E-13     2.453E-24      0.000E+00      0.000E+00        0.000E+00       2.380E-03      4.268E-03
95.00    96.00    96.00     1.000E-03     1.665E-03     9.577E-13     2.421E-24      0.000E+00      0.000E+00        0.000E+00       2.379E-03      4.268E-03
96.00    97.00    97.00     1.000E-03     1.678E-03     9.381E-13     2.480E-24      0.000E+00      0.000E+00        0.000E+00       2.378E-03      4.268E-03
97.00    98.00    98.00     1.000E-03     1.696E-03     9.190E-13     2.427E-24      0.000E+00      0.000E+00        0.000E+00       2.377E-03      4.268E-03
98.00    99.00    99.00     1.000E-03     1.722E-03     9.005E-13     2.383E-24      0.000E+00      0.000E+00        0.000E+00       2.376E-03      4.268E-03
99.00    100.00    100.00     1.000E-03     1.751E-03     8.826E-13     2.337E-24      0.000E+00      0.000E+00        0.000E+00       2.375E-03      4.268E-03
100.00    101.00    101.00     1.000E-03     1.782E-03     8.652E-13     2.290E-24      0.000E+00      0.000E+00        0.000E+00       2.374E-03      4.268E-03
101.00    102.00    102.00     1.000E-03     1.815E-03     8.483E-13     2.243E-24      0.000E+00      0.000E+00        0.000E+00       2.373E-03      4.268E-03
102.00    103.00    103.00     1.000E-03     1.849E-03     8.319E-13     2.195E-24      0.000E+00      0.000E+00        0.000E+00       2.372E-03      4.268E-03
103.00    104.00    104.00     1.000E-03     1.884E-03     8.160E-13     2.146E-24      0.000E+00      0.000E+00        0.000E+00       2.371E-03      4.268E-03
104.00    105.00    105.00     1.000E-03     1.919E-03     8.005E-13     2.096E-24      0.000E+00      0.000E+00        0.000E+00       2.370E-03      4.268E-03
105.00    106.00    106.00     1.000E-03     1.955E-03     7.855E-13     2.048E-24      0.000E+00      0.000E+00        0.000E+00       2.369E-03      4.268E-03
106.00    107.00    107.00     1.000E-03     1.993E-03     7.708E-13     2.003E-24      0.000E+00      0.000E+00        0.000E+00       2.368E-03      4.268E-03
107.00    108.00    108.00     1.000E-03     2.032E-03     7.566E-13     1.960E-24      0.000E+00      0.000E+00        0.000E+00       2.367E-03      4.268E-03
108.00    109.00    109.00     1.000E-03     2.071E-03     7.428E-13     1.919E-24      0.000E+00      0.000E+00        0.000E+00       2.367E-03      4.268E-03
109.00    110.00    110.00     1.000E-03     2.112E-03     7.294E-13     1.880E-24      0.000E+00      0.000E+00        0.000E+00       2.366E-03      4.268E-03
110.00    111.00    111.00     1.000E-03     2.154E-03     7.163E-13     1.842E-24      0.000E+00      0.000E+00        0.000E+00       2.365E-03      4.268E-03
111.00    112.00    112.00     1.000E-03     2.193E-03     7.035E-13     1.808E-24      0.000E+00      0.000E+00        0.000E+00       2.364E-03      4.268E-03
112.00    113.00    113.00     1.000E-03     2.232E-03     6.911E-13     1.780E-24      0.000E+00      0.000E+00        0.000E+00       2.364E-03      4.268E-03
113.00    114.00    114.00     1.000E-03     2.274E-03     6.790E-13     1.747E-24      0.000E+00      0.000E+00        0.000E+00       2.363E-03      4.268E-03
114.00    115.00    115.00     1.000E-03     2.318E-03     6.673E-13     1.713E-24      0.000E+00      0.000E+00        0.000E+00       2.362E-03      4.268E-03
115.00    116.00    116.00     1.000E-03     2.362E-03     6.558E-13     1.681E-24      0.000E+00      0.000E+00        0.000E+00       2.361E-03      4.268E-03
116.00    117.00    117.00     1.000E-03     2.407E-03     6.446E-13     1.650E-24      0.000E+00      0.000E+00        0.000E+00       2.361E-03      4.268E-03
117.00    118.00    118.00     1.000E-03     2.453E-03     6.338E-13     1.620E-24      0.000E+00      0.000E+00        0.000E+00       2.360E-03      4.268E-03
118.00    119.00    119.00     1.000E-03     2.498E-03     6.232E-13     1.590E-24      0.000E+00      0.000E+00        0.000E+00       2.359E-03      4.268E-03
119.00    120.00    120.00     1.000E-03     2.544E-03     6.128E-13     1.562E-24      0.000E+00      0.000E+00        0.000E+00       2.359E-03      4.268E-03
120.00    121.00    121.00     1.000E-03     2.591E-03     6.027E-13     1.535E-24      0.000E+00      0.000E+00        0.000E+00       2.358E-03      4.268E-03
121.00    122.00    122.00     1.000E-03     2.638E-03     5.929E-13     1.508E-24      0.000E+00      0.000E+00        0.000E+00       2.358E-03      4.268E-03
122.00    123.00    123.00     1.000E-03     2.685E-03     5.833E-13     1.482E-24      0.000E+00      0.000E+00        0.000E+00       2.357E-03      4.268E-03
123.00    124.00    124.00     1.000E-03     2.732E-03     5.739E-13     1.457E-24      0.000E+00      0.000E+00        0.000E+00       2.356E-03      4.268E-03
124.00    125.00    125.00     1.000E-03     2.779E-03     5.647E-13     1.432E-24      0.000E+00      0.000E+00        0.000E+00       2.356E-03      4.268E-03
125.00    126.00    126.00     1.000E-03     2.828E-03     5.558E-13     1.409E-24      0.000E+00      0.000E+00        0.000E+00       2.355E-03      4.268E-03
126.00    127.00    127.00     1.000E-03     2.876E-03     5.471E-13     1.386E-24      0.000E+00      0.000E+00        0.000E+00       2.355E-03      4.268E-03
127.00    128.00    128.00     1.000E-03     2.925E-03     5.386E-13     1.363E-24      0.000E+00      0.000E+00        0.000E+00       2.354E-03      4.268E-03
128.00    129.00    129.00     1.000E-03     2.971E-03     5.302E-13     1.339E-24      0.000E+00      0.000E+00        0.000E+00       2.354E-03      4.268E-03
129.00    130.00    130.00     1.000E-03     3.016E-03     5.221E-13     1.313E-24      0.000E+00      0.000E+00        0.000E+00       2.353E-03      4.268E-03
130.00    131.00    131.00     1.000E-03     3.065E-03     5.142E-13     1.291E-24      0.000E+00      0.000E+00        0.000E+00       2.353E-03      4.268E-03
131.00    132.00    132.00     1.000E-03     3.115E-03     5.064E-13     1.272E-24      0.000E+00      0.000E+00        0.000E+00       2.352E-03      4.268E-03
132.00    133.00    133.00     1.000E-03     3.165E-03     4.988E-13     1.252E-24      0.000E+00      0.000E+00        0.000E+00       2.351E-03      4.268E-03
133.00    134.00    134.00     1.000E-03     3.216E-03     4.914E-13     1.234E-24      0.000E+00      0.000E+00        0.000E+00       2.351E-03      4.268E-03
134.00    135.00    135.00     1.000E-03     3.267E-03     4.841E-13     1.215E-24      0.000E+00      0.000E+00        0.000E+00       2.350E-03      4.268E-03
135.00    136.00    136.00     1.000E-03     3.318E-03     4.770E-13     1.197E-24      0.000E+00      0.000E+00        0.000E+00       2.350E-03      4.268E-03
136.00    137.00    137.00     1.000E-03     3.370E-03     4.701E-13     1.180E-24      0.000E+00      0.000E+00        0.000E+00       2.350E-03      4.268E-03
137.00    138.00    138.00     1.000E-03     3.422E-03     4.633E-13     1.163E-24      0.000E+00      0.000E+00        0.000E+00       2.349E-03      4.268E-03
