 Mh1   Mh2      cs_(fb)   
 500.0    501.0    1.0520E-01 
 550.0    551.0    6.9518E-02 
 600.0    601.0    4.7018E-02 
 650.0    651.0    3.2440E-02 
 700.0    701.0    2.2711E-02 
 750.0    751.0    1.6168E-02 
 800.0    801.0    1.1604E-02 
 850.0    851.0    8.4379E-03 
 900.0    901.0    6.1951E-03 
 950.0    951.0    4.5844E-03 
 1000.0    1001.0    3.4154E-03 
